Pathway	Homology Score	Total genes	Mapped genes	Multi-mapped genes	No homology mapping genes	No mapping genes	No xref genes	mapped genes	multi-mapped genes	no homology mapping genes	no mapping genes	no xref genes
IL-3 signaling pathway (WP286)	88.0	60	53	0	6	0	1	[a1480 : IL2RG : En:ENSGALG00000005638, a71ec : IL5RA : En:ENSGALG00000008267, ac7cb : ENPP3 : En:ENSGALG00000037587, ad5c7 : VAV1 : En:ENSGALG00000050375, b2359 : BCL2 : En:ENSGALG00000012885, bb81d : CCR2 : En:ENSGALG00000050893, cddd0 : MAPK3 : En:ENSGALG00000001501, d3049 : LYN : En:ENSGALG00000042321, d4255 : TGFB1 : En:ENSGALG00000031325, d5545 : IL8 : En:ENSGALG00000026098, d72bd : SYK : En:ENSGALG00000015216, d97f5 : FYN : En:ENSGALG00000015022, e8333 : CD86 : En:ENSGALG00000014362, f58b9 : HCK : En:ENSGALG00000006522, f6e0c : MAPK8 : En:ENSGALG00000006109, fa00b : FOS : En:ENSGALG00000028037, d4052 : YWHAB : En:ENSGALG00000004143, fc176 : GRB2 : En:ENSGALG00000008016, e8c00 : INPP5D : En:ENSGALG00000035498, ab432 : IL2RG : En:ENSGALG00000005638, f92cd : PIK3R2 : En:ENSGALG00000003428, a68ce : STAT5A : En:ENSGALG00000003282, a78f7 : BCL2L1 : En:ENSGALG00000006211, cd169 : SOS1 : En:ENSGALG00000039450, a13c0 : CSF2RB : En:ENSGALG00000050441, a9973 : STAT5A : En:ENSGALG00000003282, b024b : MAP2K1 : En:ENSGALG00000007687, e0ac3 : YWHAQ : En:ENSGALG00000016433, df872 : SRC : En:ENSGALG00000003855, cb5e5 : AKT1 : En:ENSGALG00000011620, cfb9a : PTPN6 : En:ENSGALG00000014561, f88e6 : CRKL : En:ENSGALG00000006390, a4d05 : CBL : En:ENSGALG00000029077, afe89 : BCL2 : En:ENSGALG00000012885, cc2e0 : H-RAS : En:ENSGALG00000029260, e2b29 : JAK2 : En:ENSGALG00000015027, d97eb : IL2RG : En:ENSGALG00000005638, a1257 : RAF1 : En:ENSGALG00000004998, f407b : JAK1 : En:ENSGALG00000011031, b6043 : GAB2 : En:ENSGALG00000054619, a385f : CSF2RB : En:ENSGALG00000050441, c1d7b : PIK3R1 : En:ENSGALG00000014786, d41aa : SHC1 : En:ENSGALG00000039775, e68fc : RAPGEF1 : En:ENSGALG00000003712, b903f : STAT3 : En:ENSGALG00000003267, b61c5 : PTPN11 : En:ENSGALG00000004821, c7ffc : PIK3CD : En:ENSGALG00000002583, c7ad6 : MAPK3 : En:ENSGALG00000001501, dc8a9 : FOS : En:ENSGALG00000028037, a4075 : JUN : En:ENSGALG00000010870, edea7 : STAT5A : En:ENSGALG00000003282, e75d1 : STAT5A : En:ENSGALG00000003282, ea24f : STAT3 : En:ENSGALG00000003267]	[]	[b7e2f : CD69 : L:969, a79f3 : PRKACA : L:5566, a70e2 : BAD : L:572, d3c8c : MAPK3 : L:5595, e291b : MAPK3 : L:5595, d2959 : IL3 : L:3562]	[]	[cba99 : TEC1 : :]
SARS-CoV-2 and ACE2 receptor: molecular mechanisms (WP4883)	88.0	9	8	0	1	0	0	[c91b1 : REN : En:ENSGALG00000000545, c93ee : MAS1 : En:ENSGALG00000011622, f53bd : AGT : En:ENSGALG00000011117, f6bb2 : AGTR1 : En:ENSGALG00000038512, b141b : TMPRSS2 : En:ENSGALG00000016144, b2ec5 : ACE2 : En:ENSGALG00000016554, bf1a9 : ACE2 : En:ENSGALG00000016554, dac5e : ACE2 : En:ENSGALG00000016554]	[]	[e5d6d : ACE : L:1636]	[]	[]
Overlap between signal transduction pathways contributing to LMNA laminopathies (WP4879)	90.0	92	83	0	9	0	0	[ac574 : CREBBP : En:ENSGALG00000007762, bf52f : KAT2B : En:ENSGALG00000011278, bcc5e : LMNA : En:ENSGALG00000046712, bd769 : SMAD3 : En:ENSGALG00000035701, cdf33 : GDF8 : En:ENSGALG00000039458, dcfcb : WNT7B : En:ENSGALG00000036255, dec3f : P21 : En:ENSGALG00000026896, ea53c : SMAD2Z : En:ENSGALG00000036001, ebb1b : NOTCH1 : En:ENSGALG00000002375, ef951 : BMP2 : En:ENSGALG00000029301, f535f : TGFB1 : En:ENSGALG00000031325, f5f2b : LEMD3 : En:ENSGALG00000009873, cfb27 : GSK3B : En:ENSGALG00000014977, a642d : CSNK1A1 : En:ENSGALG00000001364, c7345 : CTNNB1 : En:ENSGALG00000037203, d306a : APC : En:ENSGALG00000000220, a3ce3 : AXIN1 : En:ENSGALG00000029402, b5f42 : CTNNB1 : En:ENSGALG00000037203, ee910 : CTNNB1 : En:ENSGALG00000037203, bc4cb : LEF1 : En:ENSGALG00000031960, ae80d : TCF7 : En:ENSGALG00000006480, d9a3a : TCF7L2 : En:ENSGALG00000008883, b3598 : TCF7L1 : En:ENSGALG00000032656, efb00 : CTNNB1 : En:ENSGALG00000037203, f3a02 : ZMPSTE24 : En:ENSGALG00000000855, bb65b : LMNA : En:ENSGALG00000046712, a4519 : LMNA : En:ENSGALG00000046712, c2db2 : ICMT : En:ENSGALG00000024053, e4b99 : FNTA : En:ENSGALG00000015397, e27ad : LMNA : En:ENSGALG00000046712, f0501 : ZMPSTE24 : En:ENSGALG00000000855, bb0a6 : LMNA : En:ENSGALG00000046712, a5222 : SREBF1 : En:ENSGALG00000027188, f6df3 : gga-mir-33-2 : En:ENSGALG00000027889, c58c0 : LMNA : En:ENSGALG00000046712, ec262 : SREBF1 : En:ENSGALG00000027188, f0b40 : LMNA : En:ENSGALG00000046712, d4c4e : HMGA2 : En:ENSGALG00000009875, e4745 : TLE1 : En:ENSGALG00000012575, acc7e : HES1 : En:ENSGALG00000028015, ab292 : HES5 : En:ENSGALG00000001141, e04f2 : LMNA : En:ENSGALG00000046712, fa83e : CTNNB1 : En:ENSGALG00000037203, c4788 : PPARG : En:ENSGALG00000004974, fb949 : CEBPA : En:ENSGALG00000047514, e7d67 : CEBPD : En:ENSGALG00000040180, fa224 : CEBPB : En:ENSGALG00000008014, f0bd1 : LMNA : En:ENSGALG00000046712, b278c : AGO2 : En:ENSGALG00000040957, a35f9 : TARBP2 : En:ENSGALG00000048019, e23a2 : DICER1 : En:ENSGALG00000010999, d01f1 : gga-mir-33-2 : En:ENSGALG00000027889, c71ac : MYOD1 : En:ENSGALG00000006216, d5f52 : TNFRSF11B : En:ENSGALG00000043167, a4a13 : MAOB : En:ENSGALG00000032836, c93bb : NAP1L1 : En:ENSGALG00000010238, fa5b1 : RB1 : En:ENSGALG00000016997, c0f4e : CTSK : En:ENSGALG00000028147, c7131 : TGFB2 : En:ENSGALG00000009612, d9ff1 : MAOA : En:ENSGALG00000016224, e75d7 : HDAC1 : En:ENSGALG00000003297, c6a00 : MYOD1 : En:ENSGALG00000006216, b9d7c : RB1 : En:ENSGALG00000016997, c5b2a : ACTB : En:ENSGALG00000009621, c3101 : LMNA : En:ENSGALG00000046712, a0ecd : LMNA : En:ENSGALG00000046712, e76bc : RUNX2 : En:ENSGALG00000040276, ef1db : LEMD3 : En:ENSGALG00000009873, b41f6 : TMPO : En:ENSGALG00000011504, d7854 : LMNA : En:ENSGALG00000046712, c8610 : PPARG : En:ENSGALG00000004974, e77c3 : LMNA : En:ENSGALG00000046712, fc14e : LMNA : En:ENSGALG00000046712, ceaf3 : NOTCH1 : En:ENSGALG00000002375, fd903 : SPP1 : En:ENSGALG00000010926, ed1c2 : MYOD1 : En:ENSGALG00000006216, df054 : E2F1 : En:ENSGALG00000003045, e5a1e : E2F1 : En:ENSGALG00000003045, a6bcd : KAT2B : En:ENSGALG00000011278, b0a96 : HDAC1 : En:ENSGALG00000003297, b6978 : RB1 : En:ENSGALG00000016997, c435d : HDAC1 : En:ENSGALG00000003297, b98ee : E2F1 : En:ENSGALG00000003045]	[]	[defd7 : MIRLET7B : L:406884, e968e : JUNB : L:3726, b0dd2 : CSNK1A1L : L:122011, cbc9f : Emerin : S:F8WEQ1, e0a06 : WNT10B : L:7480, e6bef : CDK4 : En:ENSG00000135446, f7e99 : Emerin : S:Q5HY57, d69c5 : Emerin : S:Q5HY57, fb00a : Emerin : S:Q5HY57]	[]	[]
MAP3K1 role in promoting and blocking gonadal determination (WP4872)	92.0	28	26	0	2	0	0	[a4b5f : MAPK3 : En:ENSGALG00000001501, a8682 : WNT4 : En:ENSGALG00000041708, ae4d8 : MAP3K4 : En:ENSGALG00000020003, b2b70 : ROCK1 : En:ENSGALG00000014922, c086b : MAP3K1 : En:ENSGALG00000014718, c12e2 : FGFR2 : En:ENSGALG00000009495, c1db6 : AXIN1 : En:ENSGALG00000029402, c4830 : MAP3K1 : En:ENSGALG00000014718, c8e5f : MAP3K4 : En:ENSGALG00000020003, cb9dc : RHOA : En:ENSGALG00000003806, d74c3 : SOX9 : En:ENSGALG00000004386, da672 : AXIN1 : En:ENSGALG00000029402, dd435 : AXIN1 : En:ENSGALG00000029402, ddf33 : FOXL2 : En:ENSGALG00000029282, df0df : RHOA : En:ENSGALG00000003806, e3de9 : MAPK11 : En:ENSGALG00000040023, e8826 : GSK3B : En:ENSGALG00000014977, e8d80 : GADD45G : En:ENSGALG00000028005, eecc4 : CTNNB1 : En:ENSGALG00000037203, ef982 : ROCK1 : En:ENSGALG00000014922, f23b3 : MAPK11 : En:ENSGALG00000040023, f623d : GSK3B : En:ENSGALG00000014977, f625f : FGF9 : En:ENSGALG00000025748, f7d9c : SOX9 : En:ENSGALG00000004386, fd108 : CTNNB1 : En:ENSGALG00000037203, ff27a : MAPK3 : En:ENSGALG00000001501]	[]	[c9139 : FRAT1 : En:ENSG00000165879, ed974 : SRY : En:ENSG00000184895]	[]	[]
Thymic stromal lymphopoietin (TSLP) signaling pathway (WP2203)	87.0	57	50	0	7	0	0	[e468c : MAP2K2 : En:ENSGALG00000001267, b0724 : CRLF2 : En:ENSGALG00000045814, d628c : STAT1 : En:ENSGALG00000007651, fc9d3 : STAT3 : En:ENSGALG00000003267, f8122 : STAT4 : En:ENSGALG00000033087, d630d : PIK3CA : En:ENSGALG00000008934, ff09b : AKT1 : En:ENSGALG00000011620, fdc9c : MAPK3 : En:ENSGALG00000001501, ace59 : MTOR : En:ENSGALG00000003339, eaa4f : RPS6 : En:ENSGALG00000015082, eb3e7 : PTPN11 : En:ENSGALG00000004821, f9e3a : JAK2 : En:ENSGALG00000015027, aeb25 : JAK1 : En:ENSGALG00000011031, af502 : IL7R : En:ENSGALG00000013372, e3de2 : MAP2K1 : En:ENSGALG00000007687, f7886 : MAPK14 : En:ENSGALG00000042833, e8862 : EIF4EBP1 : En:ENSGALG00000003205, ee8b9 : RELA : En:ENSGALG00000039409, fa53d : NFKB1 : En:ENSGALG00000012304, e249e : NFKB2 : En:ENSGALG00000005653, b7cda : MAPK8 : En:ENSGALG00000006109, ce080 : RELA : En:ENSGALG00000039409, cb5d6 : NFKB1 : En:ENSGALG00000012304, dcfbb : NFKB2 : En:ENSGALG00000005653, d66fb : TEC : En:ENSGALG00000014124, e26cf : PIK42A : En:ENSGALG00000006143, e423d : RPS6 : En:ENSGALG00000015082, a5662 : EIF4EBP1 : En:ENSGALG00000003205, ad88f : AKT1 : En:ENSGALG00000011620, a1e28 : GAB2 : En:ENSGALG00000054619, d538a : STAT6 : En:ENSGALG00000051500, e5f9a : SRC : En:ENSGALG00000003855, d2d38 : STAT5A : En:ENSGALG00000003282, d85ae : STAT5A : En:ENSGALG00000003282, d44f6 : STAT5A : En:ENSGALG00000003282, ef84c : STAT5A : En:ENSGALG00000003282, a8dfb : STAT3 : En:ENSGALG00000003267, e0bc9 : MAPK9 : En:ENSGALG00000039099, ddac8 : MYC : En:ENSGALG00000033631, fc78d : IL8 : En:ENSGALG00000026098, d3e77 : IL2RA : En:ENSGALG00000042471, ecd4f : IL6 : En:ENSGALG00000010915, ae138 : CISH : En:ENSGALG00000002260, f7bde : YES1 : En:ENSGALG00000014860, b4557 : LCK : En:ENSGALG00000000466, c4fc2 : BTK : En:ENSGALG00000004958, f1fab : FES : En:ENSGALG00000008340, b09d0 : HCK : En:ENSGALG00000006522, c71ad : FYN : En:ENSGALG00000015022, fbbc2 : LYN : En:ENSGALG00000042321]	[]	[fcb9c : MAPK3 : L:5595, b95c4 : TSLP : L:85480, b2eab : NFKBIA : L:4792, d2673 : RELB : L:5971, e6da6 : RELB : L:5971, c23f7 : CCL11 : L:6356, adfa2 : TNFSF4 : L:7292]	[]	[]
Host-pathogen interaction of human coronaviruses - autophagy (WP4863)	82.0	35	29	0	2	0	4	[a0a83 : ULK1 : En:ENSGALG00000002403, a5cdb : ULK2 : En:ENSGALG00000004727, acde0 : RB1CC1 : En:ENSGALG00000015259, b9910 : BECN1 : En:ENSGALG00000002973, c6116 : PIK3R4 : En:ENSGALG00000040917, dc0f7 : MTOR : En:ENSGALG00000003339, dee0b : PIK3C3 : En:ENSGALG00000035773, e49f6 : WIPI1 : En:ENSGALG00000004215, f5ed9 : ZFYVE1 : En:ENSGALG00000009338, f81e7 : ULK1 : En:ENSGALG00000002403, efb94 : ULK2 : En:ENSGALG00000004727, a9b05 : MTOR : En:ENSGALG00000003339, bb448 : ATG13 : En:ENSGALG00000008347, d29cb : ATG7 : En:ENSGALG00000004932, a5374 : ATG10 : En:ENSGALG00000027714, f0430 : ATG5 : En:ENSGALG00000015387, d2b7f : ATG12 : En:ENSGALG00000002345, f8f15 : ATG12 : En:ENSGALG00000002345, c82d3 : ATG5 : En:ENSGALG00000015387, c8ea6 : ATG16L1 : En:ENSGALG00000001619, ac6f8 : ATG3 : En:ENSGALG00000015204, c05e1 : ATG4A : En:ENSGALG00000008282, a026b : ATG7 : En:ENSGALG00000004932, b4d1e : ATG16L1 : En:ENSGALG00000001619, e700e : ATG5 : En:ENSGALG00000015387, bb2d7 : ATG12 : En:ENSGALG00000002345, dd036 : MAP1LC3A : En:ENSGALG00000038721, b3be1 : MAP1LC3A : En:ENSGALG00000038721, af0e2 : ATG13 : En:ENSGALG00000008347]	[]	[c2224 : ATG16L2 : S:Q8NAA4, d58bf : ATG16L2 : S:Q8NAA4]	[]	[a3e06 : nsp6 : :, d00ed : nsp567 : :, f2d67 : nsp6 : :, f275a : nsp567 : :]
Zinc homeostasis (WP3529)	88.0	43	38	0	5	0	0	[a6dcf : MTF1 : En:ENSGALG00000001639, cce29 : SLC30A1 : En:ENSGALG00000009858, dd962 : SLC39A13 : En:ENSGALG00000008122, ef92f : SLC39A9 : En:ENSGALG00000009438, f1105 : SLC39A10 : En:ENSGALG00000007777, f623e : SLC39A12 : En:ENSGALG00000008602, e74db : SLC39A8 : En:ENSGALG00000012298, b1e71 : SLC39A3 : En:ENSGALG00000020582, ed504 : MT4 : En:ENSGALG00000028451, e6a6d : SLC30A1 : En:ENSGALG00000009858, dc72a : MT4 : En:ENSGALG00000028451, ff4c6 : MT4 : En:ENSGALG00000028451, a07a6 : MT4 : En:ENSGALG00000028451, f2953 : MT4 : En:ENSGALG00000028451, bbe98 : MT4 : En:ENSGALG00000028451, ae2ec : MT4 : En:ENSGALG00000028451, b4ba9 : MT4 : En:ENSGALG00000028451, c5811 : MT4 : En:ENSGALG00000028451, c0392 : MT4 : En:ENSGALG00000028451, bc051 : MT3 : En:ENSGALG00000014616, b0f47 : SLC39A7 : En:ENSGALG00000047574, d5cdf : SLC39A11 : En:ENSGALG00000004413, f0d51 : SLC39A9 : En:ENSGALG00000009438, dc1f5 : SLC30A9 : En:ENSGALG00000031415, d55cf : SLC30A4 : En:ENSGALG00000005703, cc38d : SLC39A8 : En:ENSGALG00000012298, a91e8 : SLC30A10 : En:ENSGALG00000026727, b02d0 : SLC30A3 : En:ENSGALG00000054823, edf99 : SLC30A4 : En:ENSGALG00000005703, fa0ed : SLC30A2 : En:ENSGALG00000010375, dec94 : SLC39A14 : En:ENSGALG00000033989, e0049 : SLC30A5 : En:ENSGALG00000014787, d2b2a : SLC30A2 : En:ENSGALG00000010375, c3a62 : SLC30A7 : En:ENSGALG00000020879, aac4d : SLC30A4 : En:ENSGALG00000005703, fe328 : SLC30A6 : En:ENSGALG00000010618, c0c02 : SLC39A6 : En:ENSGALG00000013209, c6d04 : SLC30A8 : En:ENSGALG00000034377]	[]	[ec6fb : SLC39A5 : L:283375, fd968 : SLC39A4 : L:55630, e52f8 : SLC39A2 : L:29986, be76b : SLC39A1 : L:27173, cde5e : MT1L : L:4500]	[]	[]
Intracellular trafficking proteins involved in CMT neuropathy (WP4856)	86.0	37	32	0	5	0	0	[c6bfd : RAB11A : En:ENSGALG00000007615, b20c3 : NDRG1 : En:ENSGALG00000054783, e150c : RAB4A : En:ENSGALG00000036218, e318f : EGR2 : En:ENSGALG00000040971, e1f40 : PMP22 : En:ENSGALG00000031425, a05be : LITAF : En:ENSGALG00000003217, bb7c9 : MTMR2 : En:ENSGALG00000017200, d2bb4 : DNM2 : En:ENSGALG00000040741, b5626 : MPZ : En:ENSGALG00000030372, a9687 : LITAF : En:ENSGALG00000003217, a5914 : RAB25 : En:ENSGALG00000029812, b2b28 : SBF2 : En:ENSGALG00000005716, ffb04 : FIG4 : En:ENSGALG00000015070, d20de : MTMR2 : En:ENSGALG00000017200, c2930 : NEFL : En:ENSGALG00000000314, a848e : HSPB1 : En:ENSGALG00000001926, e9fa0 : RAB3A : En:ENSGALG00000030068, b2911 : FGD4 : En:ENSGALG00000012932, f4c0f : HSPB8 : En:ENSGALG00000007383, bedde : GDAP1 : En:ENSGALG00000042798, f2006 : MFN2 : En:ENSGALG00000004523, d98e4 : KIF1B : En:ENSGALG00000002726, b4893 : LRSAM1 : En:ENSGALG00000008819, d482c : FIG4 : En:ENSGALG00000015070, f07d6 : RAB7A : En:ENSGALG00000005902, ee905 : RAB3B : En:ENSGALG00000010567, f3d25 : MTMR2 : En:ENSGALG00000017200, c3845 : HSPB1 : En:ENSGALG00000001926, f3be1 : RAB3A : En:ENSGALG00000030068, e731b : RAB3B : En:ENSGALG00000010567, f656b : SBF2 : En:ENSGALG00000005716, d6f39 : SBF2 : En:ENSGALG00000005716]	[]	[f77d8 : SH3TC2 : En:ENSG00000169247, fc847 : RAB4B : En:ENSG00000167578, a4b11 : RAB11B : En:ENSG00000185236, b77c7 : RABAC1 : En:ENSG00000105404, a509a : RABAC1 : En:ENSG00000105404]	[]	[]
Influence of laminopathies on Wnt signaling (WP4844)	87.0	58	51	0	7	0	0	[a4925 : SLC2A4 : En:ENSGALG00000049504, ba978 : ADIPOQ : En:ENSGALG00000005554, faa8e : CCND1 : En:ENSGALG00000007555, f6922 : PPARG : En:ENSGALG00000004974, b2c0f : CEBPD : En:ENSGALG00000040180, e1631 : CEBPB : En:ENSGALG00000008014, b5ff4 : CEBPA : En:ENSGALG00000047514, cfb27 : GSK3B : En:ENSGALG00000014977, a642d : CSNK1A1 : En:ENSGALG00000001364, c7345 : CTNNB1 : En:ENSGALG00000037203, d306a : APC : En:ENSGALG00000000220, a3ce3 : AXIN1 : En:ENSGALG00000029402, b5f42 : CTNNB1 : En:ENSGALG00000037203, ee910 : CTNNB1 : En:ENSGALG00000037203, bc4cb : LEF1 : En:ENSGALG00000031960, ae80d : TCF7 : En:ENSGALG00000006480, d9a3a : TCF7L2 : En:ENSGALG00000008883, b3598 : TCF7L1 : En:ENSGALG00000032656, efb00 : CTNNB1 : En:ENSGALG00000037203, f3a02 : ZMPSTE24 : En:ENSGALG00000000855, bb65b : LMNA : En:ENSGALG00000046712, a4519 : LMNA : En:ENSGALG00000046712, c2db2 : ICMT : En:ENSGALG00000024053, e4b99 : FNTA : En:ENSGALG00000015397, a4ec4 : LMNA : En:ENSGALG00000046712, e27ad : LMNA : En:ENSGALG00000046712, bcc5e : LMNA : En:ENSGALG00000046712, f0501 : ZMPSTE24 : En:ENSGALG00000000855, bb0a6 : LMNA : En:ENSGALG00000046712, a5222 : SREBF1 : En:ENSGALG00000027188, f6df3 : gga-mir-33-2 : En:ENSGALG00000027889, c8407 : LMNA : En:ENSGALG00000046712, c58c0 : LMNA : En:ENSGALG00000046712, ec262 : SREBF1 : En:ENSGALG00000027188, da2a2 : PPARG : En:ENSGALG00000004974, f0b40 : LMNA : En:ENSGALG00000046712, aa4a3 : CDK6 : En:ENSGALG00000009476, bcfd5 : AGO2 : En:ENSGALG00000040957, d8ded : TARBP2 : En:ENSGALG00000048019, d4c4e : HMGA2 : En:ENSGALG00000009875, be2b1 : DICER1 : En:ENSGALG00000010999, c8c61 : gga-mir-33-2 : En:ENSGALG00000027889, b91b1 : SPP1 : En:ENSGALG00000010926, f163c : RUNX2 : En:ENSGALG00000040276, e4745 : TLE1 : En:ENSGALG00000012575, acc7e : HES1 : En:ENSGALG00000028015, ab292 : HES5 : En:ENSGALG00000001141, e04f2 : LMNA : En:ENSGALG00000046712, ee1d7 : CTNNB1 : En:ENSGALG00000037203, df3d8 : TOR1AIP1 : En:ENSGALG00000029238, b1124 : LMNA : En:ENSGALG00000046712]	[]	[defd7 : MIRLET7B : L:406884, b6ee6 : WNT10B : L:7480, b0dd2 : CSNK1A1L : L:122011, ccdeb : EMD : L:2010, d0d6f : Emerin : S:F8WEQ1, c0102 : Emerin : S:F8WEQ1, b8ad3 : Emerin : S:F8WEQ1]	[]	[]
Prion disease pathway (WP3995)	92.0	42	39	0	2	0	1	[a13b8 : RFX5 : En:ENSGALG00000000836, a4999 : CREB1 : En:ENSGALG00000008494, a5d1a : FGFR1 : En:ENSGALG00000039786, a8c62 : TBP : En:ENSGALG00000011171, ac15a : BCL11A : En:ENSGALG00000034048, ac17d : STAT3 : En:ENSGALG00000003267, ac228 : CASP14 : En:ENSGALG00000036950, af847 : HSP90B1 : En:ENSGALG00000033789, b4927 : RAD21 : En:ENSGALG00000029523, b6ad1 : NCAM1 : En:ENSGALG00000007839, b7a96 : PDIA3 : En:ENSGALG00000008348, bb022 : CTCF : En:ENSGALG00000001817, bb35c : PAX5 : En:ENSGALG00000016431, bbbf2 : FYN : En:ENSGALG00000015022, bcc1f : PRNP : En:ENSGALG00000000209, c8929 : PRNP : En:ENSGALG00000000209, d27ea : PRNP : En:ENSGALG00000000209, d2b38 : POU2F2 : En:ENSGALG00000053954, d46a0 : MEF2C : En:ENSGALG00000014645, d7cd4 : NFKB1 : En:ENSGALG00000012304, d9137 : CASP3 : En:ENSGALG00000010638, da7af : BATF : En:ENSGALG00000010323, db498 : SPI1 : En:ENSGALG00000008127, dc211 : EP300 : En:ENSGALG00000011992, ddeeb : PRNP : En:ENSGALG00000000209, e0647 : EBF1 : En:ENSGALG00000003699, e09da : BCL2 : En:ENSGALG00000012885, e2222 : IRF4 : En:ENSGALG00000012830, e55a9 : SMC3 : En:ENSGALG00000008585, e869b : RXRA : En:ENSGALG00000042055, ecc1f : MAPK3 : En:ENSGALG00000001501, f0245 : PTK2 : En:ENSGALG00000031741, f0fc1 : CASP14 : En:ENSGALG00000036950, f14dd : CHD2 : En:ENSGALG00000006949, f301f : PRNP : En:ENSGALG00000000209, f8335 : HSPA5 : En:ENSGALG00000001000, fae8f : NFKB1 : En:ENSGALG00000012304, ac9c1 : FYN : En:ENSGALG00000015022, a47f2 : PTK2 : En:ENSGALG00000031741]	[]	[a1a32 : ELK1 : En:ENSG00000126767, ad1fd : MAPK3 : En:ENSG00000102882]	[]	[b9897 : PrP Receptor ? : :]
Mammalian disorder of sexual development (WP4842)	93.0	32	30	0	2	0	0	[a02d8 : SOX9 : En:ENSGALG00000004386, a14cd : WT1 : En:ENSGALG00000012115, a1a55 : GATA4 : En:ENSGALG00000016662, a3af9 : AMH : En:ENSGALG00000036346, a9214 : FST : En:ENSGALG00000014908, ac679 : SOX8 : En:ENSGALG00000005263, aeb4b : CBX2 : En:ENSGALG00000023338, b0e0c : FOXL2 : En:ENSGALG00000029282, bfaa8 : NR5A1 : En:ENSGALG00000001080, c11d3 : RBFOX2 : En:ENSGALG00000012540, cc896 : SOX9 : En:ENSGALG00000004386, d1909 : DHH : En:ENSGALG00000031707, d562c : DMRT1 : En:ENSGALG00000010160, d6ee7 : NR5A1 : En:ENSGALG00000001080, daa8a : WT1 : En:ENSGALG00000012115, db344 : RSPO1 : En:ENSGALG00000001946, e034d : NR5A1 : En:ENSGALG00000001080, e0ca8 : CTNNB1 : En:ENSGALG00000037203, e0f21 : SRD5A1 : En:ENSGALG00000013063, e3c3c : WNT4 : En:ENSGALG00000041708, ea517 : WT1 : En:ENSGALG00000012115, f258f : PBX1 : En:ENSGALG00000003429, f3472 : PTGDS : En:ENSGALG00000030886, f469d : FGFR2 : En:ENSGALG00000009495, f89b5 : AMHR2 : En:ENSGALG00000052541, f8fca : GATA4 : En:ENSGALG00000016662, fc52c : NR5A1 : En:ENSGALG00000001080, fcb3c : FGF9 : En:ENSGALG00000025748, fd6d1 : EMX2 : En:ENSGALG00000009302, fed28 : MAPK11 : En:ENSGALG00000040023]	[]	[c6dc9 : INSL3 : En:ENSG00000248099, f45a5 : SRY : En:ENSG00000184895]	[]	[]
GDNF/RET signaling axis (WP4830)	87.0	24	21	0	3	0	0	[d7ab3 : RET : En:ENSGALG00000002555, b2b40 : GFRA1 : En:ENSGALG00000009173, b70ff : SPRY1 : En:ENSGALG00000042067, ef705 : SOX17 : En:ENSGALG00000032994, e8ca1 : EYA1 : En:ENSGALG00000043033, b58cb : PAX2 : En:ENSGALG00000005689, f5707 : SALL1 : En:ENSGALG00000039238, e506f : AGTR2 : En:ENSGALG00000005936, ebdda : GDNF : En:ENSGALG00000003716, b0be3 : GATA3 : En:ENSGALG00000029270, adf2d : FAT4 : En:ENSGALG00000011823, e84e8 : ROBO2 : En:ENSGALG00000015519, d7033 : GLI3 : En:ENSGALG00000040266, ab560 : BMP4 : En:ENSGALG00000012429, a1af2 : IFT27 : En:ENSGALG00000042990, b93b7 : HSPB11 : En:ENSGALG00000038608, d29f8 : LHX1 : En:ENSGALG00000005409, a7900 : SLIT2 : En:ENSGALG00000041121, aea6c : CTNNB1 : En:ENSGALG00000037203, de67e : GREM1 : En:ENSGALG00000009724, bfad6 : GDNF : En:ENSGALG00000003716]	[]	[d624d : FOXC1 : En:ENSG00000054598, aef0b : SOX11 : En:ENSG00000176887, fe3da : FOXC2 : En:ENSG00000176692]	[]	[]
