Pathway	Homology Score	Total genes	Mapped genes	Multi-mapped genes	No homology mapping genes	No mapping genes	No xref genes	mapped genes	multi-mapped genes	no homology mapping genes	no mapping genes	no xref genes
Ectoderm differentiation (WP2858)	85.0	153	131	0	20	2	0	[a16c5 : tsku : En:ENSDARG00000040815, a2776 : smad4a : En:ENSDARG00000075226, a4e40 : plcxd3 : En:ENSDARG00000054794, a5c86 : celsr2 : En:ENSDARG00000019726, a62c8 : ppfibp2b : En:ENSDARG00000029168, a7100 : fzd4 : En:ENSDARG00000104117, a8647 : fzd8a : En:ENSDARG00000045444, a88fc : ror2 : En:ENSDARG00000076227, b3685 : ldb2b : En:ENSDARG00000034896, b3fb6 : ccl35.1 : En:ENSDARG00000103466, b4ad8 : bcas3 : En:ENSDARG00000090764, b527f : gas2l1 : En:ENSDARG00000078803, b663d : pim1 : En:ENSDARG00000100020, b6af7 : zbtb2a : En:ENSDARG00000044038, b8ec8 : baz1a : En:ENSDARG00000063233, ba426 : znf516 : En:ENSDARG00000070809, bae2c : gramd1bb : En:ENSDARG00000074258, bb827 : anks1b : En:ENSDARG00000003512, bcba8 : foxl1 : En:ENSDARG00000008133, bcd5d : gata6 : En:ENSDARG00000103589, bd4df : ubtf : En:ENSDARG00000035066, bd74d : greb1 : En:ENSDARG00000070794, bde8a : dmd : En:ENSDARG00000008487, c158f : kcnk10a : En:ENSDARG00000062849, c3ce1 : nlk2 : En:ENSDARG00000028793, c4230 : mecp2 : En:ENSDARG00000014218, c49bd : mycb : En:ENSDARG00000007241, c4d8f : zfhx4 : En:ENSDARG00000075542, c5e97 : zbtb2a : En:ENSDARG00000044038, c6467 : rrbp1a : En:ENSDARG00000013763, c6a42 : wdr44 : En:ENSDARG00000060249, c8ba3 : kifc3 : En:ENSDARG00000054978, cb92d : ptprb : En:ENSDARG00000076624, cc81d : nars2 : En:ENSDARG00000098441, cdb24 : arhgdig : En:ENSDARG00000004034, cdcbc : pou2f2a : En:ENSDARG00000019658, cede8 : podxl : En:ENSDARG00000031228, d0b93 : cldn11b : En:ENSDARG00000030723, d0f3a : elovl2 : En:ENSDARG00000045414, d18a0 : skila : En:ENSDARG00000023933, d3efb : LO017711.1 : En:ENSDARG00000112034, d4506 : prkag2b : En:ENSDARG00000001933, d65de : phf8 : En:ENSDARG00000006584, d7f73 : spry2 : En:ENSDARG00000078308, d9556 : trim33 : En:ENSDARG00000016181, d9959 : rhpn1 : En:ENSDARG00000052454, da723 : fzd5 : En:ENSDARG00000025420, dcadd : plxna2 : En:ENSDARG00000060372, de033 : stc1l : En:ENSDARG00000058476, ded92 : jakmip1 : En:ENSDARG00000076090, dfc46 : mycb : En:ENSDARG00000007241, e25a6 : st8sia4 : En:ENSDARG00000103600, e57eb : arhgdig : En:ENSDARG00000004034, e5d7b : chico : En:ENSDARG00000019588, e6084 : nfatc1 : En:ENSDARG00000036168, e675c : zbtb2a : En:ENSDARG00000044038, e963a : glb1 : En:ENSDARG00000036415, eac4c : pi4kaa : En:ENSDARG00000076724, efd77 : eda : En:ENSDARG00000074591, efe8d : arxa : En:ENSDARG00000058011, f1526 : rgma : En:ENSDARG00000012248, f2119 : trpm2 : En:ENSDARG00000101641, f2364 : dre-mir-15c : En:ENSDARG00000081366, f47c1 : MYORG : En:ENSDARG00000104260, f4d28 : stx16 : En:ENSDARG00000003307, f7375 : elovl4a : En:ENSDARG00000006773, fa458 : tox3 : En:ENSDARG00000073957, fa709 : cap2 : En:ENSDARG00000104478, fc17c : socs2 : En:ENSDARG00000045557, fc47d : abcc4 : En:ENSDARG00000058953, ffffff90 : zgc:153615 : En:ENSDARG00000038981, ffffff91 : ppardb : En:ENSDARG00000009473, ffffff92 : foxa2 : En:ENSDARG00000003411, ffffff94 : pax6a : En:ENSDARG00000103379, ffffff95 : pax3a : En:ENSDARG00000010192, ffffff96 : arhgap15 : En:ENSDARG00000062349, ffffff97 : gli3 : En:ENSDARG00000052131, ffffff98 : shhb : En:ENSDARG00000038867, ffffff99 : ctnnb2 : En:ENSDARG00000023472, ffffff9a : wnt1 : En:ENSDARG00000055554, ffffff9b : ogt.1 : En:ENSDARG00000099455, ffffff9c : nr2f2 : En:ENSDARG00000040926, ffffff9d : boc : En:ENSDARG00000074335, ffffff9e : pan2 : En:ENSDARG00000074675, ffffff9f : CTBP1 : En:ENSDARG00000019213, ffffffa0 : ccdc88c : En:ENSDARG00000053713, ffffffa1 : hdac10 : En:ENSDARG00000086458, ffffffa2 : vax2 : En:ENSDARG00000058702, ffffffa3 : arhgef9b : En:ENSDARG00000078624, ffffffa5 : jupb : En:ENSDARG00000059067, ffffffa6 : mks1 : En:ENSDARG00000059657, ffffffa7 : ccdc130 : En:ENSDARG00000041533, ffffffa8 : sgsm3 : En:ENSDARG00000019038, ffffffaa : eda : En:ENSDARG00000074591, ffffffab : fgfr2 : En:ENSDARG00000058115, ffffffad : hmgb2a : En:ENSDARG00000029722, ffffffae : ctnnd2a : En:ENSDARG00000062415, ffffffaf : zbtb16b : En:ENSDARG00000074526, ffffffb0 : cdh6 : En:ENSDARG00000014522, ffffffb1 : tsc22d1 : En:ENSDARG00000038306, ffffffb3 : numa1 : En:ENSDARG00000102483, ffffffb5 : tcf3b : En:ENSDARG00000099999, ffffffb6 : zbtb7b : En:ENSDARG00000021891, ffffffb7 : ttc14 : En:ENSDARG00000013845, ffffffb8 : rab8b : En:ENSDARG00000068628, ffffffb9 : nf2a : En:ENSDARG00000020204, ffffffba : nlk2 : En:ENSDARG00000028793, ffffffbb : nlgn1 : En:ENSDARG00000077710, ffffffbd : ptpn13 : En:ENSDARG00000103699, ffffffbe : ahi1 : En:ENSDARG00000044056, ffffffbf : zfhx4 : En:ENSDARG00000075542, ffffffc0 : fyna : En:ENSDARG00000011370, ffffffc1 : pde7a : En:ENSDARG00000045305, ffffffc2 : cdon : En:ENSDARG00000061328, ffffffc3 : rit1 : En:ENSDARG00000069150, ffffffc4 : BX649559.2 : En:ENSDARG00000109826, ffffffc5 : tbl1x : En:ENSDARG00000060438, ffffffc7 : hdac6 : En:ENSDARG00000008384, ffffffea : bmp4 : En:ENSDARG00000019995, ffffffff : bmpr1ab : En:ENSDARG00000105045, af69a : tcf7l1b : En:ENSDARG00000007369, e99d0 : six6b : En:ENSDARG00000031316, ffffffc6 : arhgap10 : En:ENSDARG00000078326, a6b18 : mafba : En:ENSDARG00000017121, b71cf : tfap2c : En:ENSDARG00000040606, fc05b : sox2 : En:ENSDARG00000070913, b5c91 : tfap2a : En:ENSDARG00000059279, b0dc6 : zbtb2a : En:ENSDARG00000044038, f7a00 : fhl2a : En:ENSDARG00000042018, c658b : skila : En:ENSDARG00000023933, c7e0e : bcor : En:ENSDARG00000017798]	[]	[a3d3a : PGM1 : En:ENSG00000079739, b2277 : MIR34C : En:ENSG00000207562, b3425 : ASTN1 : En:ENSG00000152092, b4981 : TNFRSF11B : En:ENSG00000164761, b7f63 : CLVS1 : En:ENSG00000177182, b9e9a : HIST1H2BH : L:8345, be721 : C1GALT1 : En:ENSG00000106392, c634b : MIR361 : En:ENSG00000199051, e00ae : MZF1 : En:ENSG00000099326, e201e : LY6E : En:ENSG00000160932, e524a : SERPINB6 : En:ENSG00000124570, f5cd9 : CROCCP2 : En:ENSG00000215908, ffffff93 : SNCA : En:ENSG00000145335, ffffffa4 : CTNNA2 : En:ENSG00000066032, ffffffa9 : SDCBP : En:ENSG00000137575, ffffffac : KRT6A : En:ENSG00000205420, ffffffb2 : CDH8 : En:ENSG00000150394, ffffffb4 : LHX1 : En:ENSG00000273706, ffffffbc : EDA2R : En:ENSG00000131080, d0acd : HESX1 : En:ENSG00000163666]	[b4ac1 : MIR486 : Mbm:MIMAT0002177, da00a : MIR124-1 : Mbm:MIMAT0000422]	[]
Endoderm differentiation (WP2853)	87.0	172	151	0	19	2	0	[c897f : stat1a : En:ENSDARG00000006266, e3433 : nanog : En:ENSDARG00000075113, a1872 : cdyl : En:ENSDARG00000038985, f47c1 : SFMBT1 : En:ENSDARG00000109830, cae92 : ubr5 : En:ENSDARG00000018192, be1c3 : sox21b : En:ENSDARG00000008540, e3875 : c1qbp : En:ENSDARG00000039887, edc8a : btaf1 : En:ENSDARG00000060089, e3f9d : zic3 : En:ENSDARG00000071497, a0b48 : pthlhb : En:ENSDARG00000071070, fa7b4 : epb41l5 : En:ENSDARG00000032324, d51a2 : lamc2 : En:ENSDARG00000068288, c1fa7 : prdm14 : En:ENSDARG00000045371, d532c : smad3a : En:ENSDARG00000036096, d8afc : nme2b.1 : En:ENSDARG00000103791, e6c66 : rtf1 : En:ENSDARG00000008947, b4417 : rfx7a : En:ENSDARG00000077237, f1eba : tgfb1a : En:ENSDARG00000041502, dc40c : rargb : En:ENSDARG00000054003, c24d2 : bptf : En:ENSDARG00000077361, fda38 : trim71 : En:ENSDARG00000075593, fe902 : sox17 : En:ENSDARG00000101717, e4a21 : ches1 : En:ENSDARG00000043553, f2592 : gata4 : En:ENSDARG00000098952, d6970 : mbtd1 : En:ENSDARG00000060868, bfe06 : hnf1bb : En:ENSDARG00000022295, cee26 : naa15a : En:ENSDARG00000003213, f31e9 : pax9 : En:ENSDARG00000053829, b1544 : leo1 : En:ENSDARG00000055357, d31ad : mbtd1 : En:ENSDARG00000060868, c2686 : otx2b : En:ENSDARG00000011235, c2a4e : ctbp2a : En:ENSDARG00000044062, a55e2 : si:ch1073-412h12.3 : En:ENSDARG00000094486, e97ca : DAB2 : En:ENSDARG00000053091, e9a44 : wwc1 : En:ENSDARG00000076041, e0a69 : dnmt3bb.1 : En:ENSDARG00000036791, f2911 : sfrp1b : En:ENSDARG00000057678, e899a : wdhd1 : En:ENSDARG00000015998, c13b2 : notch1b : En:ENSDARG00000052094, a5301 : sp4 : En:ENSDARG00000005186, a2d6b : hoxa1a : En:ENSDARG00000104307, f50f5 : ext1a : En:ENSDARG00000103155, d94d4 : paf1 : En:ENSDARG00000098432, d992f : jarid2a : En:ENSDARG00000060925, d754f : eomesb : En:ENSDARG00000104243, c9bf3 : pou5f3 : En:ENSDARG00000044774, d6325 : onecut1 : En:ENSDARG00000007982, c2eb0 : tcf7l1b : En:ENSDARG00000007369, df01b : foxa1 : En:ENSDARG00000102138, a7b66 : nkx2.1 : En:ENSDARG00000019835, f3361 : ctnnb2 : En:ENSDARG00000023472, cf4f8 : tcf7 : En:ENSDARG00000038672, f4706 : mixl1 : En:ENSDARG00000069252, fd73e : ctbp2a : En:ENSDARG00000044062, a8ad4 : ZNF462 : En:ENSDARG00000112909, f3e5d : ctr9 : En:ENSDARG00000009170, c8a5a : taf4b : En:ENSDARG00000075732, aa9c7 : dusp5 : En:ENSDARG00000019307, ed220 : smad4a : En:ENSDARG00000075226, f9976 : zfhx4 : En:ENSDARG00000075542, a64c5 : taf5 : En:ENSDARG00000018325, b7fbc : wnt8a : En:ENSDARG00000078507, d01e3 : elavl1a : En:ENSDARG00000038695, c53aa : mad2l2 : En:ENSDARG00000042456, da872 : foxa2 : En:ENSDARG00000003411, ae1d6 : foxo1b : En:ENSDARG00000061549, b1232 : mtf2 : En:ENSDARG00000005590, fcb9b : zic5 : En:ENSDARG00000016022, b1505 : pax3a : En:ENSDARG00000010192, fcc88 : appb : En:ENSDARG00000055543, fbb3c : aebp2 : En:ENSDARG00000006038, c527e : ches1 : En:ENSDARG00000043553, b981e : tnrc6c1 : En:ENSDARG00000076847, a8800 : bmpr1ab : En:ENSDARG00000105045, c02cc : tbxta : En:ENSDARG00000101576, d0320 : smad2 : En:ENSDARG00000006389, ab046 : ncapg2 : En:ENSDARG00000060023, c762a : cand1 : En:ENSDARG00000017841, a7712 : aebp2 : En:ENSDARG00000006038, ebae8 : bmp7a : En:ENSDARG00000018260, c9e1b : wwc1 : En:ENSDARG00000076041, aed94 : sox2 : En:ENSDARG00000070913, ceb40 : ascc3 : En:ENSDARG00000086678, aee89 : aebp2 : En:ENSDARG00000006038, d67fb : nog1 : En:ENSDARG00000058819, b655d : zbtb17 : En:ENSDARG00000074548, b0524 : dusp4 : En:ENSDARG00000044688, cf92c : cdc73 : En:ENSDARG00000020201, af9cd : znf281b : En:ENSDARG00000035910, f3549 : lef1 : En:ENSDARG00000031894, ffcb1 : hoxc11a : En:ENSDARG00000070351, b1a3c : grhl2b : En:ENSDARG00000061974, fa289 : sp4 : En:ENSDARG00000005186, b8d66 : gata6 : En:ENSDARG00000103589, d80b3 : rargb : En:ENSDARG00000054003, d4536 : jarid2a : En:ENSDARG00000060925, f23fb : tet1 : En:ENSDARG00000075230, bd7d9 : gli2b : En:ENSDARG00000020884, f9db4 : elk4 : En:ENSDARG00000077092, b0108 : dip2a : En:ENSDARG00000078058, c4d31 : pias1a : En:ENSDARG00000036094, fcd84 : crtc1b : En:ENSDARG00000076076, f37b8 : ahdc1 : En:ENSDARG00000093453, c92bb : pbx3b : En:ENSDARG00000013615, e58ec : nlk2 : En:ENSDARG00000028793, ccdd6 : bcorl1 : En:ENSDARG00000077912, dd611 : zfhx4 : En:ENSDARG00000075542, c40e0 : plch1 : En:ENSDARG00000079253, d5201 : wdfy2 : En:ENSDARG00000040453, e2549 : rargb : En:ENSDARG00000054003, f7bbd : parp8 : En:ENSDARG00000059789, d71bb : wdfy2 : En:ENSDARG00000040453, d2895 : grhl2b : En:ENSDARG00000061974, c3dbe : sesn1 : En:ENSDARG00000020693, c3515 : cul4b : En:ENSDARG00000060510, c67d2 : ddah1 : En:ENSDARG00000103042, dece5 : sesn1 : En:ENSDARG00000020693, bc07f : ascc3 : En:ENSDARG00000086678, a9612 : ZNF462 : En:ENSDARG00000112909, da3e2 : NABP2 : En:ENSDARG00000090976, d42b9 : elp4 : En:ENSDARG00000008852, a2441 : plch1 : En:ENSDARG00000079253, c75b9 : parp8 : En:ENSDARG00000059789, deee8 : crocc2 : En:ENSDARG00000017425, d6089 : phf6 : En:ENSDARG00000004046, af168 : ZNF462 : En:ENSDARG00000112909, d4bd5 : hprt1 : En:ENSDARG00000008884, d229b : mbtd1 : En:ENSDARG00000060868, c7d63 : TCF4 : En:ENSDARG00000107408, b1fcb : tox3 : En:ENSDARG00000073957, c0884 : slc2a12 : En:ENSDARG00000036865, c89af : acaca : En:ENSDARG00000078512, eb9d7 : emsy : En:ENSDARG00000059059, b036f : emsy : En:ENSDARG00000059059, d285e : tox : En:ENSDARG00000032317, baa98 : BX000363.1 : En:ENSDARG00000088631, e3cb7 : CR855996.2 : En:ENSDARG00000104450, a0966 : hprt1 : En:ENSDARG00000008884, d0933 : BX000363.1 : En:ENSDARG00000088631, c35bb : vav3a : En:ENSDARG00000086623, b4f0a : TCF4 : En:ENSDARG00000107408, a2e6f : dre-mir-375-2 : En:ENSDARG00000080708, a6dd3 : nr3c1 : En:ENSDARG00000025032, ec428 : dusp2 : En:ENSDARG00000098108, a6e94 : ezh2 : En:ENSDARG00000010571, f2690 : foxh1 : En:ENSDARG00000055630, ec4f4 : siah2l : En:ENSDARG00000044381, b9dde : rab38b : En:ENSDARG00000112889, d5bf1 : apc : En:ENSDARG00000058868, a8da4 : sox7 : En:ENSDARG00000030125, f2780 : wnt3 : En:ENSDARG00000038990]	[]	[f87cf : NODAL : En:ENSG00000156574, be6ad : LRPPRC : S:P42704, a50f8 : GDF3 : En:ENSG00000184344, bbd10 : PBX1 : S:P40424, b70f9 : KDM4A : S:O75164, bdd03 : PABPC1 : En:ENSG00000070756, bebf9 : CER1 : En:ENSG00000147869, a3618 : DKK1 : En:ENSG00000107984, d960e : TCEAL2 : S:Q9H3H9, f1572 : HHEX : En:ENSG00000152804, ba8a6 : LHX1 : En:ENSG00000273706, d9f5e : MIR653 : En:ENSG00000199143, ab083 : RGS10 : S:O43665, a9a76 : PBX1 : S:P40424, b075a : TRIM5 : S:Q9C035, a6ec8 : PBX1 : S:P40424, b6fc3 : MIR373 : En:ENSG00000199143, efaeb : MIR141 : En:ENSG00000207708, f5db5 : MAP2K3 : En:ENSG00000034152]	[d3ed7 : SCHIP1 : S:Q9P0W5, b6452 : MIR132 : Mbm:MIMAT0000426]	[]
Gene regulatory network modelling somitogenesis  (WP2854)	100.0	17	17	0	0	0	0	[a24b5 : notch1b : En:ENSDARG00000052094, bb2e5 : ripply1 : En:ENSDARG00000054103, bef68 : wnt3a : En:ENSDARG00000058822, c11f9 : her1 : En:ENSDARG00000014722, ca8ee : tbx6 : En:ENSDARG00000011785, cbb2f : fgf8b : En:ENSDARG00000039615, cf313 : notch1b : En:ENSDARG00000052094, d39d8 : mespaa : En:ENSDARG00000017078, d6e0b : notch1b : En:ENSDARG00000052094, d8973 : dla : En:ENSDARG00000010791, e7a60 : lfng : En:ENSDARG00000037879, ea522 : epha4l : En:ENSDARG00000010767, eae0c : her6 : En:ENSDARG00000006514, f4710 : dla : En:ENSDARG00000010791, c5d2f : wnt3a : En:ENSDARG00000058822, bd6ad : fgf8b : En:ENSDARG00000039615, eb1fd : fgf8b : En:ENSDARG00000039615]	[]	[]	[]	[]
Dopaminergic neurogenesis (WP2855)	86.0	37	32	0	5	0	0	[a5a44 : neurod1 : En:ENSDARG00000019566, a8714 : otx2b : En:ENSDARG00000011235, aaf65 : cdkn1cb : En:ENSDARG00000104903, ad3fd : en2b : En:ENSDARG00000038868, b585a : lmx1ba : En:ENSDARG00000104815, b87d4 : wnt1 : En:ENSDARG00000055554, b8bba : gli2b : En:ENSDARG00000020884, bc51a : ddc : En:ENSDARG00000016494, bde08 : stat3 : En:ENSDARG00000022712, c0565 : slc6a3 : En:ENSDARG00000004219, c08d7 : en1a : En:ENSDARG00000014321, c0ff9 : nkx2.2a : En:ENSDARG00000053298, c112b : nr4a2b : En:ENSDARG00000044532, c1c13 : th : En:ENSDARG00000030621, ca368 : ascl1a : En:ENSDARG00000038386, ce9dc : ret : En:ENSDARG00000055305, d3118 : slc18a2 : En:ENSDARG00000015110, d6017 : en2b : En:ENSDARG00000038868, d7ce0 : lmx1ba : En:ENSDARG00000104815, d8a94 : wnt1 : En:ENSDARG00000055554, dc48f : fgf8b : En:ENSDARG00000039615, e4d7b : otx2b : En:ENSDARG00000011235, e6fab : nkx6.1 : En:ENSDARG00000022569, e98b1 : gbx2 : En:ENSDARG00000002933, eb84c : foxa2 : En:ENSDARG00000003411, ec67d : en1a : En:ENSDARG00000014321, edabe : lmx1al : En:ENSDARG00000077915, f0371 : gli1 : En:ENSDARG00000101244, f15db : shhb : En:ENSDARG00000038867, f271e : sox2 : En:ENSDARG00000070913, f8117 : tgfb1a : En:ENSDARG00000041502, facee : foxa2 : En:ENSDARG00000003411]	[]	[b9411 : NEUROG2 : En:ENSG00000178403, ba43b : MSX1 : En:ENSG00000163132, beafc : ALDH1A1 : En:ENSG00000165092, cf5d0 : PITX3 : En:ENSG00000107859, e8b1e : PITX3 : En:ENSG00000107859]	[]	[]
PCSK9-mediated LDL receptor degradation (WP2846)	100.0	16	16	0	0	0	0	[d07bd : si:dkey-258f14.7 : En:ENSDARG00000095925, c1c0d : pcsk9 : En:ENSDARG00000074185, bb755 : pcsk9 : En:ENSDARG00000074185, f3107 : si:dkey-258f14.7 : En:ENSDARG00000095925, f8f7d : si:dkey-258f14.7 : En:ENSDARG00000095925, d15a6 : si:dkey-258f14.7 : En:ENSDARG00000095925, ca036 : pcsk9 : En:ENSDARG00000074185, d84b7 : si:dkey-258f14.7 : En:ENSDARG00000095925, f615d : pcsk9 : En:ENSDARG00000074185, c93d4 : si:dkey-258f14.7 : En:ENSDARG00000095925, c9e2f : pcsk9 : En:ENSDARG00000074185, d9dfd : si:dkey-258f14.7 : En:ENSDARG00000095925, d6270 : pcsk9 : En:ENSDARG00000074185, dd5d0 : si:dkey-258f14.7 : En:ENSDARG00000095925, ba665 : si:dkey-258f14.7 : En:ENSDARG00000095925, d5252 : si:dkey-258f14.7 : En:ENSDARG00000095925]	[]	[]	[]	[]
Effects of nitric oxide (WP1995)	87.0	8	7	0	1	0	0	[ee1d5 : aox6 : En:ENSDARG00000020054, c8bca : zgc:163057 : En:ENSDARG00000045144, d2ad2 : mb : En:ENSDARG00000031952, e8e2f : nos1 : En:ENSDARG00000068910, df4a1 : mt-co1 : En:ENSDARG00000063905, b72c8 : nos2b : En:ENSDARG00000031976, e2aba : xdh : En:ENSDARG00000055240]	[]	[b43d0 : NOS3 (endothelial) : L:4846]	[]	[]
SRF and miRs in smooth muscle differentiation and proliferation (WP1991)	91.0	23	21	0	2	0	0	[a9379 : dre-mir-143 : En:ENSDARG00000082513, b2040 : camk2d1 : En:ENSDARG00000043010, b81d3 : klf4 : En:ENSDARG00000079922, ba1b0 : srfb : En:ENSDARG00000102867, bb78a : dre-mir-199-3 : En:ENSDARG00000081869, bbfe5 : mef2d : En:ENSDARG00000040237, c45fc : mir214a : En:ENSDARG00000083042, c948a : nkx2.5 : En:ENSDARG00000018004, d1411 : dre-mir-133a-2 : En:ENSDARG00000081687, d2125 : ccnd2b : En:ENSDARG00000070408, dd642 : dre-mir-145 : En:ENSDARG00000083100, eefd3 : elk1 : En:ENSDARG00000078066, ef0e5 : dre-mir-133a-2 : En:ENSDARG00000081687, f9c74 : mef2aa : En:ENSDARG00000031756, e37ad : klf4 : En:ENSDARG00000079922, e21e0 : elk1 : En:ENSDARG00000078066, dbe95 : srfb : En:ENSDARG00000102867, b2d6f : srfb : En:ENSDARG00000102867, a7b1f : mef2b : En:ENSDARG00000093170, ff465 : mef2ca : En:ENSDARG00000029764, ca744 : srfb : En:ENSDARG00000102867]	[]	[b42e0 : MYOCD : En:ENSG00000141052, d6bb2 : MYOCD : En:ENSG00000141052]	[]	[]
Genes targeted by miRNAs in adipocytes (WP1992)	81.0	22	18	0	4	0	0	[a8ee2 : dre-mir-1-2 : En:ENSDARG00000103352, aaaa0 : cx40.8 : En:ENSDARG00000071192, aaaa1 : hcn2b : En:ENSDARG00000061665, aaaa2 : hcn4l : En:ENSDARG00000074419, aaaa3 : hdac4 : En:ENSDARG00000098349, aaaa4 : kcnj2a : En:ENSDARG00000019418, b0d3c : dre-mir-133a-2 : En:ENSDARG00000081687, dd645 : dre-mir-133a-2 : En:ENSDARG00000081687, e04da : dre-mir-133b : En:ENSDARG00000083537, f8d12 : mir1-1 : En:ENSDARG00000088322, aaaa8 : cx40.8 : En:ENSDARG00000071192, aaaa9 : hand2 : En:ENSDARG00000008305, aaab0 : igf1 : En:ENSDARG00000094132, aaab1 : hcn2b : En:ENSDARG00000061665, aaab2 : srfb : En:ENSDARG00000102867, aaab3 : ptbp2a : En:ENSDARG00000101947, aaab4 : hcn4l : En:ENSDARG00000074419, aaab5 : erg : En:ENSDARG00000077304]	[]	[aaaa5 : KCNQ1 : En:ENSG00000053918, aaaa6 : TMSB4X : En:ENSG00000205542, aaaa7 : TMSB4X : En:ENSG00000205542, f6131 : KCNE1 : En:ENSG00000180509]	[]	[]
Hair follicle development: organogenesis - part 2 of 3 (WP2839)	95.0	45	43	0	2	0	0	[bd27b : runx2a : En:ENSDARG00000040261, c209d : ncam1b : En:ENSDARG00000007220, f7313 : tp63 : En:ENSDARG00000044356, ebba0 : ccnd1 : En:ENSDARG00000101637, ef560 : si:dkey-30c15.12 : En:ENSDARG00000058546, a8a20 : lef1 : En:ENSDARG00000031894, cc7c6 : snai1a : En:ENSDARG00000056995, b823e : inhbaa : En:ENSDARG00000012671, e5ea7 : fzd1 : En:ENSDARG00000106062, c0551 : nfkb1 : En:ENSDARG00000105261, b1fb2 : edar : En:ENSDARG00000099088, b2c70 : eda : En:ENSDARG00000074591, f131b : shhb : En:ENSDARG00000038867, a8793 : edar : En:ENSDARG00000099088, d0d41 : ctnnb2 : En:ENSDARG00000023472, b6ba7 : eda : En:ENSDARG00000074591, b9220 : shhb : En:ENSDARG00000038867, e486d : lrp5 : En:ENSDARG00000006921, deaf9 : bmp4 : En:ENSDARG00000019995, ef6cf : ptch1 : En:ENSDARG00000095859, bd770 : smo : En:ENSDARG00000002952, bea95 : shhb : En:ENSDARG00000038867, a3328 : ptch1 : En:ENSDARG00000095859, f80ae : smo : En:ENSDARG00000002952, b480d : gtpbp4 : En:ENSDARG00000018961, a7553 : pdgfra : En:ENSDARG00000070494, cb6da : pdgfaa : En:ENSDARG00000109371, d490a : pdgfaa : En:ENSDARG00000109371, bf645 : gtpbp4 : En:ENSDARG00000018961, cbfcb : ptch1 : En:ENSDARG00000095859, d2fb9 : ccnd1 : En:ENSDARG00000101637, f625f : cx30.3 : En:ENSDARG00000042707, bd710 : lef1 : En:ENSDARG00000031894, ea57e : fgfr2 : En:ENSDARG00000058115, c7adb : gli2b : En:ENSDARG00000020884, dcd62 : ccnd2b : En:ENSDARG00000070408, f52ec : CABZ01058721.1 : En:ENSDARG00000109929, e7d3b : gli1 : En:ENSDARG00000101244, ab1bf : gli1 : En:ENSDARG00000101244, ea502 : wnt5a : En:ENSDARG00000104973, e3433 : wnt5a : En:ENSDARG00000104973, a0291 : mycb : En:ENSDARG00000007241, df085 : lama5 : En:ENSDARG00000058543]	[]	[a4113 : FOXI3 : S:A8MTJ6, d64b4 : FGF : S:P05230]	[]	[]
Thyroxine (thyroid hormone) production (WP1981)	83.0	6	5	0	1	0	0	[abd53 : CGA : En:ENSDARG00000103345, adcdb : trh : En:ENSDARG00000006868, b0a8e : tshr : En:ENSDARG00000037195, ecc11 : slc5a5 : En:ENSDARG00000005392, d7d5b : tg : En:ENSDARG00000020084]	[]	[a85d9 : Thyroidperoxidase  : L:7173]	[]	[]
