Pathway	Homology Score	Total genes	Mapped genes	Multi-mapped genes	No homology mapping genes	No mapping genes	No xref genes	mapped genes	multi-mapped genes	no homology mapping genes	no mapping genes	no xref genes
Glial cell differentiation (WP2276)	87.0	8	7	0	1	0	0	[a3e3b : PLP1 : En:ENSECAG00000015446, c4f8f : TPPP : En:ENSECAG00000019638, d67cb : eca-mir-206-2 : En:ENSECAG00000026578, ec4c8 : GAP43 : En:ENSECAG00000030653, f5f1b : MSN : En:ENSECAG00000012900, fa5dc : MBP : En:ENSECAG00000010961, fe21e : MAG : En:ENSECAG00000011028]	[]	[bff4c : CNP : En:ENSG00000173786]	[]	[]
Glioblastoma signaling pathways (WP2261)	98.0	88	87	0	1	0	0	[a063c : FGFR1 : En:ENSECAG00000015006, a1970 : PIK3C2B : En:ENSECAG00000015106, a6a41 : SPRY2 : En:ENSECAG00000002250, a7979 : CCND1 : En:ENSECAG00000038536, a8244 : MAP2K1 : En:ENSECAG00000010640, ac3af : RB1 : En:ENSECAG00000014575, bd96f : IGF1R : En:ENSECAG00000021238, c6e3a : AKT1 : En:ENSECAG00000008264, cea21 : CCNE1 : En:ENSECAG00000021289, d1aa6 : CDKN2A : En:ENSECAG00000018552, d4e49 : PDPK1 : En:ENSECAG00000000626, dbe13 : MIR21 : En:ENSECAG00000025574, dc3bf : IRS1 : En:ENSECAG00000007393, e2b6b : FOXO1 : En:ENSECAG00000002212, e483d : ERRFI1 : En:ENSECAG00000017104, eb808 : PIK3R1 : En:ENSECAG00000019837, ecb9f : TSC1 : En:ENSECAG00000009564, eef2d : MIR21 : En:ENSECAG00000025574, ef296 : ERBB3 : En:ENSECAG00000024374, f7943 : GRB2 : En:ENSECAG00000010007, f6a39 : PIK3C2A : En:ENSECAG00000014963, b7934 : PIK3C2G : En:ENSECAG00000022941, d1789 : PIK3R2 : En:ENSECAG00000009499, af152 : PIK3CA : En:ENSECAG00000015019, c56ab : PIK3CB : En:ENSECAG00000023941, d0fb8 : PIK3CD : En:ENSECAG00000006847, f6501 : AKT2 : En:ENSECAG00000008005, a3039 : AKT3 : En:ENSECAG00000019722, a1ae2 : SRC : En:ENSECAG00000012072, f82ac : GAB1 : En:ENSECAG00000008570, b5f4c : PIK3CG : En:ENSECAG00000019708, f5088 : FOXO3 : En:ENSECAG00000024499, e1fd7 : FOXO4 : En:ENSECAG00000015262, c532e : PDGFRA : En:ENSECAG00000018176, c3620 : PDGFRB : En:ENSECAG00000024793, be6f7 : ERBB2 : En:ENSECAG00000020409, c0206 : EGFR : En:ENSECAG00000009952, eec4f : FGFR2 : En:ENSECAG00000013960, d4bb6 : MET : En:ENSECAG00000010385, fc904 : CBL : En:ENSECAG00000003448, d3a4e : NF1 : En:ENSECAG00000008317, c403c : NRAS : En:ENSECAG00000013942, e2706 : KRAS : En:ENSECAG00000042827, da0f4 : HRAS : En:ENSECAG00000008473, b1ca5 : ARAF : En:ENSECAG00000023903, f972d : BRAF : En:ENSECAG00000002746, b0edd : RAF1 : En:ENSECAG00000011807, f17aa : PLCG1 : En:ENSECAG00000021031, c5a4e : PRKCZ : En:ENSECAG00000014312, e5bca : PRKCQ : En:ENSECAG00000023084, be609 : PRKCH : En:ENSECAG00000013529, c13e2 : PRKCG : En:ENSECAG00000019249, fd5d3 : PRKCD : En:ENSECAG00000023172, a9559 : PRKCI : En:ENSECAG00000014142, fa3d4 : PRKCB : En:ENSECAG00000017393, ed4e3 : PRKCA : En:ENSECAG00000006771, cc6f5 : PLCG2 : En:ENSECAG00000000291, c5a3f : MAP2K2 : En:ENSECAG00000009157, a66d9 : MAP2K3 : En:ENSECAG00000022242, c3837 : MAP2K4 : En:ENSECAG00000025163, d3b5b : MAP2K5 : En:ENSECAG00000022411, c8ebd : MAP2K6 : En:ENSECAG00000010077, ec0cd : MAP2K7 : En:ENSECAG00000009412, f9e38 : MAPK1 : En:ENSECAG00000010551, dee7e : MAPK3 : En:ENSECAG00000014460, d3436 : CDKN1B : En:ENSECAG00000023549, cee67 : CDK2 : En:ENSECAG00000021177, d331d : CDKN1A : En:ENSECAG00000021543, f274a : TSC2 : En:ENSECAG00000021222, fe5e2 : CDKN2C : En:ENSECAG00000004817, de87b : CDKN2B : En:ENSECAG00000018561, a5cd4 : CCND1 : En:ENSECAG00000038536, aeb09 : CCND2 : En:ENSECAG00000012663, fee18 : CCND2 : En:ENSECAG00000012663, a2084 : CDK4 : En:ENSECAG00000025015, b689d : CDK6 : En:ENSECAG00000016512, f79fa : E2F1 : En:ENSECAG00000023831, ed317 : CDKN2A : En:ENSECAG00000018552, d3645 : MDM2 : En:ENSECAG00000013604, c6123 : MDM4 : En:ENSECAG00000004843, e0682 : TP53 : En:ENSECAG00000008126, af591 : EP300 : En:ENSECAG00000009327, f44cb : ATM : En:ENSECAG00000021147, dac06 : BRCA1 : En:ENSECAG00000016974, ad016 : BRCA2 : En:ENSECAG00000014890, c6965 : BRCA1 : En:ENSECAG00000016974, b37d9 : MSH6 : En:ENSECAG00000005949]	[]	[b199b : PTEN : En:ENSG00000171862]	[]	[]
MicroRNA for targeting cancer growth and vascularization in glioblastoma (WP3593)	100.0	10	10	0	0	0	0	[a1278 : HES1 : En:ENSECAG00000026945, a5c7d : eca-mir-31 : En:ENSECAG00000026178, a9fc2 : VEGFA : En:ENSECAG00000009402, b4193 : HIF1AN : En:ENSECAG00000009178, be13d : MIR148A : En:ENSECAG00000026263, c3813 : HEY1 : En:ENSECAG00000028820, c1945 : HIF1A : En:ENSECAG00000015597, b3047 : VEGFB : En:ENSECAG00000010539, bd27c : VEGFC : En:ENSECAG00000012133, a9e99 : HIF1A : En:ENSECAG00000015597]	[]	[]	[]	[]
Circadian rhythm genes (WP3594)	96.0	225	217	0	7	1	0	[a02a5 : CDK4 : En:ENSECAG00000025015, a06e7 : LGR4 : En:ENSECAG00000013111, a1d8d : HEBP1 : En:ENSECAG00000016911, a1dea : ROCK2 : En:ENSECAG00000009872, a20fa : TOP1 : En:ENSECAG00000000383, a2357 : ATF5 : En:ENSECAG00000018168, a23a8 : DYRK1A : En:ENSECAG00000024965, a2bb1 : BTBD9 : En:ENSECAG00000018393, a31e4 : MAPK8 : En:ENSECAG00000008480, a33b4 : PHLPP1 : En:ENSECAG00000016885, a358b : CUL1 : En:ENSECAG00000009606, a3985 : NR2F6 : En:ENSECAG00000035932, a3b69 : NAMPT : En:ENSECAG00000012484, a416a : ID3 : En:ENSECAG00000023322, a4e39 : FAS : En:ENSECAG00000013724, a56b8 : PER3 : En:ENSECAG00000018928, a58f1 : PRF1 : En:ENSECAG00000012441, a5a47 : CIPC : En:ENSECAG00000009897, a5f2e : SERPINE1 : En:ENSECAG00000019781, a62b4 : MC3R : En:ENSECAG00000004637, a6601 : AGRP : En:ENSECAG00000016828, a664c : HTR7 : En:ENSECAG00000022973, a6b19 : PPP1CC : En:ENSECAG00000017228, a6c80 : PROX1 : En:ENSECAG00000019220, a7234 : CIART : En:ENSECAG00000010349, a78f9 : SREBF1 : En:ENSECAG00000019802, a7fd6 : CLDN4 : En:ENSECAG00000006466, a844f : PRKCG : En:ENSECAG00000019249, a8a81 : HDAC1 : En:ENSECAG00000016082, a970f : DRD2 : En:ENSECAG00000013567, a9a54 : NR1H3 : En:ENSECAG00000015726, aa497 : NONO : En:ENSECAG00000008502, ab205 : SLC6A4 : En:ENSECAG00000017112, ac0a3 : STAR : En:ENSECAG00000012746, acb23 : MAGEL2 : En:ENSECAG00000013555, ae3a3 : CRX : En:ENSECAG00000010376, aee54 : CIPC : En:ENSECAG00000009897, af4d0 : NTRK1 : En:ENSECAG00000009460, afa22 : DRD1 : En:ENSECAG00000011620, afa67 : PRKDC : En:ENSECAG00000020168, b0419 : KLF9 : En:ENSECAG00000024925, b128d : TYMS : En:ENSECAG00000023203, b18bc : AANAT : En:ENSECAG00000022577, b29db : MTNR1B : En:ENSECAG00000022198, b308f : PROK1 : En:ENSECAG00000036824, b4d20 : NR1D2 : En:ENSECAG00000007646, b4fe3 : NKX2-1 : En:ENSECAG00000032995, b536b : SLC9A3 : En:ENSECAG00000023335, b584f : PAX4 : En:ENSECAG00000008343, b5917 : EZH2 : En:ENSECAG00000021529, b6303 : KDM5A : En:ENSECAG00000021281, b6f03 : HCRTR2 : En:ENSECAG00000024250, b6f69 : MYBBP1A : En:ENSECAG00000024029, b7486 : PSPC1 : En:ENSECAG00000017286, b75f6 : SIX3 : En:ENSECAG00000038089, b7745 : FBXL3 : En:ENSECAG00000011128, b863a : USP2 : En:ENSECAG00000019869, b9390 : ZFHX3 : En:ENSECAG00000022984, b9522 : CIPC : En:ENSECAG00000009897, b9609 : NPY2R : En:ENSECAG00000003978, ba3d9 : NPAS2 : En:ENSECAG00000000171, bb394 : NCOR1 : En:ENSECAG00000006289, bb4a1 : UTS2 : En:ENSECAG00000039360, bbe44 : BHLHE40 : En:ENSECAG00000015069, bc9df : NAGLU : En:ENSECAG00000016227, bcc77 : CIPC : En:ENSECAG00000009897, bd702 : HCRTR1 : En:ENSECAG00000008995, bd70d : KMT2A : En:ENSECAG00000007743, bdf5c : CARTPT : En:ENSECAG00000009850, be610 : SOX14 : En:ENSECAG00000008954, bedb5 : KCNH7 : En:ENSECAG00000015216, bff31 : SKP1 : En:ENSECAG00000003931, c046e : CCAR2 : En:ENSECAG00000020651, c09e9 : SIN3A : En:ENSECAG00000024605, c1132 : ADCY1 : En:ENSECAG00000025044, c143d : NGFR : En:ENSECAG00000017793, c1477 : PPP1CB : En:ENSECAG00000015953, c1a44 : MTNR1A : En:ENSECAG00000000202, c1b46 : GHRH : En:ENSECAG00000011318, c3950 : TIMELESS : En:ENSECAG00000002892, c5424 : CSNK1D : En:ENSECAG00000009928, c603e : OPN4 : En:ENSECAG00000010886, c619d : DBP : En:ENSECAG00000014275, c6702 : ID2 : En:ENSECAG00000008738, c6ead : CSNK1E : En:ENSECAG00000021631, c7387 : SUV39H1 : En:ENSECAG00000015438, c794b : NPS : En:ENSECAG00000034244, c7b26 : SIRT1 : En:ENSECAG00000013909, c86f7 : PRKAA2 : En:ENSECAG00000012967, c8b77 : NFIL3 : En:ENSECAG00000002437, cb673 : GNA11 : En:ENSECAG00000023654, cb6f3 : HDAC3 : En:ENSECAG00000020589, cb823 : UBA52 : En:ENSECAG00000020660, cbf5f : PRKG2 : En:ENSECAG00000024387, cc271 : ATOH7 : En:ENSECAG00000022416, ccde7 : GFPT1 : En:ENSECAG00000019938, cd05f : DRD4 : En:ENSECAG00000010137, cd082 : ID4 : En:ENSECAG00000013428, cd265 : CREB1 : En:ENSECAG00000013667, cd363 : TP53 : En:ENSECAG00000008126, cd3d4 : HNF1B : En:ENSECAG00000015854, cd429 : PASD1 : En:ENSECAG00000039476, ce165 : HS3ST2 : En:ENSECAG00000007127, ce38c : CPT1A : En:ENSECAG00000016852, d0467 : CRH : En:ENSECAG00000011926, d0ca9 : DRD3 : En:ENSECAG00000016540, d0da2 : NMS : En:ENSECAG00000017654, d0ece : PML : En:ENSECAG00000004617, d17d5 : MAGED1 : En:ENSECAG00000040088, d1907 : NTRK3 : En:ENSECAG00000012510, d2216 : TNFRSF11A : En:ENSECAG00000014672, d2bd9 : CREM : En:ENSECAG00000011220, d386b : CRY1 : En:ENSECAG00000014833, d3d17 : ARNT2 : En:ENSECAG00000015748, d3fb1 : IL6 : En:ENSECAG00000016482, d4630 : PROK2 : En:ENSECAG00000000660, d4d36 : RORA : En:ENSECAG00000016384, d51a6 : RORC : En:ENSECAG00000000918, d5974 : CLOCK : En:ENSECAG00000006331, d5ace : GNAQ : En:ENSECAG00000018363, d5dbe : MTA1 : En:ENSECAG00000009658, d6562 : CAVIN3 : En:ENSECAG00000000857, d68e3 : HCRTR1 : En:ENSECAG00000008995, d7637 : THRAP3 : En:ENSECAG00000021207, d8dba : SUV39H2 : En:ENSECAG00000016965, d911d : PROKR1 : En:ENSECAG00000031648, d9196 : TH : En:ENSECAG00000024625, d956c : AHCY : En:ENSECAG00000020551, da12c : BHLHE41 : En:ENSECAG00000034955, da9d5 : NR1D1 : En:ENSECAG00000006267, db1bc : NPAS2 : En:ENSECAG00000000171, dbe8d : PRKAA1 : En:ENSECAG00000022617, dc404 : JUN : En:ENSECAG00000024055, dc880 : ADORA2A : En:ENSECAG00000034739, dcdd9 : OPN3 : En:ENSECAG00000014947, dce3e : KCNMA1 : En:ENSECAG00000010713, dd69e : PPARA : En:ENSECAG00000000484, de6bf : CRY2 : En:ENSECAG00000000940, dedd7 : DDC : En:ENSECAG00000009450, df146 : F7 : En:ENSECAG00000004998, dfb59 : METTL3 : En:ENSECAG00000013168, dfbde : ADORA1 : En:ENSECAG00000017816, dfc13 : CRTC1 : En:ENSECAG00000012748, e0f01 : PER2 : En:ENSECAG00000013247, e11ca : NCOA2 : En:ENSECAG00000008394, e11da : RAI1 : En:ENSECAG00000020530, e320e : TOP2A : En:ENSECAG00000013053, e3ae5 : NOCT : En:ENSECAG00000022676, e3b03 : KLF10 : En:ENSECAG00000013153, e4ce3 : NRIP1 : En:ENSECAG00000004762, e52e0 : SETX : En:ENSECAG00000012019, e54a0 : HOMER1 : En:ENSECAG00000039002, e558f : DBP : En:ENSECAG00000014275, e5cd9 : PER1 : En:ENSECAG00000013291, e5eeb : ATF4 : En:ENSECAG00000006931, e6321 : DHX9 : En:ENSECAG00000011933, e80fd : NCOA2 : En:ENSECAG00000008394, e8a76 : CST3 : En:ENSECAG00000038893, e8b6a : MTTP : En:ENSECAG00000023109, e9a4b : SIK1 : En:ENSECAG00000006288, e9e36 : CHRNB2 : En:ENSECAG00000016633, ea0fb : CIPC : En:ENSECAG00000009897, ea4e8 : SFPQ : En:ENSECAG00000000642, ea629 : UBE3A : En:ENSECAG00000004792, ead1d : OPRL1 : En:ENSECAG00000010767, ec2c5 : ADCY1 : En:ENSECAG00000025044, ece8a : EGR1 : En:ENSECAG00000014338, ed8ef : MAPK10 : En:ENSECAG00000017280, edde7 : OGT : En:ENSECAG00000023721, ee48b : ARNTL2 : En:ENSECAG00000009925, ee68d : CIART : En:ENSECAG00000010349, ef073 : DDX5 : En:ENSECAG00000011132, f0304 : ARNT : En:ENSECAG00000009602, f0cd7 : JUND : En:ENSECAG00000038226, f0d1c : MAPK9 : En:ENSECAG00000021489, f191c : PPP1CA : En:ENSECAG00000010532, f1a4a : RBM4B : En:ENSECAG00000022987, f1e5b : PPP1CB : En:ENSECAG00000015953, f207e : UTS2R : En:ENSECAG00000005300, f2651 : EGR3 : En:ENSECAG00000023741, f28b9 : GSK3B : En:ENSECAG00000024935, f292d : KCND2 : En:ENSECAG00000002703, f2e19 : HCRTR2 : En:ENSECAG00000024250, f32f4 : AVP : En:ENSECAG00000024857, f3988 : AHR : En:ENSECAG00000013393, f398d : CHRM1 : En:ENSECAG00000005493, f4ebe : HNRNPU : En:ENSECAG00000007955, f58ef : SFTPC : En:ENSECAG00000021053, f5a67 : PRMT5 : En:ENSECAG00000014516, f5f25 : HDAC2 : En:ENSECAG00000013577, f6998 : ADA : En:ENSECAG00000008358, f6ae7 : PTGDS : En:ENSECAG00000009262, f6e06 : EP300 : En:ENSECAG00000009327, f7e08 : RORB : En:ENSECAG00000024312, f9890 : BTRC : En:ENSECAG00000022888, f9f29 : PROKR2 : En:ENSECAG00000032055, fa9fc : LEP : En:ENSECAG00000030283, facc9 : ADIPOQ : En:ENSECAG00000002962, fafbe : RELB : En:ENSECAG00000020898, fb86d : GHRL : En:ENSECAG00000025073, fcfe6 : NLGN1 : En:ENSECAG00000012940, fd381 : NOS2 : En:ENSECAG00000024761, fdfbe : TPH2 : En:ENSECAG00000013175, ff064 : RPS27A : En:ENSECAG00000018773, ff090 : PPARGC1A : En:ENSECAG00000009164, ffdb8 : ARNTL : En:ENSECAG00000012118, fff34 : FBXW11 : En:ENSECAG00000011756, cb714 : HOMER1 : En:ENSECAG00000039002, f4e50 : NRIP1 : En:ENSECAG00000004762, efcae : PROKR2 : En:ENSECAG00000032055, bf804 : CIART : En:ENSECAG00000010349, d274d : AGRP : En:ENSECAG00000016828, f813c : PROKR1 : En:ENSECAG00000031648, acc18 : SIRT1 : En:ENSECAG00000013909, b70fe : PROK2 : En:ENSECAG00000000660, d4f05 : BHLHE41 : En:ENSECAG00000034955, c14d9 : PRKAA1 : En:ENSECAG00000022617]	[]	[b4b37 : PPARG : S:P37231, bf16f : TPH1 : S:P17752, c77c2 : PTEN : S:P60484, d1399 : UBC : S:P0CG48, d1a0b : FBXL21 : En:ENSG00000164616, e0b1e : HNRNPD : S:Q14103, e9dfa : RBM4 : S:Q9BWF3]	[a8fa7 : Q59FM5 : S:Q59FM5]	[]
mir-124 predicted interactions with cell cycle and differentiation  (WP3595)	85.0	7	6	0	0	1	0	[a31c9 : STK11 : En:ENSECAG00000014809, bae25 : PTBP : En:ENSECAG00000032180, bc31c : SIX4 : En:ENSECAG00000023515, ccbb3 : STRADB : En:ENSECAG00000018298, f3d26 : CTDSP1 : En:ENSECAG00000008950, fc27e : PRKAA1 : En:ENSECAG00000022617]	[]	[]	[b55db : hsa-miR-124a : Mbm:MIMAT0000422]	[]
Sleep regulation (WP3591)	100.0	45	45	0	0	0	0	[a0363 : OXT : En:ENSECAG00000034091, a32ee : AHCY : En:ENSECAG00000020551, a3e98 : DRD3 : En:ENSECAG00000016540, a469b : GHRL : En:ENSECAG00000025073, a511f : CST3 : En:ENSECAG00000038893, a5956 : IL18 : En:ENSECAG00000015261, a7f06 : NPAS2 : En:ENSECAG00000000171, a8e68 : TH : En:ENSECAG00000024625, a8ebc : ADA : En:ENSECAG00000008358, a946b : HCRTR1 : En:ENSECAG00000008995, af428 : CHRNB2 : En:ENSECAG00000016633, af717 : PTGDS : En:ENSECAG00000009262, b370b : HTR2A : En:ENSECAG00000024282, b372b : HCRTR1 : En:ENSECAG00000008995, b3f12 : CACNA1I : En:ENSECAG00000010223, b4ab0 : DRD2 : En:ENSECAG00000013567, bb870 : ADORA2A : En:ENSECAG00000034739, bcf76 : NPY2R : En:ENSECAG00000003978, be4e9 : UTS2R : En:ENSECAG00000005300, c16ec : STAR : En:ENSECAG00000012746, cb0fd : HCRTR2 : En:ENSECAG00000024250, cb400 : OXTR : En:ENSECAG00000017844, d04f0 : NPS : En:ENSECAG00000034244, d1424 : ADORA1 : En:ENSECAG00000017816, d7c5c : MRGPRX2 : En:ENSECAG00000039541, d95d7 : DLAT : En:ENSECAG00000021375, dacf1 : UTS2 : En:ENSECAG00000039360, dcad6 : MTNR1B : En:ENSECAG00000022198, e15e5 : BTBD9 : En:ENSECAG00000018393, e3aeb : CRH : En:ENSECAG00000011926, e6d90 : SLC29A1 : En:ENSECAG00000008083, e79da : NLGN1 : En:ENSECAG00000012940, eeb78 : IL6 : En:ENSECAG00000016482, f1de0 : DRD1 : En:ENSECAG00000011620, f32a4 : GRIN2A : En:ENSECAG00000022932, f3722 : GHRH : En:ENSECAG00000011318, f50e1 : PER3 : En:ENSECAG00000018928, f9221 : FOS : En:ENSECAG00000014260, fb835 : PTGDR : En:ENSECAG00000007432, b8bdc : HTR2A : En:ENSECAG00000024282, d1789 : MTNR1B : En:ENSECAG00000022198, b909b : CRH : En:ENSECAG00000011926, ae90f : NPS : En:ENSECAG00000034244, e2324 : NPY2R : En:ENSECAG00000003978, f8759 : ADA : En:ENSECAG00000008358]	[]	[]	[]	[]
miR-517 relationship with ARCN1 and USP1 (WP3596)	83.0	6	5	0	0	1	0	[a6245 : CDKN1A : En:ENSECAG00000021543, d07b7 : ID1 : En:ENSECAG00000031172, dc550 : USP1 : En:ENSECAG00000011151, e5e24 : ARCN1 : En:ENSECAG00000019849, f31b9 : ID2 : En:ENSECAG00000008738]	[]	[]	[a1ea8 : hsa-miR-517a-3p : Mbm:MIMAT0002852]	[]
Monoamine transport (WP727)	100.0	32	32	0	0	0	0	[b0705 : TSC2 : En:ENSECAG00000021222, b270c : SCAMP2 : En:ENSECAG00000015415, c3ea8 : RBL2 : En:ENSECAG00000014181, c5ac0 : AMPH : En:ENSECAG00000004135, dcd2c : STX1A : En:ENSECAG00000023810, dffa1 : SYN1 : En:ENSECAG00000001372, d304b : NECTIN2 : En:ENSECAG00000009306, f45dd : TNF : En:ENSECAG00000001174, aa11d : SLC5A7 : En:ENSECAG00000005937, fa226 : FBXO32 : En:ENSECAG00000016002, f0d58 : SLC6A2 : En:ENSECAG00000011520, e0a24 : ITGB3 : En:ENSECAG00000017625, fbe48 : CDC25C : En:ENSECAG00000003029, d4621 : NOS1 : En:ENSECAG00000009126, f3fbf : ACHE : En:ENSECAG00000006898, af8e0 : DBH : En:ENSECAG00000019582, e7ff2 : TDO2 : En:ENSECAG00000020063, e4546 : TNFRSF11B : En:ENSECAG00000014916, f01fc : AGT : En:ENSECAG00000015711, f6108 : SLC6A3 : En:ENSECAG00000024615, a26a3 : TPH2 : En:ENSECAG00000013175, c42df : HRH3 : En:ENSECAG00000008149, a34e2 : MAPK14 : En:ENSECAG00000014175, b593d : TGFB1I1 : En:ENSECAG00000001963, f9dec : SLC6A1 : En:ENSECAG00000000699, ac435 : IL1R1 : En:ENSECAG00000016394, d172d : UNC13B : En:ENSECAG00000019234, a12ed : ADORA2A : En:ENSECAG00000034739, d13b5 : TH : En:ENSECAG00000024625, ab696 : PPP2CB : En:ENSECAG00000011173, dfe0c : IL1B : En:ENSECAG00000029565, a1030 : SLC6A4 : En:ENSECAG00000017112]	[]	[]	[]	[]
Synaptic vesicle pathway (WP2267)	100.0	54	54	0	0	0	0	[b44b1 : SYN1 : En:ENSECAG00000001372, e274f : RAB3A : En:ENSECAG00000023115, add75 : PPARG : En:ENSECAG00000016664, af7c1 : SYN3 : En:ENSECAG00000019504, d1891 : SYT1 : En:ENSECAG00000012832, fd54a : VAMP2 : En:ENSECAG00000014189, c8b69 : STX1B : En:ENSECAG00000023350, d1b19 : STX2 : En:ENSECAG00000014615, a9296 : STX1A : En:ENSECAG00000023810, b4e7c : STX3 : En:ENSECAG00000013384, c293f : SNAP25 : En:ENSECAG00000023077, c4cde : RIMS1 : En:ENSECAG00000024272, d265d : STXBP1 : En:ENSECAG00000013078, a0532 : RAB3A : En:ENSECAG00000023115, b7060 : UNC13C : En:ENSECAG00000022427, fff67 : UNC13B : En:ENSECAG00000019234, c7e20 : UNC13A : En:ENSECAG00000040200, ed976 : CPLX3 : En:ENSECAG00000005775, ce37c : CPLX2 : En:ENSECAG00000014632, a5502 : CPLX1 : En:ENSECAG00000010131, f25fa : NAPA : En:ENSECAG00000006959, bd181 : NSF : En:ENSECAG00000010401, a3fc1 : CACNA1A : En:ENSECAG00000016371, d5dd5 : CACNA1B : En:ENSECAG00000011838, b2440 : RAB3A : En:ENSECAG00000023115, c956b : SYP : En:ENSECAG00000015208, b2a4f : DNM1 : En:ENSECAG00000022878, c7e34 : DNM1L : En:ENSECAG00000021929, c2a75 : DNM2 : En:ENSECAG00000022341, d190b : DNM3 : En:ENSECAG00000010369, b82d5 : CLTA : En:ENSECAG00000012884, a3858 : CLTC : En:ENSECAG00000019077, de755 : CLTCL1 : En:ENSECAG00000033498, af09e : AP2S1 : En:ENSECAG00000016403, d93a7 : AP2A1 : En:ENSECAG00000007134, cc5cb : AP2A2 : En:ENSECAG00000014550, d3a90 : AP2B1 : En:ENSECAG00000009033, dfb56 : AP2M1 : En:ENSECAG00000000242, a2a0b : SLC32A1 : En:ENSECAG00000022995, f0434 : SLC17A8 : En:ENSECAG00000013826, e5e9a : SLC17A7 : En:ENSECAG00000008206, bef5d : SLC17A6 : En:ENSECAG00000024990, a9ddb : SLC18A1 : En:ENSECAG00000013343, a7876 : SLC18A2 : En:ENSECAG00000024054, c9747 : SLC18A3 : En:ENSECAG00000031922, e6d2a : SLC32A1 : En:ENSECAG00000022995, ceab9 : SLC22A3 : En:ENSECAG00000004372, bfbb1 : SLC38A1 : En:ENSECAG00000007576, d20d3 : PARK7 : En:ENSECAG00000017251, b6c71 : SLC1A3 : En:ENSECAG00000019371, bbd69 : CLN8 : En:ENSECAG00000037808, ee98b : SLC6A4 : En:ENSECAG00000017112, e0abd : SLC25A4 : En:ENSECAG00000020944, b5b5b : ATP1A2 : En:ENSECAG00000024827]	[]	[]	[]	[]
Transcription factor regulation in adipogenesis (WP3599)	95.0	23	22	0	1	0	0	[d36b9 : INSR : En:ENSECAG00000010127, e85ab : RXRA : En:ENSECAG00000019365, dc35a : LPIN1 : En:ENSECAG00000011239, bb3d5 : PCK2 : En:ENSECAG00000013913, df184 : CEBPA : En:ENSECAG00000032515, f7112 : SLC2A4 : En:ENSECAG00000007684, ab62d : CREB1 : En:ENSECAG00000013667, a2f28 : CEBPB : En:ENSECAG00000027770, ce540 : CEBPD : En:ENSECAG00000039817, be482 : NR3C1 : En:ENSECAG00000009473, c4247 : NRIP1 : En:ENSECAG00000004762, e0e2f : IRS1 : En:ENSECAG00000007393, e77bb : IRS2 : En:ENSECAG00000003315, fe83b : ADIPOQ : En:ENSECAG00000002962, ec4b3 : LEP : En:ENSECAG00000030283, db93e : MAPK8 : En:ENSECAG00000008480, fb802 : FOXO1 : En:ENSECAG00000002212, de981 : TWIST1 : En:ENSECAG00000033207, a1d85 : PPARGC1A : En:ENSECAG00000009164, d0778 : TNF : En:ENSECAG00000001174, ae904 : IL6 : En:ENSECAG00000016482, aec7d : NRIP1 : En:ENSECAG00000004762]	[]	[a42bd : PPARG : En:ENSG00000132170]	[]	[]
Serotonin receptor 4/6/7 and NR3C signaling (WP734)	86.0	22	19	0	0	0	3	[a5ca5 : BRAF : En:ENSECAG00000002746, a5cd1 : HTR7 : En:ENSECAG00000022973, a64df : SRF : En:ENSECAG00000009068, a8006 : ELK4 : En:ENSECAG00000006540, af70b : EGR1 : En:ENSECAG00000014338, afb31 : HTR6 : En:ENSECAG00000004970, bbbcd : GNAS : En:ENSECAG00000024243, bc3c8 : ATF1 : En:ENSECAG00000016445, c06e8 : MAP2K2 : En:ENSECAG00000009157, cf078 : MAPK3 : En:ENSECAG00000014460, d1ca1 : CREB1 : En:ENSECAG00000013667, d2925 : MAPK1 : En:ENSECAG00000010551, d2aef : MAP2K1 : En:ENSECAG00000010640, dcbd8 : RPS6KA5 : En:ENSECAG00000023892, e1dd8 : NR3C1 : En:ENSECAG00000009473, e811f : RAP1A : En:ENSECAG00000016434, ea96c : MAPKAPK2 : En:ENSECAG00000021899, f9794 : ELK1 : En:ENSECAG00000008421, ff5e5 : HTR4 : En:ENSECAG00000013365]	[]	[]	[]	[a6384 : ADCY : :, e03b1 : RPS6K : :, e4b51 : PKA : :]
Serotonin receptor 2 and STAT3 signaling (WP733)	100.0	4	4	0	0	0	0	[afa00 : HTR2A : En:ENSECAG00000024282, cacda : JAK2 : En:ENSECAG00000009119, cafea : GNAQ : En:ENSECAG00000018363, ce8ce : STAT3 : En:ENSECAG00000016439]	[]	[]	[]	[]
