Pathway	Homology Score	Total genes	Mapped genes	Multi-mapped genes	No homology mapping genes	No mapping genes	No xref genes	mapped genes	multi-mapped genes	no homology mapping genes	no mapping genes	no xref genes
Immune response to tuberculosis (WP4197)	82.0	47	39	0	4	0	4	[a2d99 : IRF9 : En:ENSPTRG00000034494, ab622 : PSMB8 : En:ENSPTRG00000018022, aea67 : OAS1 : En:ENSPTRG00000005477, bc85a : IRF1 : En:ENSPTRG00000017216, bdfa2 : SOCS1 : En:ENSPTRG00000007765, bfa49 : STAT1 : En:ENSPTRG00000012749, bfeee : PIAS1 : En:ENSPTRG00000007210, c001a : STAT1 : En:ENSPTRG00000012749, c292f : IFITM1 : En:ENSPTRG00000003111, c3ca9 : IRF9 : En:ENSPTRG00000034494, c454d : PSMB8 : En:ENSPTRG00000018022, c8726 : IFNGR1 : En:ENSPTRG00000018642, c8cd1 : IRF9 : En:ENSPTRG00000034494, d36c0 : TAP1 : En:ENSPTRG00000018023, d807b : IFI35 : En:ENSPTRG00000009233, d9a96 : IFIT1 : En:ENSPTRG00000042784, df84d : IFITM1 : En:ENSPTRG00000003111, e30c3 : IFI35 : En:ENSPTRG00000009233, e7b35 : TYK2 : En:ENSPTRG00000010468, eb10a : JAK1 : En:ENSPTRG00000000825, f6a13 : IFIT3 : En:ENSPTRG00000029834, ffea2 : STAT1 : En:ENSPTRG00000012749, dc499 : STAT1 : En:ENSPTRG00000012749, cfcee : STAT1 : En:ENSPTRG00000012749, e44a9 : STAT1 : En:ENSPTRG00000012749, f3711 : STAT2 : En:ENSPTRG00000005095, fbb52 : STAT1 : En:ENSPTRG00000012749, a4f96 : STAT2 : En:ENSPTRG00000005095, e9cd1 : JAK2 : En:ENSPTRG00000020744, f0122 : JAK1 : En:ENSPTRG00000000825, f61c4 : JAK2 : En:ENSPTRG00000020744, c6917 : JAK1 : En:ENSPTRG00000000825, d05a6 : STAT1 : En:ENSPTRG00000012749, ec48d : STAT2 : En:ENSPTRG00000005095, d0510 : IFNGR2 : En:ENSPTRG00000046273, a1e4e : IFNGR1 : En:ENSPTRG00000018642, bc367 : IFNGR2 : En:ENSPTRG00000046273, e58c2 : IFNAR1 : En:ENSPTRG00000013867, b1123 : IFNAR2 : En:ENSPTRG00000050391]	[]	[b1b9d : MX1 : En:ENSG00000157601, cec9e : PTPN2 : En:ENSG00000175354, e08b5 : PTPN2 : En:ENSG00000175354, f9601 : PTPN2 : En:ENSG00000175354]	[]	[a87b3 : IFNG : :, bea1c : GIP2 : :, f6872 : GIP3 : :, daf8b : IFNa/IFNb : :]
Kynurenine pathway and links to cell senescence (WP5044)	85.0	28	24	0	0	2	2	[a05b8 : KMO : En:ENSPTRG00000002164, aa86b : IFNG : En:ENSPTRG00000005193, ac223 : IDO1 : En:ENSPTRG00000020187, b2846 : EIF2AK1 : En:ENSPTRG00000018904, b3d5f : HAAO : En:ENSPTRG00000046058, b6727 : NOS1 : En:ENSPTRG00000005506, d0202 : TP53 : En:ENSPTRG00000008703, d1915 : ACMSD : En:ENSPTRG00000012488, e4ee2 : FOXO1 : En:ENSPTRG00000005806, e8717 : TDO2 : En:ENSPTRG00000016544, ee1bf : KYNU : En:ENSPTRG00000012509, f30e4 : KLF5 : En:ENSPTRG00000039565, fa89f : CDKN1A : En:ENSPTRG00000018107, fb7dd : AFMID : En:ENSPTRG00000009705, fe240 : QPRT : En:ENSPTRG00000052611, a5832 : KYNU : En:ENSPTRG00000012509, d4dba : AADAT : En:ENSPTRG00000016592, e35c9 : IDO2 : En:ENSPTRG00000020188, e0c55 : IFNB1 : En:ENSPTRG00000020811, cabc1 : TNF : En:ENSPTRG00000017965, d4a38 : AHR : En:ENSPTRG00000018955, fff3b : TLR4 : En:ENSPTRG00000021299, d1acf : IL1R2 : En:ENSPTRG00000012297, c37f6 : EIF2AK4 : En:ENSPTRG00000006910]	[]	[]	[a70e2 : miR-210-3p : Mb:MIMAT0000267, e7b79 : miR-493-5p : Mb:MIMAT0002813]	[e1e70 : IDO1 promoter  : :, eac1e : TGFβ : S:]
NAD metabolism in oncogene-induced senescence and mitochondrial dysfunction-associated senescence (WP5046)	85.0	27	23	0	0	4	0	[a14b5 : RB1 : En:ENSPTRG00000005864, a2ded : G6PDH : En:ENSPTRG00000042671, a2ea6 : SLC2A4 : En:ENSPTRG00000008672, a40e8 : MDH2 : En:ENSPTRG00000019316, aa2c6 : GOT2 : En:ENSPTRG00000008185, ac49e : IL1B : En:ENSPTRG00000012372, b4e56 : HMGA1 : En:ENSPTRG00000043206, c0bce : SLC2A1 : En:ENSPTRG00000000623, c3172 : CCL27 : En:ENSPTRG00000033763, c4d9b : ELAVL1 : En:ENSPTRG00000010413, c51ab : GOT1 : En:ENSPTRG00000002829, c5fc7 : SIRT5 : En:ENSPTRG00000017736, ca5b6 : IL6 : En:ENSPTRG00000050502, cd818 : RELA : En:ENSPTRG00000003889, d7a66 : NMNAT2 : En:ENSPTRG00000001763, dac79 : PARP1 : En:ENSPTRG00000002049, de294 : SIRT1 : En:ENSPTRG00000051532, de775 : SIRT2 : En:ENSPTRG00000010945, e1418 : PRKAA1 : En:ENSPTRG00000016821, e2a85 : NAMPT : En:ENSPTRG00000041649, e41d7 : TP53 : En:ENSPTRG00000008703, e5b08 : SIRT3 : En:ENSPTRG00000045471, eb049 : MDH1 : En:ENSPTRG00000011974]	[]	[]	[a3897 : SCO2 : En:ENSG00000130489, b1951 : p38 MAPK : S:Q3C2E3, de749 : IL-10 : En:ENSGALG00000000892, f9b7a : TNF-a : En:ENSG000002328]	[]
Glycolysis in senescence (WP5049)	91.0	12	11	0	1	0	0	[a4df1 : ENO1 : En:ENSPTRG00000000109, ac914 : ALDOC : En:ENSPTRG00000008923, b4b0b : RB1 : En:ENSPTRG00000005864, bfd61 : HK1 : En:ENSPTRG00000002572, c3fc5 : G6PD : En:ENSPTRG00000042671, c41bb : LDHA : En:ENSPTRG00000003421, e5486 : PRKAA1 : En:ENSPTRG00000016821, e982a : TP53 : En:ENSPTRG00000008703, e9884 : GAPDH : En:ENSPTRG00000004577, f39fc : PKM : En:ENSPTRG00000007246, f8ac6 : PKM : En:ENSPTRG00000007246]	[]	[e823d : PGK1 : En:ENSG00000102144]	[]	[]
Mevalonate arm of cholesterol biosynthesis pathway (WP4190)	94.0	17	16	0	1	0	0	[bf9be : FDFT1 : En:ENSPTRG00000019997, c0a0e : ACAT1 : En:ENSPTRG00000004247, e0598 : HMGCL : En:ENSPTRG00000000339, ed3ae : HMGCS1 : En:ENSPTRG00000016845, f1c29 : IDI1 : En:ENSPTRG00000002239, f537e : MVK : En:ENSPTRG00000005428, f9d3e : FDPS : En:ENSPTRG00000001422, bd1ff : PMVK : En:ENSPTRG00000001393, ed464 : MVD : En:ENSPTRG00000008459, cb5cc : GGPS1 : En:ENSPTRG00000002130, b1566 : GGPS1 : En:ENSPTRG00000002130, e7795 : ACAT1 : En:ENSPTRG00000004247, b37d5 : HMGCL : En:ENSPTRG00000000339, a42f5 : ACAT2 : En:ENSPTRG00000018759, d4d61 : HMGCS1 : En:ENSPTRG00000016845, cc384 : HMGCR : En:ENSPTRG00000016994]	[]	[c128e : IDI2 : S:Q9BXS1]	[]	[]
Caloric restriction and aging (WP4191)	88.0	9	8	0	1	0	0	[ae933 : MTOR : En:ENSPTRG00000000142, d774e : NAMPT : En:ENSPTRG00000041649, d5f05 : PRKAB2 : En:ENSPTRG00000001218, a8491 : SIRT1 : En:ENSPTRG00000051532, ab67f : IGF1 : En:ENSPTRG00000024078, cc388 : PPARGC1A : En:ENSPTRG00000015954, be906 : AKT1 : En:ENSPTRG00000006775, a2bbf : TP53 : En:ENSPTRG00000008703]	[]	[e2ddd : FOXO : En:ENSG00000214295]	[]	[]
Insulin signaling (WP481)	98.0	163	160	0	3	0	0	[a02 : STXBP2 : En:ENSPTRG00000010397, a0e : PIK3CD : En:ENSPTRG00000000120, a11 : PIK3C3 : En:ENSPTRG00000009983, a12 : CYTH3 : En:ENSPTRG00000018907, a14 : PTPRF : En:ENSPTRG00000000641, a24 : RAC1 : En:ENSPTRG00000052694, a2b : GSK3B : En:ENSPTRG00000015264, a2c5c : REG1A : En:ENSPTRG00000012114, a2e : MINK1 : En:ENSPTRG00000008611, a38 : GRB2 : En:ENSPTRG00000009642, a41 : SHC3 : En:ENSPTRG00000045506, a45 : IRS1 : En:ENSPTRG00000012989, a4f : SLC2A1 : En:ENSPTRG00000000623, ab4 : RPS6KA4 : En:ENSPTRG00000050834, abe : IKBKB : En:ENSPTRG00000020202, ac2 : MAP4K4 : En:ENSPTRG00000012294, ac6 : SOCS3 : En:ENSPTRG00000052259, ad5 : PRKCH : En:ENSPTRG00000006418, adf : KIF5B : En:ENSPTRG00000002408, ae8b4 : IRS1 : En:ENSPTRG00000012989, aea : EHD2 : En:ENSPTRG00000011214, aef : ARF6 : En:ENSPTRG00000047408, af4 : GYG1 : En:ENSPTRG00000015509, af6 : AKT2 : En:ENSPTRG00000010992, aff : SRF : En:ENSPTRG00000018189, b07 : MAP3K2 : En:ENSPTRG00000012427, b0e : RAB4A : En:ENSPTRG00000002083, b10 : PRKCD : En:ENSPTRG00000015023, b14 : AKT1 : En:ENSPTRG00000006775, b15 : CAP1 : En:ENSPTRG00000000583, b1c : RHEB : En:ENSPTRG00000046866, b2b : PFKM : En:ENSPTRG00000004874, b47 : STXBP1 : En:ENSPTRG00000021392, b59 : PIK3R3 : En:ENSPTRG00000000685, b5a : MAPK12 : En:ENSPTRG00000014535, b62 : PIK3R1 : En:ENSPTRG00000016940, b67 : MAP3K5 : En:ENSPTRG00000024326, b8a : IRS2 : En:ENSPTRG00000006030, bac : PIK3C2G : En:ENSPTRG00000004741, bad : PIK3R2 : En:ENSPTRG00000010694, bae : MAPK10 : En:ENSPTRG00000016244, bdd : MAP3K3 : En:ENSPTRG00000009518, be2 : MAP4K1 : En:ENSPTRG00000010933, bf3 : MAPK3 : En:ENSPTRG00000007988, bf9 : RPS6KA3 : En:ENSPTRG00000052293, bfc : PTEN : En:ENSPTRG00000002719, c00 : ELK1 : En:ENSPTRG00000021850, c06 : SHC1 : En:ENSPTRG00000001397, c09 : CRK : En:ENSPTRG00000045379, c11 : TRIB3 : En:ENSPTRG00000013143, c17 : STXBP4 : En:ENSPTRG00000009423, c19 : RPS6KA6 : En:ENSPTRG00000022064, c27 : INSR : En:ENSPTRG00000010386, c3e : XBP1 : En:ENSPTRG00000014210, c41 : FOXO1 : En:ENSPTRG00000005806, c48 : TBC1D4 : En:ENSPTRG00000005932, c4e : PRKCB : En:ENSPTRG00000007895, c52 : MAP2K7 : En:ENSPTRG00000010409, c54 : RPS6KB2 : En:ENSPTRG00000003957, c61 : SOS1 : En:ENSPTRG00000011857, c74 : RAC2 : En:ENSPTRG00000047213, c75 : FOS : En:ENSPTRG00000047703, c78 : PIK3CG : En:ENSPTRG00000019573, c81 : RRAD : En:ENSPTRG00000008207, c8b78 : PIK3CA : En:ENSPTRG00000015642, c8c : IRS4 : En:ENSPTRG00000028223, c8d : SGKL : En:ENSPTRG00000020312, c98 : APS : En:ENSPTRG00000047764, ca1 : MAPK13 : En:ENSPTRG00000018098, ca6 : GYS1 : En:ENSPTRG00000011269, ca9 : TSC2 : En:ENSPTRG00000031311, cb5 : PIK3CB : En:ENSPTRG00000015452, cc4 : EHD1 : En:ENSPTRG00000003851, ccf : MAP3K1 : En:ENSPTRG00000016891, cd1 : MAP4K3 : En:ENSPTRG00000011858, cd8 : ENPP1 : En:ENSPTRG00000018603, cdb : MAP2K6 : En:ENSPTRG00000009588, cdc : ARHGAP33 : En:ENSPTRG00000010866, ce3 : SLC2A4 : En:ENSPTRG00000008672, cee : MAP3K8 : En:ENSPTRG00000002400, d06 : PFKL : En:ENSPTRG00000022972, d0b : TSC1 : En:ENSPTRG00000021504, d13 : MAP3K12 : En:ENSPTRG00000005019, d16 : RPS6KA5 : En:ENSPTRG00000006631, d1b : STX4 : En:ENSPTRG00000052011, d20 : IGF1R : En:ENSPTRG00000007489, d24 : PRKCZ : En:ENSPTRG00000049601, d37 : SNAP25 : En:ENSPTRG00000013246, d40 : MAP2K4 : En:ENSPTRG00000008783, d43 : GRB14 : En:ENSPTRG00000012587, d4c : PRKCQ : En:ENSPTRG00000002270, d50 : RPS6KA1 : En:ENSPTRG00000000387, d54 : MAPK7 : En:ENSPTRG00000008867, d5c : RPS6KA2 : En:ENSPTRG00000018793, d77 : MAPK14 : En:ENSPTRG00000018097, d80 : RPS6KB1 : En:ENSPTRG00000009477, d8e : RHOQ : En:ENSPTRG00000050585, d93 : MAP3K11 : En:ENSPTRG00000003886, d94 : PRKAA2 : En:ENSPTRG00000000788, da5 : SNAP23 : En:ENSPTRG00000006975, db4 : PTPN1 : En:ENSPTRG00000023575, dc9 : MAPK8 : En:ENSPTRG00000002478, dcb : INPPL1 : En:ENSPTRG00000004031, dd0 : CBLB : En:ENSPTRG00000015184, def : MAP3K7 : En:ENSPTRG00000018427, dfa : STXBP3 : En:ENSPTRG00000001034, dfc : INPP4A : En:ENSPTRG00000012266, e07 : SGK1 : En:ENSPTRG00000018626, e09 : CBL : En:ENSPTRG00000004378, e1c : PIK3R4 : En:ENSPTRG00000015388, e20 : MAPK11 : En:ENSPTRG00000050982, e29 : MAPK9 : En:ENSPTRG00000017633, e35 : PTPN11 : En:ENSPTRG00000042397, e3a : GYS2 : En:ENSPTRG00000004761, e43 : SOCS1 : En:ENSPTRG00000007765, e50 : MAPK6 : En:ENSPTRG00000020224, e5c : EIF4E : En:ENSPTRG00000047631, e67 : FLOT2 : En:ENSPTRG00000008939, e73 : CBLC : En:ENSPTRG00000011123, e74 : MYO1C : En:ENSPTRG00000008524, e7b : GAB1 : En:ENSPTRG00000016471, e7c : RHOJ : En:ENSPTRG00000006424, e87 : GSK3A : En:ENSPTRG00000011049, e8c : PRKCI : En:ENSPTRG00000015615, e9e : PRKAA1 : En:ENSPTRG00000016821, ea4 : SORBS1 : En:ENSPTRG00000002784, ea7 : SOS2 : En:ENSPTRG00000006328, eab : MAP3K13 : En:ENSPTRG00000015700, eb6 : PPP1R3A : En:ENSPTRG00000019607, ebd : RAF1 : En:ENSPTRG00000014635, edb : ARF1 : En:ENSPTRG00000002066, eeb : MTOR : En:ENSPTRG00000000142, ef6 : PRKCA : En:ENSPTRG00000009557, efb : LIPE : En:ENSPTRG00000011058, f07 : MAP2K3 : En:ENSPTRG00000042570, f09 : MAPK4 : En:ENSPTRG00000010024, f15 : MAP4K2 : En:ENSPTRG00000003847, f16 : PDPK1 : En:ENSPTRG00000007655, f20 : HRAS : En:ENSPTRG00000034469, f46 : RAPGEF1 : En:ENSPTRG00000021490, f4f : FOXO3 : En:ENSPTRG00000018476, f56 : MAP2K5 : En:ENSPTRG00000007207, f5b : GRB10 : En:ENSPTRG00000019191, f71 : EGR1 : En:ENSPTRG00000045439, f76 : MAP3K10 : En:ENSPTRG00000010989, f8a : VAMP2 : En:ENSPTRG00000008727, f9d : PIK3C2A : En:ENSPTRG00000003399, f9f : MAPK1 : En:ENSPTRG00000014120, fa3 : FLOT1 : En:ENSPTRG00000017940, fa4 : PIK3CA : En:ENSPTRG00000015642, fb0 : MAP2K1 : En:ENSPTRG00000007193, fb3 : MAP3K6 : En:ENSPTRG00000000404, fb6 : SGK2 : En:ENSPTRG00000013508, fc5 : MAP3K4 : En:ENSPTRG00000046415, fc6 : MAP3K9 : En:ENSPTRG00000006499, fcb : KIF3A : En:ENSPTRG00000048416, fe3 : MAP4K5 : En:ENSPTRG00000006332, fec : MAP2K2 : En:ENSPTRG00000010294, ff3 : MAPK8 : En:ENSPTRG00000002478, ff9 : MAP3K14 : En:ENSPTRG00000034405]	[]	[c46 : EIF4EBP1 : L:1978, e41 : JUN : L:3725, e5f : SHC2 : L:25759]	[]	[]
Genes associated with the development of rheumatoid arthritis (WP5033)	94.0	18	17	0	1	0	0	[adeae : FCRL3 : En:ENSPTRG00000023175, b0000 : PHF19 : En:ENSPTRG00000044184, b4b09 : PTPN22 : En:ENSPTRG00000001125, d27f6 : CIITA : En:ENSPTRG00000007761, d5e18 : TRAF1 : En:ENSPTRG00000021307, dde08 : SLC22A4 : En:ENSPTRG00000017215, f49c4 : PATR-DQB1 : En:ENSPTRG00000018001, c000b : PADI4 : En:ENSPTRG00000000246, ffeed : IL6ST : En:ENSPTRG00000016887, f4dc3 : STAT4 : En:ENSPTRG00000047534, a5fa7 : BLK : En:ENSPTRG00000019991, fed69 : CD40 : En:ENSPTRG00000049543, ced68 : CD244 : En:ENSPTRG00000001560, ed5a9 : IRF5 : En:ENSPTRG00000019675, a31a0 : CTLA4 : En:ENSPTRG00000044793, c04ff : IL2RA : En:ENSPTRG00000002263, eb5d3 : ITGAV : En:ENSPTRG00000012719]	[]	[b595c : CCR6 : En:ENSG00000112486]	[]	[]
Angiotensin II receptor type 1 pathway (WP5036)	100.0	52	52	0	0	0	0	[ed53c : TGFBR1 : En:ENSPTRG00000021182, df890 : NOX4 : En:ENSPTRG00000004156, dad2e : MAP2K6 : En:ENSPTRG00000009588, d24b1 : MAPK1 : En:ENSPTRG00000014120, dd410 : MAS1 : En:ENSPTRG00000018763, dad69 : TGFBR2 : En:ENSPTRG00000014711, e6d9d : RACK1 : En:ENSPTRG00000022734, d813c : ACE2 : En:ENSPTRG00000021688, daf0d : RRAS : En:ENSPTRG00000011307, df283 : RAF1 : En:ENSPTRG00000014635, dc71a : AGT : En:ENSPTRG00000002096, c35f5 : SMAD4 : En:ENSPTRG00000010028, cec82 : PDGFD : En:ENSPTRG00000004227, d1dca : IL11RA : En:ENSPTRG00000033974, f37f0 : ACTA2 : En:ENSPTRG00000048353, c24f3 : SP1 : En:ENSPTRG00000005014, fbeee : AGTR1 : En:ENSPTRG00000015503, e3c7b : SMAD3 : En:ENSPTRG00000007199, b4ae4 : JUND : En:ENSPTRG00000042879, c0f20 : IL11 : En:ENSPTRG00000011502, ca432 : CCN2 : En:ENSPTRG00000046307, c0fa3 : F12 : En:ENSPTRG00000017583, e6d8d : HIF1A : En:ENSPTRG00000006419, ec0eb : TGFB1 : En:ENSPTRG00000011021, e0e98 : IL6ST : En:ENSPTRG00000016887, d0d33 : PTPN11 : En:ENSPTRG00000042397, d00e9 : COL1A1 : En:ENSPTRG00000009393, ac84d : AGTR1 : En:ENSPTRG00000015503, f77c2 : AGTR1 : En:ENSPTRG00000015503, cb643 : COL1A2 : En:ENSPTRG00000019409, bdb9f : TGFB1 : En:ENSPTRG00000011021, f35d9 : IL11 : En:ENSPTRG00000011502, bc58d : COL1A1 : En:ENSPTRG00000009393, df16f : COL1A2 : En:ENSPTRG00000019409, c230d : TGFB1 : En:ENSPTRG00000011021, b9f88 : SMAD3 : En:ENSPTRG00000007199, f2f2c : AGT : En:ENSPTRG00000002096, b1441 : MAPK1 : En:ENSPTRG00000014120, b3672 : NOX4 : En:ENSPTRG00000004156, ea34b : COL1A1 : En:ENSPTRG00000009393, ba4b8 : COL1A1 : En:ENSPTRG00000009393, de4b6 : RRAS : En:ENSPTRG00000011307, c7493 : RAF1 : En:ENSPTRG00000014635, ecc80 : MAP2K6 : En:ENSPTRG00000009588, eb35a : MAPK1 : En:ENSPTRG00000014120, da0b8 : MAPK1 : En:ENSPTRG00000014120, f76a3 : TGFB1 : En:ENSPTRG00000011021, bbf8c : TGFBR1 : En:ENSPTRG00000021182, d3c58 : TGFBR2 : En:ENSPTRG00000014711, d6f81 : SMAD3 : En:ENSPTRG00000007199, eaeb7 : SMAD4 : En:ENSPTRG00000010028, a8bf8 : SMAD3 : En:ENSPTRG00000007199]	[]	[]	[]	[]
Biotin metabolism, including IEMs (WP5031)	90.0	10	9	0	0	0	1	[f9680 : PC : En:ENSPTRG00000023133, ca7d7 : MCCC1 : En:ENSPTRG00000015662, b2a8e : BTD : En:ENSPTRG00000014668, dc212 : HLCS : En:ENSPTRG00000013895, bea0b : ACACA : En:ENSPTRG00000009052, e22b4 : ACACB : En:ENSPTRG00000005420, f2c12 : MCCC2 : En:ENSPTRG00000016963, f2940 : PCCA : En:ENSPTRG00000006001, cc97e : PCCB : En:ENSPTRG00000015431]	[]	[]	[]	[a1250 : Proteolysis : :]
Cytoplasmic ribosomal proteins (WP477)	85.0	88	75	0	13	0	0	[a09 : RPL34 : En:ENSPTRG00000016353, a12 : RPL4 : En:ENSPTRG00000007195, a79 : RPS14 : En:ENSPTRG00000051668, a93 : RPL15 : En:ENSPTRG00000014695, a96 : RPL35A : En:ENSPTRG00000015800, aa2 : RPS13 : En:ENSPTRG00000003397, aa3 : RPL7A : En:ENSPTRG00000051833, ab2 : RPS9 : En:ENSPTRG00000050995, ac3 : RPS4Y1 : En:ENSPTRG00000022470, ac5 : RPL10A : En:ENSPTRG00000018085, ad8 : RPL32 : En:ENSPTRG00000029733, ae9 : FAU : En:ENSPTRG00000003866, afa : RPL21 : En:ENSPTRG00000031094, b0a : RPL17 : En:ENSPTRG00000050410, b24 : RPL29 : En:ENSPTRG00000043237, b2a : RPL8 : En:ENSPTRG00000020716, b2c : RPL7 : En:ENSPTRG00000051580, b39 : RPS3A : En:ENSPTRG00000046168, b46 : RPL3 : En:ENSPTRG00000045605, b8f : RPS7 : En:ENSPTRG00000034468, b98 : RPL23A : En:ENSPTRG00000050125, ba2 : RPL23 : En:ENSPTRG00000009079, bc5 : RPL11 : En:ENSPTRG00000000334, be2 : RPL38 : En:ENSPTRG00000051899, bf1 : RPL18A : En:ENSPTRG00000010686, bff : RPS26 : En:ENSPTRG00000051024, c0e : RPS15 : En:ENSPTRG00000049946, c27 : RPS25 : En:ENSPTRG00000043690, c34 : RPL19 : En:ENSPTRG00000045538, c39 : RPL13 : En:ENSPTRG00000041770, c5c : RPL6 : En:ENSPTRG00000052060, c5f : RPS27 : En:ENSPTRG00000001371, c67 : RPS15A : En:ENSPTRG00000007823, c74 : RPL14 : En:ENSPTRG00000011963, c8e : RPS6KA6 : En:ENSPTRG00000022064, c9c : RPS3 : En:ENSPTRG00000048574, c9f : RPL22 : En:ENSPTRG00000000076, cb5 : RPS6KA2 : En:ENSPTRG00000018793, cc0 : RPS16 : En:ENSPTRG00000010970, cdd : RPS2 : En:ENSPTRG00000045169, cdf : RPS6KA1 : En:ENSPTRG00000000387, ce9 : RPL24 : En:ENSPTRG00000046386, d58 : RPL35 : En:ENSPTRG00000021361, d68 : HNRNPH2 : En:ENSPTRG00000022107, d70 : RPS6KA3 : En:ENSPTRG00000052293, db8 : RPS6 : En:ENSPTRG00000039153, ddc : RPL5 : En:ENSPTRG00000046296, de3 : RPS21 : En:ENSPTRG00000040730, e05 : RPL18 : En:ENSPTRG00000011245, e14 : UBA52 : En:ENSPTRG00000043190, e48 : RPL27 : En:ENSPTRG00000009232, e51 : RPS28 : En:ENSPTRG00000040141, e61 : RPL9 : En:ENSPTRG00000050716, e68 : MRPL19 : En:ENSPTRG00000012108, e93 : RPL28 : En:ENSPTRG00000043492, eae : RPS12 : En:ENSPTRG00000048311, ed0 : RPS18 : En:ENSPTRG00000051183, f16 : RPS24 : En:ENSPTRG00000047012, f1f : RPS19 : En:ENSPTRG00000011037, f25 : RPL31 : En:ENSPTRG00000030400, f2a : RPL30 : En:ENSPTRG00000044311, f39 : RPL39 : En:ENSPTRG00000047310, f6b : RPL26 : En:ENSPTRG00000008742, f6c : RPLP0 : En:ENSPTRG00000048939, f7a : RPS4X : En:ENSPTRG00000047077, f81 : RPL12 : En:ENSPTRG00000034348, f91 : RPS5 : En:ENSPTRG00000011591, fa9 : RPS17 : En:ENSPTRG00000023171, fb9 : RPL27A : En:ENSPTRG00000034202, fd8 : RPL13A : En:ENSPTRG00000050666, fe2 : RPL3L : En:ENSPTRG00000007617, fe8 : RPLP2 : En:ENSPTRG00000003137, feb : RPS11 : En:ENSPTRG00000011299, ff0 : RPS6KB2 : En:ENSPTRG00000003957, ff3 : RPS6KB1 : En:ENSPTRG00000009477]	[]	[adc : RPL37A : L:6168, ae1 : RPS10 : L:6204, b42 : RPSA : L:3921, b91 : RPS23 : L:6228, d85 : RPL37 : L:6167, dab : RPS8 : L:6202, dbc : RPL36 : L:25873, e30 : RPL41 : L:6171, e6a : RPS29 : L:6235, f76 : RPL10 : L:6134, f82 : RPS20 : L:6224, f94 : RPS27A : L:6233, fca : RPLP1 : L:6176]	[]	[]
