Pathway	Homology Score	Total genes	Mapped genes	Multi-mapped genes	No homology mapping genes	No mapping genes	No xref genes	mapped genes	multi-mapped genes	no homology mapping genes	no mapping genes	no xref genes
IL6 signaling pathway (WP364)	98.0	63	62	0	0	1	0	[f2575 : MAP2K1 : En:ENSSSCG00000004943, f1a61 : IL6 : En:ENSSSCG00000020970, f729e : STAT3 : En:ENSSSCG00000017403, ebfa0 : GRB2 : En:ENSSSCG00000017206, cd320 : MAPK3 : En:ENSSSCG00000040682, dbe74 : STAT1 : En:ENSSSCG00000016057, ddcf6 : SOS1 : En:ENSSSCG00000008478, d25e2 : MAP2K2 : En:ENSSSCG00000027127, d00d2 : MAP2K4 : En:ENSSSCG00000018016, e953c : PRKCD : En:ENSSSCG00000023503, a04f8 : GAB1 : En:ENSSSCG00000009048, fa164 : MAPK1 : En:ENSSSCG00000010081, dde23 : RPS6KB1 : En:ENSSSCG00000017670, b5eb3 : HCK : En:ENSSSCG00000007240, f1984 : AKT1 : En:ENSSSCG00000039139, d2eed : PIK3R1 : En:ENSSSCG00000016958, fa124 : RAC1 : En:ENSSSCG00000035090, bd8cb : GSK3B : En:ENSSSCG00000011889, d2780 : SHC1 : En:ENSSSCG00000006539, ef35c : IL6R : En:ENSSSCG00000027628, df587 : STAT3 : En:ENSSSCG00000017403, f91b6 : VAV1 : En:ENSSSCG00000013553, e3fa1 : IL6ST : En:ENSSSCG00000016916, cd77c : JAK1 : En:ENSSSCG00000003809, ec6b5 : PIK3R2 : En:ENSSSCG00000013900, ef262 : JAK2 : En:ENSSSCG00000005215, f1a89 : SOCS3 : En:ENSSSCG00000036956, d052e : STAT1 : En:ENSSSCG00000016057, ee56a : BAD : En:ENSSSCG00000013033, f1e9a : TYK2 : En:ENSSSCG00000013648, e5fe1 : PTPN11 : En:ENSSSCG00000030289, aa50f : IL6R : En:ENSSSCG00000027628, de4a6 : IL6 : En:ENSSSCG00000020970, c5d73 : IL6ST : En:ENSSSCG00000016916, b5b22 : PRDM1 : En:ENSSSCG00000004369, d47fd : STAT1 : En:ENSSSCG00000016057, d3358 : MAP3K7 : En:ENSSSCG00000004334, c56cf : STAT3 : En:ENSSSCG00000017403, c9a9d : STAT3 : En:ENSSSCG00000017403, e9c74 : IRF1 : En:ENSSSCG00000014277, a07de : BCL2L1 : En:ENSSSCG00000035357, fff35 : STAT1 : En:ENSSSCG00000016057, dbe05 : STAT1 : En:ENSSSCG00000016057, cacc2 : CREBBP : En:ENSSSCG00000007951, ab63a : VIP : En:ENSSSCG00000004078, eb7e5 : STAT3 : En:ENSSSCG00000017403, d0014 : STAT1 : En:ENSSSCG00000016057, ba676 : CRP : En:ENSSSCG00000006403, e57df : JUNB : En:ENSSSCG00000013735, a0fb0 : STAT3 : En:ENSSSCG00000017403, cf6ba : HDAC1 : En:ENSSSCG00000003613, c17da : TIMP1 : En:ENSSSCG00000012277, c2084 : STAT3 : En:ENSSSCG00000017403, d9b4f : NLK : En:ENSSSCG00000017756, ef8f8 : NCOA1 : En:ENSSSCG00000008581, e078c : STAT1 : En:ENSSSCG00000016057, c112b : NR2F6 : En:ENSSSCG00000013873, f510f : IL6ST : En:ENSSSCG00000016916, b7e00 : STAT1 : En:ENSSSCG00000016057, fc62f : AGT : En:ENSSSCG00000010184, cbbbf : STAT3 : En:ENSSSCG00000017403, b49a4 : MAP3K7 : En:ENSSSCG00000004334]	[]	[]	[aee1f : A2M : Mbm:ENSG00000175899]	[]
Wnt signaling pathway (WP363)	96.0	56	54	0	2	0	0	[a0c3d : DVL3 : En:ENSSSCG00000025374, a1087 : AKT1 : En:ENSSSCG00000039139, a3709 : FRAT1 : En:ENSSSCG00000032821, a41ec : LRP6 : En:ENSSSCG00000000625, a5914 : MAPK1 : En:ENSSSCG00000010081, aa2f6 : GJA1 : En:ENSSSCG00000004241, ab67c : CSNK1E : En:ENSSSCG00000000107, ab859 : AXIN1 : En:ENSSSCG00000023204, adf5e : ARRB2 : En:ENSSSCG00000017918, b0138 : TCF3 : En:ENSSSCG00000013437, b0502 : CSNK1A1 : En:ENSSSCG00000014435, b071d : GCKR : En:ENSSSCG00000028672, b8b23 : DVL1 : En:ENSSSCG00000003342, b9efd : RHOA : En:ENSSSCG00000022080, bc928 : CSNK1D : En:ENSSSCG00000035852, bfefe : LRP6 : En:ENSSSCG00000000625, c0665 : CSNK1G1 : En:ENSSSCG00000004558, c22ad : LEF1 : En:ENSSSCG00000009148, c26d7 : CTBP1 : En:ENSSSCG00000031302, c7ee3 : MYC : En:ENSSSCG00000005965, c8926 : CTNNB1 : En:ENSSSCG00000011274, c9da8 : CCND1 : En:ENSSSCG00000037900, ca6bd : TEK : En:ENSSSCG00000005122, ca892 : AXIN2 : En:ENSSSCG00000017265, d2cc1 : APC : En:ENSSSCG00000014207, d329d : BCL9 : En:ENSSSCG00000006698, d45c4 : CDK6 : En:ENSSSCG00000040183, d9e4d : PRKCA : En:ENSSSCG00000017268, dd790 : RYK : En:ENSSSCG00000011642, df497 : GSK3A : En:ENSSSCG00000003035, dfcbe : TSC1 : En:ENSSSCG00000046003, e10c1 : MAP3K7 : En:ENSSSCG00000004334, e4f9c : LRP5 : En:ENSSSCG00000012885, e69f0 : RAC1 : En:ENSSSCG00000035090, e7077 : PIP5K1B : En:ENSSSCG00000027161, e7ab7 : PPARG : En:ENSSSCG00000011579, e8ec2 : CTNNB1 : En:ENSSSCG00000011274, ea1bd : DVL1 : En:ENSSSCG00000003342, ecf5a : PRKCB : En:ENSSSCG00000033674, edd99 : DVL2 : En:ENSSSCG00000025689, f1d4e : TCF7L2 : En:ENSSSCG00000010638, f5683 : PRKCG : En:ENSSSCG00000003256, f90a1 : NFATC2 : En:ENSSSCG00000007477, fa78c : MTOR : En:ENSSSCG00000003413, fc042 : CCND1 : En:ENSSSCG00000037900, fd6b8 : ROR1 : En:ENSSSCG00000003811, fe375 : TCF4 : En:ENSSSCG00000004535, a9963 : GSK3B : En:ENSSSCG00000011889, e6b18 : ROR2 : En:ENSSSCG00000009593, fdf8e : MAPK9 : En:ENSSSCG00000014010, ec02e : MAPK8 : En:ENSSSCG00000010380, fac5d : MAP3K7 : En:ENSSSCG00000004334, b0d1f : TSC2 : En:ENSSSCG00000008040, e929f : NLK : En:ENSSSCG00000017756]	[]	[ced58 : PI4K2A : L:55361, fe152 : SOX1 : L:6656]	[]	[]
Fatty acid biosynthesis (WP357)	96.0	30	29	0	1	0	0	[ae215 : ACSS2 : En:ENSSSCG00000007286, ab2 : FASN : En:ENSSSCG00000029944, aea : ECHS1 : En:ENSSSCG00000038086, afd : ACSL5 : En:ENSSSCG00000031789, b16 : FASN : En:ENSSSCG00000029944, b22 : PECR : En:ENSSSCG00000022758, b9a : ECHDC2 : En:ENSSSCG00000003854, baf : ACACA : En:ENSSSCG00000017694, bc7 : ECHDC1 : En:ENSSSCG00000004216, bd8 : ACSL4 : En:ENSSSCG00000012583, c2a : FASN : En:ENSSSCG00000029944, c38 : SCD : En:ENSSSCG00000010554, c63 : ACSS2 : En:ENSSSCG00000007286, ce0 : FASN : En:ENSSSCG00000029944, d1d : ECHDC3 : En:ENSSSCG00000011119, d1e : FASN : En:ENSSSCG00000029944, d7f : ACLY : En:ENSSSCG00000017421, da7 : FASN : En:ENSSSCG00000029944, dd3 : ACSL3 : En:ENSSSCG00000016223, dec : HADH : En:ENSSSCG00000009150, e08 : FASN : En:ENSSSCG00000029944, e26 : ACACB : En:ENSSSCG00000050590, e6c : ACSL1 : En:ENSSSCG00000015784, eb8 : PC : En:ENSSSCG00000012926, ebd : ACAA2 : En:ENSSSCG00000004510, f06 : FASN : En:ENSSSCG00000029944, fb8 : DECR1 : En:ENSSSCG00000006126, fdd : ACSL6 : En:ENSSSCG00000014272, fea : ECH1 : En:ENSSSCG00000028943]	[]	[f2d : MECR : L:51102]	[]	[]
Thiamine metabolic pathways (WP4297)	100.0	9	9	0	0	0	0	[af69a : SLC19A2 : En:ENSSSCG00000006290, bc22b : TKT : En:ENSSSCG00000021408, c72bc : Branched chain  keto acid  dehydrogenase E1 : En:ENSSSCG00000028794, e36e8 : SLC19A3 : En:ENSSSCG00000021968, e6636 : SLC25A19 : En:ENSSSCG00000017208, f5036 : PDHA1 : En:ENSSSCG00000023643, f62c2 : BCKDK : En:ENSSSCG00000007763, f7ade : OGDH : En:ENSSSCG00000016743, fe6e6 : TPK1 : En:ENSSSCG00000015462]	[]	[]	[]	[]
NRP1-triggered signaling pathways in pancreatic cancer  (WP5144)	95.0	62	59	0	1	2	0	[a1ded : AKT1 : En:ENSSSCG00000039139, a2f1f : RAC1 : En:ENSSSCG00000035090, a31c2 : SMAD2 : En:ENSSSCG00000004505, a5d02 : EGF : En:ENSSSCG00000009134, a91f5 : NRP1 : En:ENSSSCG00000011102, b0567 : PLXNA2 : En:ENSSSCG00000026412, b0d1a : MET : En:ENSSSCG00000024351, b0e68 : SMAD4 : En:ENSSSCG00000004524, b96e6 : AKT3 : En:ENSSSCG00000010872, bb1a1 : NRP1 : En:ENSSSCG00000011102, bca4b : COL1A2 : En:ENSSSCG00000015326, bf0b8 : SNAI1 : En:ENSSSCG00000032613, bf212 : NRP1 : En:ENSSSCG00000011102, c07c1 : MAP2K1 : En:ENSSSCG00000004943, c4e01 : CDH5 : En:ENSSSCG00000035772, c5557 : NFKB1 : En:ENSSSCG00000030957, c871e : MMP9 : En:ENSSSCG00000007436, c9388 : SEMA3A : En:ENSSSCG00000015398, cc9de : PLXNA4 : En:ENSSSCG00000021562, ccb71 : cyclin E1 : En:ENSSSCG00000002855, cdb68 : CDK2 : En:ENSSSCG00000037597, cf352 : SLC39A4 : En:ENSSSCG00000005905, d033d : PECAM1 : En:ENSSSCG00000017277, d2d8c : MAPK3 : En:ENSSSCG00000040682, d4e41 : CDKN1B : En:ENSSSCG00000037144, d8239 : CHD1 : En:ENSSSCG00000014177, ddf4b : MMP2 : En:ENSSSCG00000002829, e3da2 : SMAD3 : En:ENSSSCG00000004952, e7177 : HGF : En:ENSSSCG00000015403, e9d67 : NRP1 : En:ENSSSCG00000011102, eb990 : CDH2 : En:ENSSSCG00000002266, f0371 : GSK3 : En:ENSSSCG00000003035, f2a58 : PTK2 : En:ENSSSCG00000038397, f4f85 : AKT2 : En:ENSSSCG00000002989, fdeb8 : PLXNA1 : En:ENSSSCG00000024001, e5f62 : EGFR : En:ENSSSCG00000022126, d863d : NRP1 : En:ENSSSCG00000011102, ec4f8 : MAPK1 : En:ENSSSCG00000010081, c6778 : MAP2K2 : En:ENSSSCG00000027127, a0add : SRC : En:ENSSSCG00000007334, fd976 : BCAR1 : En:ENSSSCG00000028878, d3d13 : TGFBR1 : En:ENSSSCG00000005382, db0d2 : TGFB3 : En:ENSSSCG00000002385, e271f : NRP1 : En:ENSSSCG00000011102, f55ca : TGFB2 : En:ENSSSCG00000010816, f91ab : TGFBR2 : En:ENSSSCG00000011226, ba84c : TGFBR3 : En:ENSSSCG00000006911, ff3af : SNAI2 : En:ENSSSCG00000039568, f93df : CCN2 : En:ENSSSCG00000004192, a659e : COL1A1 : En:ENSSSCG00000036135, d948b : FLT1 : En:ENSSSCG00000009320, c65c3 : VEGFA : En:ENSSSCG00000001695, cf451 : NRP1 : En:ENSSSCG00000011102, f9b6d : KDR : En:ENSSSCG00000008844, b8f65 : NFKB2 : En:ENSSSCG00000010580, f5cd7 : RELA : En:ENSSSCG00000012981, d5d50 : RELB : En:ENSSSCG00000038879, dad4d : REL : En:ENSSSCG00000008388, ea976 : CCNE2 : En:ENSSSCG00000006095]	[]	[f2c3f : MiR-141 : En:ENSG00000207708]	[ca1c9 : PI3K : E:2.7.1.137, b5ea2 : TGFB1 : S:P01137]	[]
Lipid metabolism in senescent cells (WP5149)	90.0	21	19	0	2	0	0	[a4296 : HRAS : En:ENSSSCG00000031513, c53bb : PLA2G3 : En:ENSSSCG00000010023, c6b8c : PTGS2 : En:ENSSSCG00000015579, daa18 : CDKN1A : En:ENSSSCG00000001565, e4086 : SLCO2A1 : En:ENSSSCG00000011641, e69a4 : ALOX5 : En:ENSSSCG00000010404, f0f8d : TP53 : En:ENSSSCG00000017950, a01c3 : PTGS2 : En:ENSSSCG00000015579, d12c6 : PLA2G2D : En:ENSSSCG00000031106, a65bc : PLA2G4A : En:ENSSSCG00000023351, ff334 : PLA2G4D : En:ENSSSCG00000004733, a0fdc : PLA2G4E : En:ENSSSCG00000037292, eb2fc : PLA2G4F : En:ENSSSCG00000004732, dac2f : PLA2G5 : En:ENSSSCG00000034429, f0b02 : PLA2G6 : En:ENSSSCG00000000110, ecc88 : PLA2G7 : En:ENSSSCG00000001723, bcb13 : PLA2G10 : En:ENSSSCG00000040569, db903 : PLA2G12B : En:ENSSSCG00000010291, b2ac9 : PLA2G1B : En:ENSSSCG00000029501]	[]	[af2d2 : PLA2G4C : En:ENSG00000105499, f284e : PLA2G12A : En:ENSG00000123739]	[]	[]
Metabolic reprogramming in colon cancer (WP4290)	92.0	42	39	0	3	0	0	[aec95 : GOT2 : En:ENSSSCG00000032985, bf6e4 : PPAT : En:ENSSSCG00000008902, dbd5c : PSAT1 : En:ENSSSCG00000005287, e5406 : GLUD1 : En:ENSSSCG00000010368, e6201 : G6PD : En:ENSSSCG00000025108, ebbd7 : GLS : En:ENSSSCG00000016056, f310a : SLC1A5 : En:ENSSSCG00000003105, ff8b0 : PYCR1 : En:ENSSSCG00000034723, bf67d : HK3 : En:ENSSSCG00000014048, cdf20 : GPI : En:ENSSSCG00000002873, a90b4 : TIGAR : En:ENSSSCG00000024219, bfba2 : PFKL : En:ENSSSCG00000028197, ab90a : GAPDH : En:ENSSSCG00000000694, f587b : ALDOB : En:ENSSSCG00000038300, b7bfa : PGK1 : En:ENSSSCG00000012440, acc8d : PGAM1 : En:ENSSSCG00000010517, def86 : LDHA : En:ENSSSCG00000013366, ca787 : SLC16A3 : En:ENSSSCG00000024018, a1f3d : PDHA1 : En:ENSSSCG00000023643, a037a : PDHB : En:ENSSSCG00000025881, aaa98 : ACO2 : En:ENSSSCG00000000064, a80a9 : SUCLG2 : En:ENSSSCG00000011501, cdad2 : DLST : En:ENSSSCG00000002374, e56be : IDH2 : En:ENSSSCG00000001852, f40f0 : FH : En:ENSSSCG00000028178, ac089 : MDH2 : En:ENSSSCG00000025486, beda7 : SDHB : En:ENSSSCG00000020926, cdede : IDH3A : En:ENSSSCG00000032498, bf752 : ACLY : En:ENSSSCG00000017421, acc27 : FASN : En:ENSSSCG00000029944, c5c47 : PSPH : En:ENSSSCG00000007748, efb5a : SHMT2 : En:ENSSSCG00000037077, d7a75 : PAICS : En:ENSSSCG00000008901, a376e : GART : En:ENSSSCG00000030677, b147e : TALDO1 : En:ENSSSCG00000012847, a897e : RPIA : En:ENSSSCG00000008207, c840a : TKT : En:ENSSSCG00000021408, c3908 : PGD : En:ENSSSCG00000003402, ce061 : PYCR2 : En:ENSSSCG00000010855]	[]	[ef9ac : ENO1 : En:ENSG00000074800, dc83f : PKM : En:ENSG00000067225, b134b : SLC2A1 : En:ENSG00000117394]	[]	[]
Non-classical role of vitamin D (WP5133)	100.0	9	9	0	0	0	0	[a1790 : AGT : En:ENSSSCG00000010184, ba70a : AGTR1 : En:ENSSSCG00000011695, bf73a : AGTR2 : En:ENSSSCG00000012600, c9f22 : CYP2R1 : En:ENSSSCG00000013389, d0017 : AGTR1 : En:ENSSSCG00000011695, d0302 : ACE2 : En:ENSSSCG00000012138, d414a : REN : En:ENSSSCG00000031235, e5ceb : CYP27B1 : En:ENSSSCG00000028637, e935e : ACE : En:ENSSSCG00000017296]	[]	[]	[]	[]
MTHFR deficiency (WP4288)	89.0	28	25	0	0	3	0	[a6222 : EHMT1 : En:ENSSSCG00000038437, a73c9 : MTHFR : En:ENSSSCG00000003428, a8879 : Cytochrome c : En:ENSSSCG00000024275, af490 : CASP3 : En:ENSSSCG00000034012, b7fc8 : GRIN2D : En:ENSSSCG00000003133, bc135 : HNMT : En:ENSSSCG00000035195, cb5f5 : GRIN1 : En:ENSSSCG00000039834, cb72d : GRIN2A : En:ENSSSCG00000031290, cefa7 : BHMT : En:ENSSSCG00000014108, cf52a : CHKA : En:ENSSSCG00000012889, da4cb : DNMT3A : En:ENSSSCG00000029413, df8a2 : CHDH : En:ENSSSCG00000011456, e0744 : DNMT3B : En:ENSSSCG00000007252, e3701 : PEMT : En:ENSSSCG00000018055, e6c53 : NDUFAF7 : En:ENSSSCG00000008494, efab9 : CASP9 : En:ENSSSCG00000003460, f340f : ASMT : En:ENSSSCG00000032659, f83c0 : MARS1 : En:ENSSSCG00000023318, f8439 : EHMT2 : En:ENSSSCG00000001420, fa6ef : COMT : En:ENSSSCG00000010132, fc5a6 : ALDH7A1 : En:ENSSSCG00000014247, f361b : CHPT1 : En:ENSSSCG00000000864, d1235 : PCYT1A : En:ENSSSCG00000011845, b81d4 : Cytochrome c : En:ENSSSCG00000024275, d77d7 : DNMT1 : En:ENSSSCG00000013659]	[]	[]	[f6f39 : SGMS 1 : S:D3DWC4, a6d53 : EC 2.1.1.79 : E:2.1.1.79, cc23c : EC 2.1.1.72 : E:2.1.1.72]	[]
Th17 cell differentiation pathway (WP5130)	95.0	95	91	0	2	2	0	[f7f1e : SOCS3 : En:ENSSSCG00000036956, cf042 : IL1B : En:ENSSSCG00000033667, d8e12 : IRF4 : En:ENSSSCG00000033381, a9093 : IL22 : En:ENSSSCG00000000482, f02ee : HIF1A : En:ENSSSCG00000005096, bc3e1 : TGFBR1 : En:ENSSSCG00000005382, a70d9 : IL6 : En:ENSSSCG00000020970, cf8c4 : IL23R : En:ENSSSCG00000003801, f4e42 : JAK1 : En:ENSSSCG00000003809, c6a12 : RORA : En:ENSSSCG00000004576, e77c5 : IL6R : En:ENSSSCG00000027628, b4b3d : IL21 : En:ENSSSCG00000009087, a88e2 : PLCG1 : En:ENSSSCG00000007356, a2c2d : RORC : En:ENSSSCG00000026427, c3e62 : IL23R : En:ENSSSCG00000003801, aeef0 : IL1BR : En:ENSSSCG00000033667, a8510 : MAPK14 : En:ENSSSCG00000001556, f6570 : SLA-DMA : En:ENSSSCG00000001470, c25d2 : MTOR : En:ENSSSCG00000003413, bf676 : TGFB1 : En:ENSSSCG00000003017, d8c33 : JAK1 : En:ENSSSCG00000003809, b3582 : IL23A : En:ENSSSCG00000033520, f6a1a : IL21R : En:ENSSSCG00000007816, e1fad : TYK2 : En:ENSSSCG00000013648, a1d77 : JAK2 : En:ENSSSCG00000005215, c381c : HSP90AA1 : En:ENSSSCG00000002535, cc41c : STAT3 : En:ENSSSCG00000017403, ab297 : SMAD2 : En:ENSSSCG00000004505, f7dfa : AHR : En:ENSSSCG00000030484, efed0 : IRF4 : En:ENSSSCG00000033381, c717f : RORA : En:ENSSSCG00000004576, b7000 : RORC : En:ENSSSCG00000026427, fb33d : IL21 : En:ENSSSCG00000009087, f6a24 : IL17A : En:ENSSSCG00000001748, b05b9 : IL17F : En:ENSSSCG00000001749, bb9ac : HIF1A : En:ENSSSCG00000005096, fa841 : NFKBIA : En:ENSSSCG00000001952, c6ef9 : FOS : En:ENSSSCG00000002383, fae74 : NFKB1 : En:ENSSSCG00000030957, e8030 : NFATC1 : En:ENSSSCG00000004856, b48e6 : MAPK8 : En:ENSSSCG00000010380, e3e5b : MAPK1 : En:ENSSSCG00000010081, e32da : PRKCQ : En:ENSSSCG00000011131, c4935 : ZAP70 : En:ENSSSCG00000008193, b4827 : LCK : En:ENSSSCG00000003608, ca61a : CD247 : En:ENSSSCG00000006309, ff6c8 : IL4R : En:ENSSSCG00000007817, e35fb : IL4 : En:ENSSSCG00000014282, e6993 : CD3E : En:ENSSSCG00000040140, db427 : CD3D : En:ENSSSCG00000015093, cd53e : CD3G : En:ENSSSCG00000015094, ad616 : CD3E : En:ENSSSCG00000040140, d2632 : CD4 : En:ENSSSCG00000000687, d02e7 : JAK1 : En:ENSSSCG00000003809, e06b8 : CD247 : En:ENSSSCG00000006309, d1a46 : MAPK14 : En:ENSSSCG00000001556, b6d3d : STAT6 : En:ENSSSCG00000040435, c8d8e : PPP3CA : En:ENSSSCG00000009172, fddba : IKBKB : En:ENSSSCG00000007030, a8431 : GATA3 : En:ENSSSCG00000011125, f502d : TBX21 : En:ENSSSCG00000017517, b2006 : RUNX1 : En:ENSSSCG00000035537, b6ea5 : FOXP3 : En:ENSSSCG00000012300, ece90 : RXRA : En:ENSSSCG00000038220, ca376 : RARA : En:ENSSSCG00000017475, a493f : STAT5A : En:ENSSSCG00000017402, f05e2 : STAT1 : En:ENSSSCG00000016057, cb64f : IL2RA : En:ENSSSCG00000022849, fcf94 : IFNGR1 : En:ENSSSCG00000004156, b46a9 : IL2 : En:ENSSSCG00000033267, ca824 : IFNG : En:ENSSSCG00000032963, d0f4d : IL27RA : En:ENSSSCG00000013766, a0d77 : IL27 : En:ENSSSCG00000039300, b8775 : TYK2 : En:ENSSSCG00000013648, a78cd : JAK2 : En:ENSSSCG00000005215, b716b : JAK2 : En:ENSSSCG00000005215, bdf23 : JAK1 : En:ENSSSCG00000003809, a4439 : TGFBR1 : En:ENSSSCG00000005382, be008 : TGFB1 : En:ENSSSCG00000003017, f8748 : SMAD2 : En:ENSSSCG00000004505, d5090 : TBX21 : En:ENSSSCG00000017517, baa8b : RUNX1 : En:ENSSSCG00000035537, d6639 : GATA3 : En:ENSSSCG00000011125, c2750 : NFIL3 : En:ENSSSCG00000009592, d929c : CRY1 : En:ENSSSCG00000000164, a8793 : PER1 : En:ENSSSCG00000017983, b1a0a : NR1D1 : En:ENSSSCG00000036933, f5b76 : ARNTL : En:ENSSSCG00000013397, f3570 : CLOCK : En:ENSSSCG00000008909, a0499 : CRY1 : En:ENSSSCG00000000164, f32b1 : PER1 : En:ENSSSCG00000017983]	[]	[a156f : JUN : En:ENSG00000177606, fc0a3 : LAT : En:ENSG00000213658]	[dbe30 : TCRB : H:12155, b3819 : TCRA : H:12027]	[]
Linoleic acid oxylipin metabolism (WP5137)	100.0	3	3	0	0	0	0	[a2677 : EPHX2 : En:ENSSSCG00000009666, bfdd2 : ALOX5 : En:ENSSSCG00000010404, c4245 : ALOX15 : En:ENSSSCG00000017923]	[]	[]	[]	[]
ALA oxylipin metabolism (WP5136)	100.0	3	3	0	0	0	0	[c94f5 : EPHX2 : En:ENSSSCG00000009666, e282c : ALOX15 : En:ENSSSCG00000017923, f3158 : ALOX5 : En:ENSSSCG00000010404]	[]	[]	[]	[]
GPCRs, class B secretin-like (WP334)	100.0	24	24	0	0	0	0	[a0a : ADGRL4 : En:ENSSSCG00000003762, a6d : PTH2R : En:ENSSSCG00000016148, ac8 : PTH1R : En:ENSSSCG00000011326, c09 : ADGRE5 : En:ENSSSCG00000013775, c13 : GCGR : En:ENSSSCG00000034891, c23 : ADGRG2 : En:ENSSSCG00000029756, c52 : GIPR : En:ENSSSCG00000021053, c5e : EMR1 : En:ENSSSCG00000013556, ca0 : CALCR : En:ENSSSCG00000015320, cab : GHRHR : En:ENSSSCG00000016673, d0b : ADGRL3 : En:ENSSSCG00000026129, db4 : LINC02210-CRHR1 : En:ENSSSCG00000017313, dd5 : SCTR : En:ENSSSCG00000029536, e1e : CRHR2 : En:ENSSSCG00000033514, e74 : VIPR1 : En:ENSSSCG00000011280, e7c : ADGRE5 : En:ENSSSCG00000013775, eac : ADGRL1 : En:ENSSSCG00000013773, eb2 : ADGRL2 : En:ENSSSCG00000003761, f31 : GLP1R : En:ENSSSCG00000001589, f3f : GLP2R : En:ENSSSCG00000017998, f53 : EMR2 : En:ENSSSCG00000013785, f79 : ADCYAP1R1 : En:ENSSSCG00000016672, f83 : VIPR2 : En:ENSSSCG00000016403, fc0 : CALCRL : En:ENSSSCG00000016031]	[]	[]	[]	[]
Prostaglandin and leukotriene metabolism in senescence  (WP5122)	97.0	36	35	0	1	0	0	[a2cec : PTGES : En:ENSSSCG00000005688, a345e : ADCY3 : En:ENSSSCG00000008578, a84d6 : PLA2G4A : En:ENSSSCG00000023351, b5943 : Gs : En:ENSSSCG00000007520, cad94 : PLA2G4A : En:ENSSSCG00000023351, d1f21 : IGFBP5 : En:ENSSSCG00000025924, e9346 : PTGER2 : En:ENSSSCG00000021862, eaad6 : PTGDS : En:ENSSSCG00000040080, f2f6e : PLCB1 : En:ENSSSCG00000007056, f937d : PTGS1 : En:ENSSSCG00000005533, fc050 : MAPK11 : En:ENSSSCG00000033171, feeb9 : HRAS : En:ENSSSCG00000031513, a279c : PTGS2 : En:ENSSSCG00000015579, dd199 : PTGDS : En:ENSSSCG00000040080, cf438 : PTGES : En:ENSSSCG00000005688, be954 : PTGIS : En:ENSSSCG00000007463, eead0 : TBXAS1 : En:ENSSSCG00000016504, b3388 : PRXL2B : En:ENSSSCG00000026554, eea0c : PTGER1 : En:ENSSSCG00000013782, e1579 : PTGER3 : En:ENSSSCG00000003788, bfa85 : PTGER4 : En:ENSSSCG00000024439, fed12 : GNAI1 : En:ENSSSCG00000015407, d9713 : GNAQ : En:ENSSSCG00000033763, b40bb : ADCY3 : En:ENSSSCG00000008578, e9c41 : ALOX5AP : En:ENSSSCG00000009330, be659 : ALOX5 : En:ENSSSCG00000010404, add7d : LTC4S : En:ENSSSCG00000028488, c8bd7 : LTA4H : En:ENSSSCG00000000891, d2672 : ALOX15B : En:ENSSSCG00000017978, a8374 : CDKN1A : En:ENSSSCG00000001565, a31e4 : RB1 : En:ENSSSCG00000009401, a943a : ALOX15 : En:ENSSSCG00000017923, e7d98 : SIRT1 : En:ENSSSCG00000010235, bfa0e : CYSLTR1 : En:ENSSSCG00000039203, e1f3b : RB1 : En:ENSSSCG00000009401]	[]	[ed312 : ALOX12 : En:ENSG00000108839]	[]	[]
Sphingolipid metabolism in senescence (WP5121)	93.0	31	29	0	0	2	0	[a1a73 : CDK4 : En:ENSSSCG00000025092, a216d : RPP38 : En:ENSSSCG00000027110, a574f : SPHK1 : En:ENSSSCG00000017178, a746f : TERT : En:ENSSSCG00000017118, a8814 : PRKCA : En:ENSSSCG00000017268, a9cee : RB1 : En:ENSSSCG00000009401, aae14 : PRKCB : En:ENSSSCG00000033674, ac389 : KDSR : En:ENSSSCG00000025744, b17cc : S1PR5 : En:ENSSSCG00000028460, b2878 : S1PR2 : En:ENSSSCG00000013658, b4a44 : RB1 : En:ENSSSCG00000009401, b7807 : S1PR1 : En:ENSSSCG00000029849, ba608 : CERS4 : En:ENSSSCG00000013595, cb147 : GBA : En:ENSSSCG00000006522, dd11b : SGMS2 : En:ENSSSCG00000009152, e15e0 : CDKN1A : En:ENSSSCG00000001565, e2072 : SMPD3 : En:ENSSSCG00000002764, e3790 : SGPP1 : En:ENSSSCG00000028558, e4717 : UGCG : En:ENSSSCG00000022780, e67c7 : MTOR : En:ENSSSCG00000003413, f651f : CERS2 : En:ENSSSCG00000006644, f7ebd : DEGS1 : En:ENSSSCG00000024484, f8583 : SPTLC1 : En:ENSSSCG00000009594, fc6b0 : MAPK1 : En:ENSSSCG00000010081, fd26e : CDK2 : En:ENSSSCG00000037597, fd46f : E2F1 : En:ENSSSCG00000007268, fec71 : ASAH1 : En:ENSSSCG00000006995, ff33f : GLB1 : En:ENSSSCG00000024119, ff8eb : PLCB1 : En:ENSSSCG00000007056]	[]	[]	[b290f : PP1 : Wd:Q27088427, bc22c : PP2 : Wd:Q7120082]	[]
