Pathway	Homology Score	Total genes	Mapped genes	Multi-mapped genes	No homology mapping genes	No mapping genes	No xref genes	mapped genes	multi-mapped genes	no homology mapping genes	no mapping genes	no xref genes
Familial partial lipodystrophy (FPLD) (WP5102)	100.0	39	39	0	0	0	0	[a076d : Lmnb1 : En:ENSMUSG00000024590, a1c3a : Banf1 : En:ENSMUSG00000024844, a5062 : Lpl : En:ENSMUSG00000015568, aa518 : Cebpa : En:ENSMUSG00000034957, ac4fa : Fabp4 : En:ENSMUSG00000062515, b2007 : Prrx1 : En:ENSMUSG00000026586, c4e74 : Klf9 : En:ENSMUSG00000033863, c5b1e : Akt2 : En:ENSMUSG00000004056, cc8c5 : Klf5 : En:ENSMUSG00000005148, d03e0 : Srebf1 : En:ENSMUSG00000020538, d1c55 : Gata2 : En:ENSMUSG00000015053, dfed3 : Gata3 : En:ENSMUSG00000015619, f467f : Pnpla2 : En:ENSMUSG00000025509, f68fe : Stat5b : En:ENSMUSG00000020919, f86d1 : Mgll : En:ENSMUSG00000033174, fd1a3 : Klf2 : En:ENSMUSG00000055148, eee74 : Lmnb2 : En:ENSMUSG00000062075, b231b : Cidea : En:ENSMUSG00000024526, c4516 : Pparg : En:ENSMUSG00000000440, f751f : Ppara : En:ENSMUSG00000022383, ae0fb : Mapk9 : En:ENSMUSG00000020366, b2ee5 : Pik3ca : En:ENSMUSG00000027665, a5056 : Cidec : En:ENSMUSG00000030278, d46e7 : Plin1 : En:ENSMUSG00000030546, bd489 : Ins1 : En:ENSMUSG00000035804, efd4a : Lipe : En:ENSMUSG00000003123, ab1ea : Lmna : En:ENSMUSG00000028063, a1ca5 : Lmna : En:ENSMUSG00000028063, bbceb : Zmpste24 : En:ENSMUSG00000043207, d9dbe : Fnta : En:ENSMUSG00000015994, b17d2 : Icmt : En:ENSMUSG00000039662, a8f46 : Lmna : En:ENSMUSG00000028063, c607c : Lmna : En:ENSMUSG00000028063, a57dd : Lmna : En:ENSMUSG00000028063, f4cc7 : Zmpste24 : En:ENSMUSG00000043207, d1d4e : Lmna : En:ENSMUSG00000028063, d398e : Lmna : En:ENSMUSG00000028063, ea626 : Lmnb2 : En:ENSMUSG00000062075, baa8a : Lmnb1 : En:ENSMUSG00000024590]	[]	[]	[]	[]
Congenital generalized lipodystrophy (CGL) (WP5101)	100.0	22	22	0	0	0	0	[a20aa : Irs1 : En:ENSMUSG00000055980, b3e67 : Dgat2 : En:ENSMUSG00000030747, ba001 : Pik3ca : En:ENSMUSG00000027665, c5598 : Dgat1 : En:ENSMUSG00000022555, d0b49 : Gpat3 : En:ENSMUSG00000029314, d20a0 : Akt2 : En:ENSMUSG00000004056, e0d82 : Itgb4 : En:ENSMUSG00000020758, e14c6 : Grb2 : En:ENSMUSG00000059923, e8830 : Ins1 : En:ENSMUSG00000035804, feadc : Hif1a : En:ENSMUSG00000021109, f6c57 : Cav1 : En:ENSMUSG00000007655, c6bcd : Bscl2 : En:ENSMUSG00000071657, a2a90 : Fyn : En:ENSMUSG00000019843, d0ae3 : Bscl2 : En:ENSMUSG00000071657, e3024 : Cavin1 : En:ENSMUSG00000004044, bbdf5 : Agpat2 : En:ENSMUSG00000026922, f12fc : Agpat2 : En:ENSMUSG00000026922, c05d4 : Cav1 : En:ENSMUSG00000007655, b1c57 : Cavin1 : En:ENSMUSG00000004044, ea039 : Lpin3 : En:ENSMUSG00000027412, cd143 : Lpin2 : En:ENSMUSG00000024052, ef0cf : Lpin1 : En:ENSMUSG00000020593]	[]	[]	[]	[]
Familial  hyperlipidemia type 1 (WP5108)	86.0	23	20	0	3	0	0	[d58c0 : Angptl8 : En:ENSMUSG00000047822, fa737 : Angptl4 : En:ENSMUSG00000002289, c7c54 : Apoa2 : En:ENSMUSG00000005681, ac1b0 : Lrp1 : En:ENSMUSG00000040249, f4e02 : Apoa4 : En:ENSMUSG00000032080, bdb0a : Lipc : En:ENSMUSG00000032207, c589a : Apoa1 : En:ENSMUSG00000032083, eaeb4 : Lcat : En:ENSMUSG00000035237, e38bb : Ldlr : En:ENSMUSG00000032193, beb13 : Pltp : En:ENSMUSG00000017754, d0e68 : Gpihbp1 : En:ENSMUSG00000022579, c5a22 : Lpl : En:ENSMUSG00000015568, e5552 : Angptl3 : En:ENSMUSG00000028553, d57e6 : Apoc2 : En:ENSMUSG00000002992, fecab : Apoa5 : En:ENSMUSG00000032079, f11f8 : Lpl : En:ENSMUSG00000015568, d5654 : Lpl : En:ENSMUSG00000015568, d10d0 : Gpihbp1 : En:ENSMUSG00000022579, a3dec : Sel1l : En:ENSMUSG00000020964, da84d : Lmf1 : En:ENSMUSG00000002279]	[]	[f63e6 : CETP : En:ENSG00000087237, eab69 : CETP : En:ENSG00000087237, e3d3c : CETP : En:ENSG00000087237]	[]	[]
Familial hyperlipidemia type 2 (WP5109)	85.0	20	17	0	3	0	0	[fe276 : Usf1 : En:ENSMUSG00000026641, f70e9 : Ephx2 : En:ENSMUSG00000022040, d90d0 : Ghr : En:ENSMUSG00000055737, d36f9 : Pcsk9 : En:ENSMUSG00000044254, e15f7 : Ldlrap1 : En:ENSMUSG00000037295, ef1cd : Apob : En:ENSMUSG00000020609, df1c4 : Apoa2 : En:ENSMUSG00000005681, e7639 : Apoa4 : En:ENSMUSG00000032080, c7dfe : Lipc : En:ENSMUSG00000032207, f5643 : Apoa1 : En:ENSMUSG00000032083, c5dcd : Lcat : En:ENSMUSG00000035237, eb6d4 : Ldlr : En:ENSMUSG00000032193, be97f : Pltp : En:ENSMUSG00000017754, b64a3 : Lpl : En:ENSMUSG00000015568, cb34c : Gpihbp1 : En:ENSMUSG00000022579, a65d4 : Gpihbp1 : En:ENSMUSG00000022579, c0414 : Lpl : En:ENSMUSG00000015568]	[]	[d4e9a : CETP : En:ENSG00000087237, f0279 : CETP : En:ENSG00000087237, da02f : CETP : En:ENSG00000087237]	[]	[]
Acquired partial lipodystrophy / Barraquer-Simons syndrome (WP5104)	100.0	29	29	0	0	0	0	[aac1e : Hc : En:ENSMUSG00000026874, bc651 : Cfd : En:ENSMUSG00000061780, c413c : Lmna : En:ENSMUSG00000028063, e6258 : C3 : En:ENSMUSG00000024164, f6b51 : Cfb : En:ENSMUSG00000090231, c127a : C3 : En:ENSMUSG00000024164, dcacb : C3 : En:ENSMUSG00000024164, bf140 : Lmnb2 : En:ENSMUSG00000062075, edab0 : C3 : En:ENSMUSG00000024164, dd3bf : Cfb : En:ENSMUSG00000090231, ebe3b : C3 : En:ENSMUSG00000024164, ddb2c : Cfb : En:ENSMUSG00000090231, c0e8a : Lmnb2 : En:ENSMUSG00000062075, ef386 : Lmnb2 : En:ENSMUSG00000062075, c892a : Rce1 : En:ENSMUSG00000024889, d052f : Fnta : En:ENSMUSG00000015994, c753d : Icmt : En:ENSMUSG00000039662, d3064 : Lmnb2 : En:ENSMUSG00000062075, f4daf : Lmnb2 : En:ENSMUSG00000062075, cd111 : Lmnb1 : En:ENSMUSG00000024590, c0c7c : Lmnb1 : En:ENSMUSG00000024590, f4f78 : Lmnb1 : En:ENSMUSG00000024590, b9909 : Lmnb1 : En:ENSMUSG00000024590, cd896 : Lmnb1 : En:ENSMUSG00000024590, db2fa : Lmnb2 : En:ENSMUSG00000062075, c7400 : Lmnb1 : En:ENSMUSG00000024590, e3d26 : Lmna : En:ENSMUSG00000028063, f17e1 : Lmnb2 : En:ENSMUSG00000062075, c3248 : Lmnb1 : En:ENSMUSG00000024590]	[]	[]	[]	[]
Progeria-associated lipodystrophy (WP5103)	100.0	38	38	0	0	0	0	[a3ce7 : Tgfb1 : En:ENSMUSG00000002603, a51ed : Pparg : En:ENSMUSG00000000440, b8ed0 : Recql : En:ENSMUSG00000030243, c5a96 : Smad4 : En:ENSMUSG00000024515, c9144 : Smad3 : En:ENSMUSG00000032402, d0ebe : Smad2 : En:ENSMUSG00000024563, e0bcb : Parp1 : En:ENSMUSG00000026496, ec7b0 : Lmna : En:ENSMUSG00000028063, df33d : Fbn1 : En:ENSMUSG00000027204, e8a6f : Mucl3 : En:ENSMUSG00000073408, e7757 : Banf1 : En:ENSMUSG00000024844, d0d0b : Sprtn : En:ENSMUSG00000031986, ce6fc : Fbn1 : En:ENSMUSG00000027204, a1689 : Pold1 : En:ENSMUSG00000038644, a84d6 : Fbn1 : En:ENSMUSG00000027204, aaaed : Kcnj6 : En:ENSMUSG00000043301, a7d5e : Ffar3 : En:ENSMUSG00000019429, d9f15 : Wrn : En:ENSMUSG00000031583, ebb99 : Ins1 : En:ENSMUSG00000035804, ec575 : Lmnb1 : En:ENSMUSG00000024590, a83ee : Lmnb2 : En:ENSMUSG00000062075, c7166 : Lmna : En:ENSMUSG00000028063, bf030 : Lmna : En:ENSMUSG00000028063, fab90 : Zmpste24 : En:ENSMUSG00000043207, aec98 : Fnta : En:ENSMUSG00000015994, bd4e6 : Icmt : En:ENSMUSG00000039662, fc6f0 : Lmna : En:ENSMUSG00000028063, d1975 : Lmna : En:ENSMUSG00000028063, fdf9f : Lmna : En:ENSMUSG00000028063, e2665 : Zmpste24 : En:ENSMUSG00000043207, e8061 : Smad3 : En:ENSMUSG00000032402, d2328 : Smad2 : En:ENSMUSG00000024563, f6307 : Smad4 : En:ENSMUSG00000024515, db1fb : Banf1 : En:ENSMUSG00000024844, c6fc0 : Parp1 : En:ENSMUSG00000026496, f50aa : Lmna : En:ENSMUSG00000028063, c5353 : Lmnb2 : En:ENSMUSG00000062075, e6172 : Lmnb1 : En:ENSMUSG00000024590]	[]	[]	[]	[]
Disorders of folate metabolism and transport (WP4259)	81.0	16	13	0	0	2	1	[d4cff : Gart : En:ENSMUSG00000022962, ca4eb : Mthfs : En:ENSMUSG00000066442, d4439 : Slc46a1 : En:ENSMUSG00000020829, f8612 : Folr1 : En:ENSMUSG00000001827, c3233 : Atic : En:ENSMUSG00000026192, e6b76 : Tyms : En:ENSMUSG00000025747, aacbd : Aldh1l1 : En:ENSMUSG00000030088, f31c7 : Mtr : En:ENSMUSG00000021311, f3bec : Shmt2 : En:ENSMUSG00000025403, fe6c3 : Ftcd : En:ENSMUSG00000001155, bb779 : Dhfr : En:ENSMUSG00000021707, a1467 : Mthfr : En:ENSMUSG00000029009, b4aa6 : Mthfd1 : En:ENSMUSG00000021048]	[]	[]	[e9dec : FIGLU : E:2.1.2.5, e7b23 : MTHFCH : E:3.5.4.9]	[f9b90 : FTHFI : :]
lncRNA in canonical Wnt signaling and colorectal cancer (WP4258)	88.0	109	97	0	7	0	5	[f67db : Apc2 : En:ENSMUSG00000020135, a09 : Dvl3 : En:ENSMUSG00000003233, a19 : Plau : En:ENSMUSG00000021822, a319e : Ruvbl1 : En:ENSMUSG00000030079, a58 : Peg12 : En:ENSMUSG00000070526, a7e : Gsk3b : En:ENSMUSG00000022812, a97 : Apc : En:ENSMUSG00000005871, aa0 : Wnt3a : En:ENSMUSG00000009900, af4 : Fzd3 : En:ENSMUSG00000007989, b013d : Lef1 : En:ENSMUSG00000027985, b214e : Hnrnpk : En:ENSMUSG00000021546, b37 : Csnk1e : En:ENSMUSG00000022433, b43 : Ccnd1 : En:ENSMUSG00000070348, b4d : Fzd8 : En:ENSMUSG00000036904, b5c92 : Tcf7l1 : En:ENSMUSG00000055799, b8f : Wnt7a : En:ENSMUSG00000030093, b9134 : Cdk6 : En:ENSMUSG00000040274, b933c : Tcf7l2 : En:ENSMUSG00000024985, b9f : Wnt11 : En:ENSMUSG00000015957, be6 : Wnt1 : En:ENSMUSG00000022997, c0d : Jun : En:ENSMUSG00000052684, c13ca : Lrp5 : En:ENSMUSG00000024913, c22 : Fzd10 : En:ENSMUSG00000081683, c3d : Fzd7 : En:ENSMUSG00000041075, c6d : Wnt5b : En:ENSMUSG00000030170, c75 : Ctnnb1 : En:ENSMUSG00000006932, c7c : Wnt2 : En:ENSMUSG00000010797, cb831 : Tcf3 : En:ENSMUSG00000020167, cc4c6 : Csnk1a1 : En:ENSMUSG00000024576, cc6 : Wnt2b : En:ENSMUSG00000027840, cdf : Sfrp4 : En:ENSMUSG00000021319, cfb : Dvl2 : En:ENSMUSG00000020888, d06 : Wnt6 : En:ENSMUSG00000033227, d07 : Ccnd3 : En:ENSMUSG00000034165, d1df6 : Ezh2 : En:ENSMUSG00000029687, d33 : Wnt5a : En:ENSMUSG00000021994, d3f05 : Ror1 : En:ENSMUSG00000035305, d4b : Fzd1 : En:ENSMUSG00000044674, d4ce7 : Lrp6 : En:ENSMUSG00000030201, d5f4d : Kremen1 : En:ENSMUSG00000020393, d63 : Wnt16 : En:ENSMUSG00000029671, d64 : Fzd6 : En:ENSMUSG00000022297, d7828 : Ryk : En:ENSMUSG00000032547, d7f : Wnt4 : En:ENSMUSG00000036856, d98 : Wnt3 : En:ENSMUSG00000000125, da75f : Csnk2a1 : En:ENSMUSG00000074698, db1 : Axin1 : En:ENSMUSG00000024182, dda : Wnt10b : En:ENSMUSG00000022996, de1e7 : Map3k7 : En:ENSMUSG00000028284, dfc : Fzd5 : En:ENSMUSG00000045005, e07 : Wnt7b : En:ENSMUSG00000022382, e15 : Dvl1 : En:ENSMUSG00000029071, e183b : Chd8 : En:ENSMUSG00000053754, e3f : Wnt10a : En:ENSMUSG00000026167, e532b : Cdk8 : En:ENSMUSG00000029635, e6b50 : Csnk2a1 : En:ENSMUSG00000074698, e7c : Fosl1 : En:ENSMUSG00000024912, ec7c7 : Macroh2a2 : En:ENSMUSG00000020086, f11 : Myc : En:ENSMUSG00000022346, f1985 : Csnk2a2 : En:ENSMUSG00000046707, f2d : Ccnd2 : En:ENSMUSG00000000184, f8781 : Tfap2a : En:ENSMUSG00000021359, f93 : Fzd9 : En:ENSMUSG00000049551, fc1f4 : Atf3 : En:ENSMUSG00000026628, fd4 : Tcf7 : En:ENSMUSG00000000782, fe4 : Wnt16 : En:ENSMUSG00000029671, ff1 : Fzd2 : En:ENSMUSG00000050288, d073e : Ror2 : En:ENSMUSG00000021464, acb73 : Ctnnb1 : En:ENSMUSG00000006932, d9ec1 : Dkk1 : En:ENSMUSG00000024868, b4e57 : Dkk2 : En:ENSMUSG00000028031, b61c4 : Dkk4 : En:ENSMUSG00000031535, eb80c : Sost : En:ENSMUSG00000001494, b45bf : Serpinf1 : En:ENSMUSG00000000753, d2661 : Frat2 : En:ENSMUSG00000047604, f0b3b : Ctnnb1 : En:ENSMUSG00000006932, b127e : Sfrp1 : En:ENSMUSG00000031548, a49be : Sfrp2 : En:ENSMUSG00000027996, ed66e : Sfrp4 : En:ENSMUSG00000021319, f94bc : Sfrp5 : En:ENSMUSG00000018822, fd0b0 : Notum : En:ENSMUSG00000042988, fb46b : Cer1 : En:ENSMUSG00000038192, e65bf : Wif1 : En:ENSMUSG00000020218, cf09c : Porcn : En:ENSMUSG00000031169, f0c62 : Nkd1 : En:ENSMUSG00000031661, d4db4 : Nkd2 : En:ENSMUSG00000021567, c408f : Cxxc4 : En:ENSMUSG00000044365, a1f65 : Senp2 : En:ENSMUSG00000022855, f8c52 : Nlk : En:ENSMUSG00000017376, b1287 : Ctnnbip1 : En:ENSMUSG00000028988, b16bc : Sox17 : En:ENSMUSG00000025902, afcb1 : Ctbp1 : En:ENSMUSG00000037373, eddde : Ctbp2 : En:ENSMUSG00000030970, da362 : Mir16-2 : En:ENSMUSG00000065606, fbb04 : Nkd1 : En:ENSMUSG00000031661, e6cc0 : Hnrnpu : En:ENSMUSG00000039630, aa2d9 : Axin2 : En:ENSMUSG00000000142]	[]	[a8cad : CSNK2B : En:ENSG00000204435, c5d0c : MIR34A : En:ENSG00000228526, e55fa : CSNK1A1L : En:ENSG00000180138, c832e : MIR16-1 : En:ENSG00000208006, e427d : H19 : En:ENSG00000130600, cfdf7 : H19 : En:ENSG00000130600, b09b2 : H19 : En:ENSG00000130600]	[]	[daebe : CCAL : :, dfa16 : RBM5-AS1 : :, f85ce : lnc34A : :, d690b : MYU : :, b93e9 : ASBEL : :]
Complement activation (WP545)	100.0	42	42	0	0	0	0	[a0b : C1s1 : En:ENSMUSG00000038521, a29 : C1qb : En:ENSMUSG00000036905, a35 : C1rb : En:ENSMUSG00000098470, a79 : C1qa : En:ENSMUSG00000036887, b02 : C1qc : En:ENSMUSG00000036896, b55 : C8a : En:ENSMUSG00000035031, b73 : Masp2 : En:ENSMUSG00000028979, c86 : C2 : En:ENSMUSG00000024371, c99 : C3 : En:ENSMUSG00000024164, d72 : C9 : En:ENSMUSG00000022149, e26 : C8b : En:ENSMUSG00000029656, e77 : C6 : En:ENSMUSG00000022181, ee8 : C4b : En:ENSMUSG00000073418, eed : Cd55 : En:ENSMUSG00000026399, f70 : C4b : En:ENSMUSG00000073418, fb7 : C7 : En:ENSMUSG00000079105, fcc : Hc : En:ENSMUSG00000026874, b602b : C2 : En:ENSMUSG00000024371, ebcd1 : C4b : En:ENSMUSG00000073418, fbf96 : C3 : En:ENSMUSG00000024164, e1ff2 : C2 : En:ENSMUSG00000024371, f2b78 : C4b : En:ENSMUSG00000073418, b64ca : Hc : En:ENSMUSG00000026874, a403d : C1qb : En:ENSMUSG00000036905, c7a07 : C1qc : En:ENSMUSG00000036896, e04a1 : C1qa : En:ENSMUSG00000036887, c0d09 : C1rb : En:ENSMUSG00000098470, c3770 : C1s1 : En:ENSMUSG00000038521, ac3c9 : C8g : En:ENSMUSG00000015083, d549e : Masp1 : En:ENSMUSG00000022887, f2180 : C3 : En:ENSMUSG00000024164, eb60b : Cfb : En:ENSMUSG00000090231, b7269 : C3 : En:ENSMUSG00000024164, fe126 : C3 : En:ENSMUSG00000024164, cc359 : Cfb : En:ENSMUSG00000090231, c20da : Cfd : En:ENSMUSG00000061780, f5f37 : C3 : En:ENSMUSG00000024164, e0087 : Cfp : En:ENSMUSG00000001128, f1fef : C3 : En:ENSMUSG00000024164, b7fb1 : Cfb : En:ENSMUSG00000090231, a6c78 : Cfp : En:ENSMUSG00000001128, f5f68 : Hc : En:ENSMUSG00000026874]	[]	[]	[]	[]
Neural crest differentiation (WP2064)	99.0	123	122	0	1	0	0	[e0c75 : Bmp7 : En:ENSMUSG00000008999, a65e3 : Rhob : En:ENSMUSG00000054364, de36d : Myb : En:ENSMUSG00000019982, c06b7 : Itgb1 : En:ENSMUSG00000025809, aebd4 : Wnt1 : En:ENSMUSG00000022997, a53a5 : Tfap2a : En:ENSMUSG00000021359, c4b15 : Zic1 : En:ENSMUSG00000032368, e5c01 : Pax3 : En:ENSMUSG00000004872, fbe26 : Pax7 : En:ENSMUSG00000028736, ac2af : Dlx5 : En:ENSMUSG00000029755, eff3d : Msx1 : En:ENSMUSG00000048450, b6125 : Msx2 : En:ENSMUSG00000021469, f81b4 : Foxd3 : En:ENSMUSG00000067261, d3d21 : Snai1 : En:ENSMUSG00000042821, d86ed : Snai2 : En:ENSMUSG00000022676, f931f : Wnt3a : En:ENSMUSG00000009900, fe7b2 : Fzd3 : En:ENSMUSG00000007989, feba7 : Gsk3b : En:ENSMUSG00000022812, f8569 : Ctnnb1 : En:ENSMUSG00000006932, efbb3 : Tcf7l1 : En:ENSMUSG00000055799, b398b : Tcf4 : En:ENSMUSG00000053477, f0142 : Gbx2 : En:ENSMUSG00000034486, df842 : Axin2 : En:ENSMUSG00000000142, a36c1 : Axin1 : En:ENSMUSG00000024182, af9f6 : Dvl3 : En:ENSMUSG00000003233, d1d3c : Dvl2 : En:ENSMUSG00000020888, f3716 : Dvl1 : En:ENSMUSG00000029071, a4343 : Bmp4 : En:ENSMUSG00000021835, a193a : Smad1 : En:ENSMUSG00000031681, a7a4c : Id1 : En:ENSMUSG00000042745, a9bc3 : Notch1 : En:ENSMUSG00000026923, c524b : Dll3 : En:ENSMUSG00000003436, f9598 : Notch2 : En:ENSMUSG00000027878, b6975 : Dll4 : En:ENSMUSG00000027314, f4083 : Notch3 : En:ENSMUSG00000038146, fc68c : Dll1 : En:ENSMUSG00000014773, fe469 : Hey2 : En:ENSMUSG00000019789, dc90f : Twist1 : En:ENSMUSG00000035799, ba2c7 : Sox10 : En:ENSMUSG00000033006, c22de : Fgf2 : En:ENSMUSG00000037225, d150c : Hes5 : En:ENSMUSG00000048001, e242e : Hes1 : En:ENSMUSG00000022528, f6357 : Rbpj : En:ENSMUSG00000039191, a0846 : Hes5 : En:ENSMUSG00000048001, b355e : Hes1 : En:ENSMUSG00000022528, a24a3 : Fgfr1 : En:ENSMUSG00000031565, dbcd4 : Fgfr2 : En:ENSMUSG00000030849, e4910 : Fgfr3 : En:ENSMUSG00000054252, eb509 : Zic5 : En:ENSMUSG00000041703, adc7b : Myc : En:ENSMUSG00000022346, f96cf : Sox9 : En:ENSMUSG00000000567, f429e : Sox10 : En:ENSMUSG00000033006, ed0a8 : Isl1 : En:ENSMUSG00000042258, bf85e : Cdh6 : En:ENSMUSG00000039385, ae32b : Cdh2 : En:ENSMUSG00000024304, cb815 : Cdh1 : En:ENSMUSG00000000303, b2ae0 : Sox5 : En:ENSMUSG00000041540, cd396 : Ets1 : En:ENSMUSG00000032035, c6307 : Pax3 : En:ENSMUSG00000004872, acccb : Pax7 : En:ENSMUSG00000028736, fd3c0 : Nfkb1 : En:ENSMUSG00000028163, f7a1a : Cdh7 : En:ENSMUSG00000026312, fe7fc : Tfap2a : En:ENSMUSG00000021359, ec4d9 : Snai1 : En:ENSMUSG00000042821, a2d71 : Snai2 : En:ENSMUSG00000022676, b5a88 : Foxd3 : En:ENSMUSG00000067261, b9655 : Id1 : En:ENSMUSG00000042745, f79d4 : Sox9 : En:ENSMUSG00000000567, dd95c : Nfkb2 : En:ENSMUSG00000025225, f5459 : Neurog1 : En:ENSMUSG00000048904, cc05f : Sox10 : En:ENSMUSG00000033006, aed06 : Phox2b : En:ENSMUSG00000012520, a63cb : Gfap : En:ENSMUSG00000020932, fbd92 : Olig1 : En:ENSMUSG00000046160, d92dc : Olig2 : En:ENSMUSG00000039830, fa4f2 : Gjb1 : En:ENSMUSG00000047797, ba17d : Ascl1 : En:ENSMUSG00000020052, e5f13 : Mitf : En:ENSMUSG00000035158, ba933 : Pmp22 : En:ENSMUSG00000018217, f3c5c : Mpz : En:ENSMUSG00000056569, ade50 : Mbp : En:ENSMUSG00000041607, ea36b : Foxd3 : En:ENSMUSG00000067261, eb40e : Pax3 : En:ENSMUSG00000004872, f780a : Lhx1 : En:ENSMUSG00000018698, e9f6c : Lhx2 : En:ENSMUSG00000000247, e611a : Bmp4 : En:ENSMUSG00000021835, b6385 : Fgf8 : En:ENSMUSG00000025219, c1f43 : Fgf15 : En:ENSMUSG00000031073, f9f95 : Sox10 : En:ENSMUSG00000033006, cae36 : Pax3 : En:ENSMUSG00000004872, f1b39 : Pax7 : En:ENSMUSG00000028736, b4243 : Sox5 : En:ENSMUSG00000041540, c3a60 : Mitf : En:ENSMUSG00000035158, d2f0d : Hdac1 : En:ENSMUSG00000028800, d64ab : Hdac2 : En:ENSMUSG00000019777, adb66 : Hdac3 : En:ENSMUSG00000024454, b6946 : Hdac4 : En:ENSMUSG00000026313, f85c8 : Hdac5 : En:ENSMUSG00000008855, cf02a : Hdac6 : En:ENSMUSG00000031161, e46fe : Hdac7 : En:ENSMUSG00000022475, b5d34 : Hdac8 : En:ENSMUSG00000067567, ab2ba : Hdac9 : En:ENSMUSG00000004698, a7dfd : Hdac10 : En:ENSMUSG00000062906, b659c : Hdac11 : En:ENSMUSG00000034245, e003f : Ctbp2 : En:ENSMUSG00000030970, f0bf7 : Dct : En:ENSMUSG00000022129, f03b6 : Sox5 : En:ENSMUSG00000041540, c2556 : Sox9 : En:ENSMUSG00000000567, afb94 : Col2a1 : En:ENSMUSG00000022483, e22b9 : Col11a2 : En:ENSMUSG00000024330, a87c6 : Mia : En:ENSMUSG00000089661, a13db : Wnt8a : En:ENSMUSG00000012282, eff97 : Hoxb1 : En:ENSMUSG00000018973, db89b : Prtg : En:ENSMUSG00000036030, b0adf : Olig3 : En:ENSMUSG00000045591, c60af : Tbx6 : En:ENSMUSG00000030699, ac9c3 : Hoxa1 : En:ENSMUSG00000029844, d3dd9 : Lhx5 : En:ENSMUSG00000029595, f7a62 : Tlx2 : En:ENSMUSG00000068327, a527c : Tfap2b : En:ENSMUSG00000025927, f7d25 : Dmbx1 : En:ENSMUSG00000028707, ea98c : Hand1 : En:ENSMUSG00000037335]	[]	[f09f3 : NOTCH4 : En:ENSG00000204301]	[]	[]
Type 2 papillary renal cell carcinoma (WP4241)	94.0	39	37	0	2	0	0	[a835c : Fh1 : En:ENSMUSG00000026526, bfca0 : Epas1 : En:ENSMUSG00000024140, eac37 : Setd2 : En:ENSMUSG00000044791, a0263 : Tfe3 : En:ENSMUSG00000000134, d7f78 : Prcc : En:ENSMUSG00000004895, f4ee8 : Cdkn1a : En:ENSMUSG00000023067, fd357 : Tfe3 : En:ENSMUSG00000000134, b6159 : Sfpq : En:ENSMUSG00000028820, b9bf6 : Tfe3 : En:ENSMUSG00000000134, b4d8e : Dvl2 : En:ENSMUSG00000020888, deb77 : Ctsk : En:ENSMUSG00000028111, f51ad : Birc7 : En:ENSMUSG00000038840, c751f : Diaph1 : En:ENSMUSG00000024456, d21b6 : Hif1a : En:ENSMUSG00000021109, d3e46 : Ctsk : En:ENSMUSG00000028111, cb938 : Tfeb : En:ENSMUSG00000023990, ff316 : Tfeb : En:ENSMUSG00000023990, a8309 : Cadm2 : En:ENSMUSG00000064115, bedf2 : Hif1a : En:ENSMUSG00000021109, c9618 : Egln2 : En:ENSMUSG00000058709, bc25a : Egln3 : En:ENSMUSG00000035105, c575e : Eloc : En:ENSMUSG00000079658, c8698 : Elobl : En:ENSMUSG00000057534, bf965 : Vhl : En:ENSMUSG00000033933, bbf4f : Rbx1 : En:ENSMUSG00000022400, e599a : Cul2 : En:ENSMUSG00000024231, a4b8a : Arnt : En:ENSMUSG00000015522, eac3f : Arnt2 : En:ENSMUSG00000015709, cd555 : Crebbp : En:ENSMUSG00000022521, ff515 : Ep300 : En:ENSMUSG00000055024, acbf8 : Slc2a1 : En:ENSMUSG00000028645, b9733 : Vegfa : En:ENSMUSG00000023951, bdedf : Tgfb1 : En:ENSMUSG00000002603, aa053 : Tgfb2 : En:ENSMUSG00000039239, fcd2e : Tgfb3 : En:ENSMUSG00000021253, ab119 : Pdgfb : En:ENSMUSG00000000489, d1844 : Tgfa : En:ENSMUSG00000029999]	[]	[f410d : COL21A1 : En:ENSG00000124749, db7a1 : EGLN1 : En:ENSG00000135766]	[]	[]
Regulation of sister chromatid separation at the metaphase-anaphase transition (WP4240)	94.0	18	17	0	1	0	0	[a6d12 : Mad1l1 : En:ENSMUSG00000029554, c4e29 : Espl1 : En:ENSMUSG00000058290, e552f : Cdc20 : En:ENSMUSG00000006398, ea8de : Smc1a : En:ENSMUSG00000041133, d5230 : Mad2l1 : En:ENSMUSG00000029910, eb9e2 : Bub1 : En:ENSMUSG00000027379, e4f22 : Bub3 : En:ENSMUSG00000066979, faec9 : Cenpe : En:ENSMUSG00000045328, b3e8b : Anapc2 : En:ENSMUSG00000026965, f743f : Anapc11 : En:ENSMUSG00000025135, f4452 : Pttg1 : En:ENSMUSG00000020415, d2042 : Espl1 : En:ENSMUSG00000058290, cc4a3 : Pttg1 : En:ENSMUSG00000020415, d2924 : Smc3 : En:ENSMUSG00000024974, fcb47 : Rad21 : En:ENSMUSG00000022314, a83ee : Stag1 : En:ENSMUSG00000037286, d3a9c : Espl1 : En:ENSMUSG00000058290]	[]	[e8e62 : BUB1B : En:ENSG00000156970]	[]	[]
