Pathway	Homology Score	Total genes	Mapped genes	Multi-mapped genes	No homology mapping genes	No mapping genes	No xref genes	mapped genes	multi-mapped genes	no homology mapping genes	no mapping genes	no xref genes
ATR signaling (WP3875)	93.0	31	29	0	2	0	0	[a7f39 : RAD1 : En:ENSCAFG00845000923, ae025 : CHEK1 : En:ENSCAFG00845010598, e040b : RAD9A : En:ENSCAFG00845010617, fac18 : HUS1 : En:ENSCAFG00845026030, f5507 : RPA1 : En:ENSCAFG00845013823, e6a96 : ATR : En:ENSCAFG00845028753, b2ab1 : ATRIP : En:ENSCAFG00845006308, bdf45 : RPA1 : En:ENSCAFG00845013823, b82e9 : RPA1 : En:ENSCAFG00845013823, b7326 : RPA1 : En:ENSCAFG00845013823, e2cea : RPA1 : En:ENSCAFG00845013823, a078a : RPA1 : En:ENSCAFG00845013823, baea8 : RPA1 : En:ENSCAFG00845013823, fb546 : RPA1 : En:ENSCAFG00845013823, ed5f4 : RPA1 : En:ENSCAFG00845013823, bc4c9 : RPA1 : En:ENSCAFG00845013823, e93d0 : ATR : En:ENSCAFG00845028753, e3731 : ATRIP : En:ENSCAFG00845006308, ca1ca : RPA1 : En:ENSCAFG00845013823, b2907 : RPA1 : En:ENSCAFG00845013823, d9fac : RPA1 : En:ENSCAFG00845013823, eb779 : RPA1 : En:ENSCAFG00845013823, e4c42 : RPA1 : En:ENSCAFG00845013823, b0c75 : ATR : En:ENSCAFG00845028753, e216e : ATRIP : En:ENSCAFG00845006308, f176a : TOPBP1 : En:ENSCAFG00845029915, b1b78 : HUS1 : En:ENSCAFG00845026030, e7579 : RAD9A : En:ENSCAFG00845010617, d8a17 : RAD1 : En:ENSCAFG00845000923]	[]	[a592f : RAD9B : En:ENSG00000151164, a660f : RAD9B : En:ENSG00000151164]	[]	[]
Omega-3 / omega-6 fatty acid synthesis (WP4723)	88.0	34	30	0	2	0	2	[fcbf0 : FADS2 : En:ENSCAFG00845011145, c78c9 : ACSL1 : En:ENSCAFG00845023265, afec6 : FADS2 : En:ENSCAFG00845011145, c57da : PLA2G5 : En:ENSCAFG00845003090, d2600 : PLA2G6 : En:ENSCAFG00845024672, bd421 : PLA2G4A : En:ENSCAFG00845005405, e0784 : PLA2G4B : En:ENSCAFG00845030242, a7e7c : ACSL3 : En:ENSCAFG00845024588, c3fd0 : ACSL4 : En:ENSCAFG00845021378, e67a5 : ELOVL2 : En:ENSCAFG00845020568, c2c7b : ELOVL5 : En:ENSCAFG00845010176, d8b27 : FADS1 : En:ENSCAFG00845011265, e48bb : ACOX1 : En:ENSCAFG00845021096, a69d6 : ACOX3 : En:ENSCAFG00845010178, e2632 : FADS1 : En:ENSCAFG00845011265, c0c61 : FADS2 : En:ENSCAFG00845011145, f7ea9 : ELOVL2 : En:ENSCAFG00845020568, ec531 : ELOVL5 : En:ENSCAFG00845010176, a07bc : ACSL1 : En:ENSCAFG00845023265, fed7b : ACSL3 : En:ENSCAFG00845024588, eea2b : ACSL4 : En:ENSCAFG00845021378, ef0a3 : FADS2 : En:ENSCAFG00845011145, d71dc : PLA2G5 : En:ENSCAFG00845003090, e85f6 : PLA2G6 : En:ENSCAFG00845024672, e6b53 : PLA2G4A : En:ENSCAFG00845005405, a426b : PLA2G4B : En:ENSCAFG00845030242, b09fc : ACOX1 : En:ENSCAFG00845021096, be3ae : ACOX3 : En:ENSCAFG00845010178, b5df1 : ELOVL2 : En:ENSCAFG00845020568, de8f9 : ELOVL5 : En:ENSCAFG00845010176]	[]	[d79ac : ACOT2 : En:ENSG00000119673, d0cf1 : ACOT2 : En:ENSG00000119673]	[]	[b8610 : Acot1 : :, f0960 : Acot1 : :]
BMP2-WNT4-FOXO1 pathway in primary endometrial stromal cell differentiation (WP3876)	100.0	13	13	0	0	0	0	[a2b4c : SFRP1 : En:ENSCAFG00845008758, b3434 : DCN : En:ENSCAFG00845019761, c8f74 : SMAD9 : En:ENSCAFG00845028322, c9490 : BMP2 : En:ENSCAFG00845027004, d5543 : DKK1 : En:ENSCAFG00845028436, e7013 : SST : En:ENSCAFG00845022661, e9dd2 : BCL2L11 : En:ENSCAFG00845009241, ebed4 : CTNNB1 : En:ENSCAFG00845017609, f59b2 : WNT4 : En:ENSCAFG00845000755, f93d1 : SMAD5 : En:ENSCAFG00845014450, fcdcc : FOXO1 : En:ENSCAFG00845024108, fce33 : LEFTY2 : En:ENSCAFG00845009114, fdd77 : SMAD1 : En:ENSCAFG00845012104]	[]	[]	[]	[]
Glycerolipids and glycerophospholipids (WP4722)	91.0	24	22	0	1	0	1	[bb1f0 : GPAM : En:ENSCAFG00845029366, b97fc : CHPT1 : En:ENSCAFG00845008274, d1610 : PCYT2 : En:ENSCAFG00845008933, bc3a8 : CDS1 : En:ENSCAFG00845022114, e960c : PISD : En:ENSCAFG00845024889, c9d37 : DGAT1 : En:ENSCAFG00845009659, f9555 : PTDSS2 : En:ENSCAFG00845029535, a4dce : PNPLA2 : En:ENSCAFG00845006576, a2a52 : PLD1 : En:ENSCAFG00845024801, a3714 : DGKZ : En:ENSCAFG00845028466, e6fc3 : PNPLA3 : En:ENSCAFG00845012819, ebc37 : PTDSS1 : En:ENSCAFG00845016804, a7e6d : PEMT : En:ENSCAFG00845024010, f7349 : AGPAT4 : En:ENSCAFG00845002356, e201d : CDIPT : En:ENSCAFG00845000887, f6053 : CHKB : En:ENSCAFG00845027398, ef8a2 : PCYT1A : En:ENSCAFG00845029954, ccf0b : ETNK1 : En:ENSCAFG00845013814, b794c : GPAT4 : En:ENSCAFG00845008515, a1200 : DGAT2 : En:ENSCAFG00845011120, c1cf5 : PLA2G1B : En:ENSCAFG00845029696, b1e93 : PLA2G1B : En:ENSCAFG00845029696]	[]	[c0a0f : CRLS1 : En:ENSG00000088766]	[]	[b14f2 : PPap2a : :]
MYD88 distinct input-output pathway (WP3877)	86.0	30	26	0	2	0	2	[a2b6b : IRAK1 : En:ENSCAFG00845027126, ae366 : MYD88 : En:ENSCAFG00845029799, b4cdd : TLR9 : En:ENSCAFG00845030683, bf2fa : TLR5 : En:ENSCAFG00845019169, c1863 : IL1A : En:ENSCAFG00845011308, c2990 : TLR1 : En:ENSCAFG00845004950, c3a7f : TRAF6 : En:ENSCAFG00845020292, c7f57 : TLR4 : En:ENSCAFG00845012026, ccc44 : TIFA : En:ENSCAFG00845016552, d038b : TLR7 : En:ENSCAFG00845028303, d22be : JUN : En:ENSCAFG00845006541, d7103 : TLR2 : En:ENSCAFG00845009391, e8b97 : NFKB1 : En:ENSCAFG00845025570, eafe8 : UBE2V1 : En:ENSCAFG00845025977, ef4a0 : UBE2N : En:ENSCAFG00845021013, f2140 : TLR8 : En:ENSCAFG00845028394, a118d : MYD88 : En:ENSCAFG00845029799, f2193 : MYD88 : En:ENSCAFG00845029799, c446e : MYD88 : En:ENSCAFG00845029799, d6c5c : MYD88 : En:ENSCAFG00845029799, a128e : MYD88 : En:ENSCAFG00845029799, afb6c : TRAF6 : En:ENSCAFG00845020292, ad32c : TIFA : En:ENSCAFG00845016552, dc8b6 : UBE2N : En:ENSCAFG00845021013, dab09 : UBE2V1 : En:ENSCAFG00845025977, db2f5 : IRAK1 : En:ENSCAFG00845027126]	[]	[bb2e5 : TLR6 : En:ENSG00000174130, dceba : TLR10 : En:ENSG00000174123]	[]	[a02c4 : CRE : :, b06ac : TLR11 : :]
Sphingolipid metabolism overview (WP4725)	92.0	27	25	0	0	0	2	[ac40d : CERK : En:ENSCAFG00845009002, b2311 : SGPP1 : En:ENSCAFG00845001562, b614f : ASAH1 : En:ENSCAFG00845017089, b96e1 : SGMS1 : En:ENSCAFG00845029103, b9b00 : SPHK2 : En:ENSCAFG00845000947, bd74a : SGPL1 : En:ENSCAFG00845004410, c268f : UGCG : En:ENSCAFG00845005657, d5e45 : SPTLC1 : En:ENSCAFG00845017253, d6dbc : SPHK1 : En:ENSCAFG00845018270, d7335 : DEGS1 : En:ENSCAFG00845012915, de6f3 : KDSR : En:ENSCAFG00845002496, e40f3 : SPTLC2 : En:ENSCAFG00845007510, f4e24 : CERS4 : En:ENSCAFG00845029643, c24ce : CERS4 : En:ENSCAFG00845029643, e4848 : CERS6 : En:ENSCAFG00845019818, fe827 : SMPD1 : En:ENSCAFG00845007383, b3147 : DEGS2 : En:ENSCAFG00845004234, efc57 : SGMS2 : En:ENSCAFG00845028905, a5a0a : PLPP3 : En:ENSCAFG00845013841, cbfa3 : UGT8 : En:ENSCAFG00845028928, ac8a6 : CERS1 : En:ENSCAFG00845019662, fc613 : CERS4 : En:ENSCAFG00845029643, fed26 : CERS2 : En:ENSCAFG00845020459, f166f : CERS3 : En:ENSCAFG00845001223, a9f9a : SGPP2 : En:ENSCAFG00845017440]	[]	[]	[]	[a9de8 : Ppap2a : :, c0dd9 : Ppap2c : :]
ATM signaling in development and disease  (WP3878)	90.0	66	60	0	4	0	2	[a01c3 : RASGRF1 : En:ENSCAFG00845005087, a03b4 : HSPB1 : En:ENSCAFG00845004436, a230e : HMGN1 : En:ENSCAFG00845016912, a4967 : RNF20 : En:ENSCAFG00845009367, a49db : RNF168 : En:ENSCAFG00845030062, a578c : CHEK1 : En:ENSCAFG00845010598, a6c8d : ATR : En:ENSCAFG00845028753, a8846 : STK11 : En:ENSCAFG00845013078, ac2e8 : ATM : En:ENSCAFG00845003472, b3611 : CDK1 : En:ENSCAFG00845002973, b5b13 : ATM : En:ENSCAFG00845003472, b9164 : MRE11 : En:ENSCAFG00845020248, ba803 : CEP63 : En:ENSCAFG00845030368, bab04 : TRIM28 : En:ENSCAFG00845000223, bb156 : G6PD : En:ENSCAFG00845029388, bc027 : PPP5C : En:ENSCAFG00845004375, c0644 : PTPA : En:ENSCAFG00845023830, c429a : PPM1D : En:ENSCAFG00845028053, c48f9 : ATF2 : En:ENSCAFG00845017708, c82fd : H2AX : En:ENSCAFG00845000497, c8b8b : MTOR : En:ENSCAFG00845002541, ca0f9 : ATMIN : En:ENSCAFG00845020541, cdc22 : TTC28 : En:ENSCAFG00845030072, cf313 : NFKB1 : En:ENSCAFG00845025570, cf429 : DCLRE1C : En:ENSCAFG00845014762, d2301 : IKBKG : En:ENSCAFG00845029634, d3957 : MAP3K5 : En:ENSCAFG00845006194, d3b07 : RIF1 : En:ENSCAFG00845008561, d4d42 : HDAC4 : En:ENSCAFG00845030282, d7c1d : MDC1 : En:ENSCAFG00845007833, d9807 : NBN : En:ENSCAFG00845019442, db46d : CDK5 : En:ENSCAFG00845008961, de13d : TP53BP1 : En:ENSCAFG00845023383, de9be : DCLRE1C : En:ENSCAFG00845014762, e7db4 : RAD50 : En:ENSCAFG00845010682, ea0f5 : PTPA : En:ENSCAFG00845023830, ea602 : LBR : En:ENSCAFG00845010980, ebab1 : RBBP8 : En:ENSCAFG00845015508, ecd74 : HMGN1 : En:ENSCAFG00845016912, ee440 : SMC1A : En:ENSCAFG00845029049, eec64 : PRKDC : En:ENSCAFG00845027748, f1ebd : CDK5R1 : En:ENSCAFG00845012076, f474f : KAT5 : En:ENSCAFG00845018593, f4ffc : BUB1 : En:ENSCAFG00845008495, f9b71 : PRKAA1 : En:ENSCAFG00845002768, f9e61 : RNF40 : En:ENSCAFG00845013282, fc10c : Aurora B : En:ENSCAFG00845023741, fe4f5 : TSC2 : En:ENSCAFG00845016084, d2e55 : ATM : En:ENSCAFG00845003472, b6d65 : ATM : En:ENSCAFG00845003472, cba00 : ATM : En:ENSCAFG00845003472, a6f77 : MRE11 : En:ENSCAFG00845020248, bf611 : RAD50 : En:ENSCAFG00845010682, bf704 : NBN : En:ENSCAFG00845019442, f55e4 : ATM : En:ENSCAFG00845003472, c0cfd : NBN : En:ENSCAFG00845019442, b3c17 : MRE11 : En:ENSCAFG00845020248, e999e : RAD50 : En:ENSCAFG00845010682, de60c : ATM : En:ENSCAFG00845003472, bbcbe : ATM : En:ENSCAFG00845003472]	[]	[c1ec9 : MRE11B : En:ENSG00000242537, cc768 : RNF8 : En:ENSG00000112130, a0e81 : MRE11B : En:ENSG00000242537, b0c34 : MRE11B : En:ENSG00000242537]	[]	[adc8e : uH2A : :, f0698 : uH2B : :]
Omega-9 fatty acid synthesis (WP4724)	81.0	16	13	0	1	0	2	[adf50 : FADS1 : En:ENSCAFG00845011265, d781f : ACSL1 : En:ENSCAFG00845023265, f2ca4 : SCD5 : En:ENSCAFG00845019428, fbf4a : FASN : En:ENSCAFG00845007524, de97d : ACSL3 : En:ENSCAFG00845024588, b0e7a : ACSL4 : En:ENSCAFG00845021378, accf4 : ELOVL2 : En:ENSCAFG00845020568, a0e32 : ELOVL5 : En:ENSCAFG00845010176, d97bb : ELOVL6 : En:ENSCAFG00845030224, f98c9 : ELOVL3 : En:ENSCAFG00845023260, dfd88 : ELOVL1 : En:ENSCAFG00845019459, dcfb6 : SCD : En:ENSCAFG00845016649, d3ed5 : FADS2 : En:ENSCAFG00845011145]	[]	[f7f39 : ACOT2 : En:ENSG00000119673]	[]	[cedd3 : Acot1 : :, fd285 : Acot1 : :]
Sulindac metabolic pathway (WP2542)	85.0	7	6	0	0	1	0	[adfbb : CYP1B1 : En:ENSCAFG00845020438, c2ce3 : MSRB2 : En:ENSCAFG00845006829, e495e : MSRA : En:ENSCAFG00845020456, aff0a : MsrB3 : En:ENSCAFG00845012283, e312f : CYP1A2 : En:ENSCAFG00845017565, d8d1c : CYP1A2 : En:ENSCAFG00845017565]	[]	[]	[ed228 : FMO : I:IPR000960]	[]
Eicosanoid metabolism via lipooxygenases (LOX) (WP4721)	81.0	60	49	0	4	0	7	[a59cb : LTA4H : En:ENSCAFG00845024692, bf58e : LTB4R : En:ENSCAFG00845006939, dd24a : ALOX15B : En:ENSCAFG00845027303, f3246 : ALOX5 : En:ENSCAFG00845026331, c86ad : ALOX15 : En:ENSCAFG00845016761, d1746 : HPGD : En:ENSCAFG00845018083, d668e : ALOX12 : En:ENSCAFG00845017004, f8928 : LTC4S : En:ENSCAFG00845007863, e6f64 : CYP4F22 : En:ENSCAFG00845015783, d3e29 : ACOX1 : En:ENSCAFG00845021096, daf51 : ACOX2 : En:ENSCAFG00845018826, af171 : ACOX3 : En:ENSCAFG00845010178, e5318 : EHHADH : En:ENSCAFG00845029715, ff9c6 : ACAA1 : En:ENSCAFG00845029630, bfb42 : GGT5 : En:ENSCAFG00845023225, b2cec : DPEP1 : En:ENSCAFG00845002242, a47b6 : PTGR1 : En:ENSCAFG00845005537, da9a1 : PTGR2 : En:ENSCAFG00845013371, bfa6f : ALOX12 : En:ENSCAFG00845017004, e878b : ALOX5 : En:ENSCAFG00845026331, fefcc : PTGR1 : En:ENSCAFG00845005537, d953e : PTGR2 : En:ENSCAFG00845013371, a311d : HPGD : En:ENSCAFG00845018083, c7604 : ALOX5 : En:ENSCAFG00845026331, ef917 : LTA4H : En:ENSCAFG00845024692, c097e : LTB4R2 : En:ENSCAFG00845006915, b3496 : PPARA : En:ENSCAFG00845010405, ca3a2 : LTC4S : En:ENSCAFG00845007863, a5470 : CYSLTR1 : En:ENSCAFG00845020915, f3ad3 : CYSLTR2 : En:ENSCAFG00845025181, aee05 : FPR2 : En:ENSCAFG00845004824, bd9ee : ALOX15B : En:ENSCAFG00845027303, be9b4 : ALOX15 : En:ENSCAFG00845016761, f5abf : ALOX15 : En:ENSCAFG00845016761, e708b : ALOX12 : En:ENSCAFG00845017004, e5d4c : ALOX12 : En:ENSCAFG00845017004, edd86 : PPARA : En:ENSCAFG00845010405, eb03a : PPARD : En:ENSCAFG00845028955, b6eee : TRPA1 : En:ENSCAFG00845027132, d4bd0 : TRPV1 : En:ENSCAFG00845015972, d864f : ALOX5 : En:ENSCAFG00845026331, fdaf8 : ALOX5 : En:ENSCAFG00845026331, f5848 : ALOX15 : En:ENSCAFG00845016761, ca3e2 : ALOX12 : En:ENSCAFG00845017004, cdec9 : ALOX15 : En:ENSCAFG00845016761, e4b16 : ALOX15B : En:ENSCAFG00845027303, ab284 : ALOX15 : En:ENSCAFG00845016761, e28f2 : ALOX12 : En:ENSCAFG00845017004, d4169 : ALOX12 : En:ENSCAFG00845017004]	[]	[a4966 : CYP4A11 : En:ENSG00000187048, e5a34 : CYP4A22 : En:ENSG00000162365, b4322 : CYP4A22 : En:ENSG00000162365, d8694 : CYP4F12 : En:ENSG00000186204]	[]	[b070b : 5-HEDH : :, ce667 : MBD : :, ef50f : GGT : :, b6e4d : HXEH : :, dff4d : 12-HEDH : :, cd171 : Ggt1 : :, b1a2b : Dpep2 : :]
Canonical and non-canonical TGF-B signaling (WP3874)	100.0	29	29	0	0	0	0	[a576a : SMAD3 : En:ENSCAFG00845016639, a57f4 : SMAD4 : En:ENSCAFG00845003229, a74fe : SMAD2 : En:ENSCAFG00845002338, ad3ab : BMP1 : En:ENSCAFG00845025214, afc44 : TGFBR1 : En:ENSCAFG00845007708, bc9bf : GREM1 : En:ENSCAFG00845031113, bd599 : BMPR2 : En:ENSCAFG00845015459, bef3e : LOXL4 : En:ENSCAFG00845030491, c21db : B9D2 : En:ENSCAFG00845002395, c3be4 : MAPK9 : En:ENSCAFG00845006710, c78cf : MAPK14 : En:ENSCAFG00845008249, ce8a3 : MAPK8 : En:ENSCAFG00845019380, e2038 : BMPR1A : En:ENSCAFG00845006910, e3b6a : LOXL1 : En:ENSCAFG00845028254, e52e0 : TGFBR2 : En:ENSCAFG00845022794, e8f44 : LOX : En:ENSCAFG00845007914, ec137 : LOXL2 : En:ENSCAFG00845017019, e74dc : LOXL4 : En:ENSCAFG00845030491, dba7e : LOXL2 : En:ENSCAFG00845017019, a22a4 : LOXL1 : En:ENSCAFG00845028254, c1a90 : LOX : En:ENSCAFG00845007914, df272 : LOX : En:ENSCAFG00845007914, ce557 : LOXL1 : En:ENSCAFG00845028254, f4a5f : LOX : En:ENSCAFG00845007914, d1b2d : LOXL1 : En:ENSCAFG00845028254, da652 : LOXL1 : En:ENSCAFG00845028254, db6a4 : LOXL4 : En:ENSCAFG00845030491, c4b33 : LOXL1 : En:ENSCAFG00845028254, bfb9d : LOXL4 : En:ENSCAFG00845030491]	[]	[]	[]	[]
Cholesterol metabolism with Bloch and Kandutsch-Russell pathways (WP4718)	91.0	68	62	0	3	0	3	[aa220 : SREBF1 : En:ENSCAFG00845023192, b3dae : ABCA1 : En:ENSCAFG00845010374, c3a79 : HMGCR : En:ENSCAFG00845011849, c905a : NR1H3 : En:ENSCAFG00845024090, cb5b5 : SOAT1 : En:ENSCAFG00845005946, eb018 : FASN : En:ENSCAFG00845007524, ecff5 : DHCR7 : En:ENSCAFG00845013203, f5281 : DHCR24 : En:ENSCAFG00845014247, f3d8e : SC5D : En:ENSCAFG00845013494, de41a : NSDHL : En:ENSCAFG00845021255, a4c7a : CYP51A1 : En:ENSCAFG00845012499, d362f : TM7SF2 : En:ENSCAFG00845026528, c2585 : MSMO1 : En:ENSCAFG00845027078, f52ce : HSD17B7 : En:ENSCAFG00845026233, ba8a0 : DHCR24 : En:ENSCAFG00845014247, e814e : CYP46A1 : En:ENSCAFG00845004031, efca4 : CYP27A1 : En:ENSCAFG00845028313, c4546 : SOAT2 : En:ENSCAFG00845022156, a6a23 : ACAT2 : En:ENSCAFG00845001848, ff67e : HMGCS1 : En:ENSCAFG00845001633, c4ec3 : HMGCS2 : En:ENSCAFG00845006979, db6e1 : MVK : En:ENSCAFG00845022604, cf299 : PMVK : En:ENSCAFG00845014186, cc32e : MVD : En:ENSCAFG00845003495, a6801 : SQLE : En:ENSCAFG00845012036, c0ff0 : IDI1 : En:ENSCAFG00845000297, b226c : FDFT1 : En:ENSCAFG00845018898, f0820 : GGPS1 : En:ENSCAFG00845003438, d5ff3 : FDPS : En:ENSCAFG00845011910, f52aa : LSS : En:ENSCAFG00845024919, a953a : CYP51A1 : En:ENSCAFG00845012499, eb5a2 : DHCR7 : En:ENSCAFG00845013203, d5bf1 : DHCR24 : En:ENSCAFG00845014247, ac50c : NR1H2 : En:ENSCAFG00845018363, cf0ab : ABCG1 : En:ENSCAFG00845030427, e201b : MYLIP : En:ENSCAFG00845024271, f84f3 : SREBF2 : En:ENSCAFG00845015666, ba146 : ACSL1 : En:ENSCAFG00845023265, cd78e : ACSL3 : En:ENSCAFG00845024588, eccbc : ACSL4 : En:ENSCAFG00845021378, c4de4 : ELOVL2 : En:ENSCAFG00845020568, b4459 : ELOVL3 : En:ENSCAFG00845023260, f2c1a : ELOVL4 : En:ENSCAFG00845009234, e41d4 : ELOVL5 : En:ENSCAFG00845010176, d8359 : FADS1 : En:ENSCAFG00845011265, c2c3d : FADS2 : En:ENSCAFG00845011145, c2197 : SCD : En:ENSCAFG00845016649, fc99e : CYP51A1 : En:ENSCAFG00845012499, a2acf : TM7SF2 : En:ENSCAFG00845026528, e2406 : MSMO1 : En:ENSCAFG00845027078, ff601 : NSDHL : En:ENSCAFG00845021255, f3766 : LBR : En:ENSCAFG00845010980, ce460 : TM7SF2 : En:ENSCAFG00845026528, b723e : MSMO1 : En:ENSCAFG00845027078, c3fa1 : NSDHL : En:ENSCAFG00845021255, a814c : LBR : En:ENSCAFG00845010980, ced98 : HSD17B7 : En:ENSCAFG00845026233, d4a5a : MSMO1 : En:ENSCAFG00845027078, dae8a : NSDHL : En:ENSCAFG00845021255, d0882 : HSD17B7 : En:ENSCAFG00845026233, de415 : CYP51A1 : En:ENSCAFG00845012499, e64ce : HSD17B7 : En:ENSCAFG00845026233]	[]	[bd6fe : CH25H : En:ENSG00000138135, a3759 : EBP : En:ENSG00000147155, bde89 : ACOT2 : En:ENSG00000119673]	[]	[e6e39 : Idi2 : :, a743a : Scd2 : :, c48d2 : Acot1 : :]
Novel intracellular components of RIG-I-like receptor (RLR) pathway (WP3865)	90.0	71	64	0	2	0	5	[null : MAPK8 : En:ENSCAFG00845019380, null : MAPK14 : En:ENSCAFG00845008249, null : MAPK13 : En:ENSCAFG00845008508, null : MAPK12 : En:ENSCAFG00845005996, null : MAPK11 : En:ENSCAFG00845005951, a7226 : DDX17 : En:ENSCAFG00845023692, cc1ec : DDX3Y : En:ENSCAFG00845022201, d0e42 : ECSCR : En:ENSCAFG00845000875, e52a8 : CYLD : En:ENSCAFG00845003806, e58ec : CXCL8 : En:ENSCAFG00845006275, ecffd : ISG15 : En:ENSCAFG00845020316, c7b71 : TRIM25 : En:ENSCAFG00845018182, c41ad : ATG5 : En:ENSCAFG00845007954, f80ef : ATG12 : En:ENSCAFG00845005357, b0bf2 : NLRX1 : En:ENSCAFG00845014678, cf696 : MAVS : En:ENSCAFG00845013869, afa09 : DHX58 : En:ENSCAFG00845010366, a3750 : RNF125 : En:ENSCAFG00845010018, f3ebe : IFIH1 : En:ENSCAFG00845030313, fa26d : TKFC : En:ENSCAFG00845012900, c52ce : OTUD5 : En:ENSCAFG00845031005, b2ecc : TRAF3 : En:ENSCAFG00845016806, edeb5 : TRADD : En:ENSCAFG00845010243, d1cfa : TANK : En:ENSCAFG00845029606, ae95a : AZI2 : En:ENSCAFG00845024121, e28da : TBKBP1 : En:ENSCAFG00845015281, d028b : FADD : En:ENSCAFG00845014582, aec85 : RIPK1 : En:ENSCAFG00845017400, fa669 : SIKE1 : En:ENSCAFG00845027120, c84f6 : IKBKE : En:ENSCAFG00845028469, d3092 : TBK1 : En:ENSCAFG00845011038, f6a1a : IKBKG : En:ENSCAFG00845029634, c4aed : CASP8 : En:ENSCAFG00845030024, bb50d : CASP10 : En:ENSCAFG00845029977, b76eb : DDX3X : En:ENSCAFG00845024733, ed413 : PIN1 : En:ENSCAFG00845022850, f1f88 : IRF3 : En:ENSCAFG00845023315, b8295 : IRF7 : En:ENSCAFG00845017064, bbc1a : IKBKG : En:ENSCAFG00845029634, a6fcc : CHUK : En:ENSCAFG00845016257, ff039 : IKBKB : En:ENSCAFG00845006197, e94e9 : NFKBIA : En:ENSCAFG00845002047, a73b2 : NFKBIB : En:ENSCAFG00845004879, d0d1a : NFKB1 : En:ENSCAFG00845025570, a38b2 : RELA : En:ENSCAFG00845019016, eb08c : MAPK10 : En:ENSCAFG00845023201, f88ce : MAPK9 : En:ENSCAFG00845006710, a359f : MAP3K7 : En:ENSCAFG00845008051, bcbb5 : MAP3K1 : En:ENSCAFG00845028679, e3800 : TRAF2 : En:ENSCAFG00845005186, e1c8f : TRAF6 : En:ENSCAFG00845020292, b4b1c : IRF3 : En:ENSCAFG00845023315, fb6c5 : IRF7 : En:ENSCAFG00845017064, d01f9 : NFKB1 : En:ENSCAFG00845025570, e49b6 : RELA : En:ENSCAFG00845019016, b92a6 : IFNG : En:ENSCAFG00845013680, a1089 : IFNA1 : En:ENSCAFG00845016171, d5804 : IFNB1 : En:ENSCAFG00845016293, f9613 : IFNK : En:ENSCAFG00845018736, bc8fe : TNF : En:ENSCAFG00845010558, e115d : CXCL12 : En:ENSCAFG00845026834, b04e9 : CXCL10 : En:ENSCAFG00845029862, ab4f3 : ISG15 : En:ENSCAFG00845020316, b0000 : SNW1 : En:ENSCAFG00845007783]	[]	[b8e3f : DDX58 : En:ENSG00000107201, c4ec6 : IFNE : En:ENSG00000184995]	[]	[ac286 : short dsRNA : :, c0598 : 5'ppp-RNA : :, ddd3c : long dsRNA : :, dd12b : viral RNA : :, df485 : viral RNA : :]
Colchicine metabolic pathway (WP2536)	100.0	1	1	0	0	0	0	[ff780 : CYP3A12 : En:ENSCAFG00845023773]	[]	[]	[]	[]
