Pathway	Homology Score	Total genes	Mapped genes	Multi-mapped genes	No homology mapping genes	No mapping genes	No xref genes	mapped genes	multi-mapped genes	no homology mapping genes	no mapping genes	no xref genes
MFAP5-mediated ovarian cancer cell motility and invasiveness (WP3301)	100.0	23	23	0	0	0	0	[a7bcb : TNNC1 : En:ENSBTAG00000045757, b1584 : CREB1 : En:ENSBTAG00000005474, b7eea : MFAP5 : En:ENSBTAG00000000310, ba2ae : ITGB3 : En:ENSBTAG00000009987, c359a : TNNC1 : En:ENSBTAG00000045757, c59d3 : RYR3 : En:ENSBTAG00000053901, d266c : PLCG1 : En:ENSBTAG00000017584, e0e26 : PTK2 : En:ENSBTAG00000009578, eb343 : PRKCQ : En:ENSBTAG00000010664, ef707 : ITPR3 : En:ENSBTAG00000013245, f4e1e : JUN : En:ENSBTAG00000004037, f9b46 : ITGAV : En:ENSBTAG00000019929, fa04d : MAPK1 : En:ENSBTAG00000010312, e2883 : PTK2 : En:ENSBTAG00000009578, be7bf : PRKCQ : En:ENSBTAG00000010664, a6bf7 : PLCG1 : En:ENSBTAG00000017584, c5193 : TNNC1 : En:ENSBTAG00000045757, e2f2e : CREB1 : En:ENSBTAG00000005474, afc13 : CREB1 : En:ENSBTAG00000005474, e92c5 : MAPK1 : En:ENSBTAG00000010312, c4843 : JUN : En:ENSBTAG00000004037, ab54f : MAPK3 : En:ENSBTAG00000016156, a58a5 : MAPK3 : En:ENSBTAG00000016156]	[]	[]	[]	[]
eIF5A regulation in response to inhibition of the nuclear export system (WP3302)	100.0	12	12	0	0	0	0	[ace16 : XPO4 : En:ENSBTAG00000003710, d5475 : EIF5A : En:ENSBTAG00000002018, a2cd3 : IGF2BP1 : En:ENSBTAG00000011736, bfcd5 : EIF5A : En:ENSBTAG00000002018, b698b : EIF5A : En:ENSBTAG00000002018, de3be : XPO4 : En:ENSBTAG00000003710, b627d : EIF5A : En:ENSBTAG00000002018, faa51 : IGF2BP1 : En:ENSBTAG00000011736, e970e : XPO1 : En:ENSBTAG00000013254, a57ba : EIF5A : En:ENSBTAG00000002018, b02a6 : IGF2BP1 : En:ENSBTAG00000011736, ebdf0 : XPO1 : En:ENSBTAG00000013254]	[]	[]	[]	[]
 Lipids measured in liver metastasis from breast cancer (WP4627)	83.0	6	5	0	0	1	0	[b6d62 : LPIN1 : En:ENSBTAG00000007689, c7247 : ABHD5 : En:ENSBTAG00000008416, dd6a3 : DGKZ : En:ENSBTAG00000013636, fe5ee : CDS1 : En:ENSBTAG00000045787, bbdb4 : MBOAT7 : En:ENSBTAG00000015908]	[]	[]	[fbb7c : Lecithin retinol acyltransferase : S:Q9JI60]	[]
Aerobic glycolysis (WP4629)	81.0	16	13	0	0	1	2	[cc85c : HK1 : En:ENSBTAG00000012380, f9637 : SLC2A1 : En:ENSBTAG00000009617, b9cbd : PGK1 : En:ENSBTAG00000000894, daabb : ENO1 : En:ENSBTAG00000013411, ae83f : GPI : En:ENSBTAG00000006396, ca23f : LDHA : En:ENSBTAG00000008683, fbe23 : PKM : En:ENSBTAG00000001601, a8e1c : ALDOA : En:ENSBTAG00000012927, b5af6 : PFKM : En:ENSBTAG00000000286, abb35 : GAPDH : En:ENSBTAG00000014731, d214c : PGAM2 : En:ENSBTAG00000014547, a0d21 : TPI1 : En:ENSBTAG00000019782, bfab9 : GPI : En:ENSBTAG00000006396]	[]	[]	[b388c : LACT : L:0]	[e55fb : ATPase : :, fdee0 : AK : :]
Heart development (WP1591)	100.0	64	64	0	0	0	0	[a3a1a : HEY2 : En:ENSBTAG00000000919, a4fa7 : VEGFC : En:ENSBTAG00000014737, a7e2c : MAPK1 : En:ENSBTAG00000010312, aaa88 : SMAD1 : En:ENSBTAG00000002835, acc16 : FGF8 : En:ENSBTAG00000001530, ad570 : FOXH1 : En:ENSBTAG00000004761, addb0 : GATA4 : En:ENSBTAG00000005425, b4a10 : CTNNB1 : En:ENSBTAG00000016420, b4b54 : NKX2-5 : En:ENSBTAG00000020568, b54af : ERBB3 : En:ENSBTAG00000010444, b5f20 : IRX4 : En:ENSBTAG00000015907, b679f : PTPN11 : En:ENSBTAG00000002048, b6c7d : TBX5 : En:ENSBTAG00000011384, b7739 : NOTCH1 : En:ENSBTAG00000022799, b8ef4 : NKX2-5 : En:ENSBTAG00000020568, b90f7 : BMPR2 : En:ENSBTAG00000006420, ba0ce : TBX20 : En:ENSBTAG00000017541, ba959 : BHLHE40 : En:ENSBTAG00000009863, bab20 : MEF2C : En:ENSBTAG00000020701, bb656 : SMYD1 : En:ENSBTAG00000021120, bcec2 : BMP2 : En:ENSBTAG00000005111, bfdd3 : MEF2C : En:ENSBTAG00000020701, c0017 : NKX2-5 : En:ENSBTAG00000020568, c0475 : FOXC1 : En:ENSBTAG00000050875, c120a : TBX5 : En:ENSBTAG00000011384, c16db : BMP10 : En:ENSBTAG00000000992, c3689 : NKX2-5 : En:ENSBTAG00000020568, c3762 : bta-mir-145 : En:ENSBTAG00000029857, c6a5a : FOXC2 : En:ENSBTAG00000012465, c8da1 : HEY1 : En:ENSBTAG00000015717, ca2da : MIR1-1 : En:ENSBTAG00000029790, cb1bf : GATA4 : En:ENSBTAG00000005425, cb637 : NFATC4 : En:ENSBTAG00000006366, ce068 : ISL1 : En:ENSBTAG00000001241, cfde6 : bta-mir-143 : En:ENSBTAG00000030114, d39f4 : NFATC1 : En:ENSBTAG00000000656, d3e57 : TBX2 : En:ENSBTAG00000014278, d4fb8 : VEGFA : En:ENSBTAG00000005339, d53af : NOTCH1 : En:ENSBTAG00000022799, da35b : GATA4 : En:ENSBTAG00000005425, dd100 : BMPR1A : En:ENSBTAG00000000231, ddccf : SHH : En:ENSBTAG00000024552, ded3d : VEGFB : En:ENSBTAG00000047567, dee12 : FGF10 : En:ENSBTAG00000051910, dfcf6 : GATA6 : En:ENSBTAG00000005734, e0c01 : GATA4 : En:ENSBTAG00000005425, e36ca : SRF : En:ENSBTAG00000012777, e4024 : TBX20 : En:ENSBTAG00000017541, e4286 : SMAD4 : En:ENSBTAG00000006919, e67d4 : HAND2 : En:ENSBTAG00000044123, ea8fb : NFATC2 : En:ENSBTAG00000018270, eb125 : MEF2C : En:ENSBTAG00000020701, eb211 : TBX1 : En:ENSBTAG00000048862, ed6dd : TBX2 : En:ENSBTAG00000014278, ee70c : FOXA2 : En:ENSBTAG00000012407, eeaa5 : BMP4 : En:ENSBTAG00000003835, f02db : BMP2 : En:ENSBTAG00000005111, f04e9 : NKX2-5 : En:ENSBTAG00000020568, f2186 : PITX2 : En:ENSBTAG00000009059, f491c : SRF : En:ENSBTAG00000012777, f7f21 : NFATC3 : En:ENSBTAG00000004368, fc9ee : TBX5 : En:ENSBTAG00000011384, fe1d7 : TBX5 : En:ENSBTAG00000011384, feb08 : HAND1 : En:ENSBTAG00000002335]	[]	[]	[]	[]
Retinoblastoma gene in cancer (WP2446)	98.0	172	170	0	2	0	0	[a019a : ORC1 : En:ENSBTAG00000002719, a04be : RAF1 : En:ENSBTAG00000045748, a0745 : FAF1 : En:ENSBTAG00000014482, a0909 : MCM7 : En:ENSBTAG00000030965, a0ee4 : RPA1 : En:ENSBTAG00000009711, a173a : CCNB2 : En:ENSBTAG00000005269, a26e4 : CDC45 : En:ENSBTAG00000004286, a5854 : SMC2 : En:ENSBTAG00000008772, a6ad2 : PLK4 : En:ENSBTAG00000039552, a6ff7 : MCM7 : En:ENSBTAG00000030965, a7658 : ANLN : En:ENSBTAG00000009218, a8c53 : NPAT : En:ENSBTAG00000010286, a9cfd : RRM2 : En:ENSBTAG00000008216, ab11c : MCM3 : En:ENSBTAG00000010721, ae865 : TYMS : En:ENSBTAG00000053268, af3f7 : POLA1 : En:ENSBTAG00000008170, b037d : MDM2 : En:ENSBTAG00000055210, b0a37 : CDT1 : En:ENSBTAG00000000638, b7adc : MSH6 : En:ENSBTAG00000001424, b9e59 : CDK1 : En:ENSBTAG00000010109, bcdfb : SUV39H1 : En:ENSBTAG00000004706, bd27b : KIF4A : En:ENSBTAG00000012861, bd372 : RFC5 : En:ENSBTAG00000007137, bdca9 : bta-mir-29b-2 : En:ENSBTAG00000051785, c10d8 : RFC4 : En:ENSBTAG00000014727, c3cf7 : bta-mir-29b-1 : En:ENSBTAG00000029980, c5812 : CCNE2 : En:ENSBTAG00000004906, c5c9c : E2F1 : En:ENSBTAG00000003971, c65e4 : SAP30 : En:ENSBTAG00000015578, c7880 : CCDC6 : En:ENSBTAG00000003189, c92a6 : MCM6 : En:ENSBTAG00000015172, ca1d7 : RABIF : En:ENSBTAG00000013560, cb153 : BARD1 : En:ENSBTAG00000051601, cc849 : CDK4 : En:ENSBTAG00000047712, ce2ed : MCM4 : En:ENSBTAG00000017021, d04d0 : PRIM1 : En:ENSBTAG00000044000, d1332 : CDK2 : En:ENSBTAG00000004021, d19ff : MIR21 : En:ENSBTAG00000029897, d2285 : POLE : En:ENSBTAG00000000590, d3a8a : CCND3 : En:ENSBTAG00000010106, d44f6 : CDC25A : En:ENSBTAG00000009586, d477a : PRMT2 : En:ENSBTAG00000005503, d509f : CDC25B : En:ENSBTAG00000008436, d7f4a : CDKN1A : En:ENSBTAG00000008353, d804b : RPA3 : En:ENSBTAG00000013168, d9057 : CCNB1 : En:ENSBTAG00000019276, da7e2 : POLE2 : En:ENSBTAG00000004931, dae54 : RBBP7 : En:ENSBTAG00000002820, db38e : CDKN1B : En:ENSBTAG00000018254, dbd32 : DCK : En:ENSBTAG00000012397, de94e : SMARCA2 : En:ENSBTAG00000007494, df0bd : TOP2A : En:ENSBTAG00000019262, dfece : WEE1 : En:ENSBTAG00000005278, e083d : CCNE1 : En:ENSBTAG00000004735, e0d16 : DHFR : En:ENSBTAG00000007681, e0eb8 : SMC3 : En:ENSBTAG00000013905, e1860 : SKP2 : En:ENSBTAG00000053625, e24ac : ABL1 : En:ENSBTAG00000017976, e2c0d : TFDP1 : En:ENSBTAG00000019645, e32a0 : ABL1 : En:ENSBTAG00000017976, e3fea : CCND1 : En:ENSBTAG00000017514, e481e : SIN3A : En:ENSBTAG00000009985, e558a : MAPK13 : En:ENSBTAG00000010007, e5d55 : DNMT1 : En:ENSBTAG00000002736, e6c32 : CCNE1 : En:ENSBTAG00000004735, e7811 : H2AFZ : En:ENSBTAG00000050202, e7eb5 : TTK : En:ENSBTAG00000005456, eaf58 : SMC1A : En:ENSBTAG00000017761, eb0ab : RPA2 : En:ENSBTAG00000006225, eb814 : CHEK1 : En:ENSBTAG00000017582, eb96a : RPA1 : En:ENSBTAG00000009711, ebc57 : RBP1 : En:ENSBTAG00000020028, ec5e8 : RB1 : En:ENSBTAG00000006640, ecf14 : CDK1 : En:ENSBTAG00000010109, ed323 : HMGB2 : En:ENSBTAG00000015101, ef403 : TP53 : En:ENSBTAG00000001069, ef747 : CDC7 : En:ENSBTAG00000016307, efb98 : PRKDC : En:ENSBTAG00000017019, f0694 : HDAC1 : En:ENSBTAG00000012698, f2dd0 : HLTF : En:ENSBTAG00000019704, f4eef : MYC : En:ENSBTAG00000008409, f5385 : CDKN1B : En:ENSBTAG00000018254, f5a26 : FANCG : En:ENSBTAG00000015005, f857d : RBBP4 : En:ENSBTAG00000005904, f9f30 : PCNA : En:ENSBTAG00000006065, fb273 : CCNA2 : En:ENSBTAG00000004943, fb71f : STMN1 : En:ENSBTAG00000026505, fc29b : RRM1 : En:ENSBTAG00000013111, ff7e3 : RFC3 : En:ENSBTAG00000010787, d81c6 : RB1 : En:ENSBTAG00000006640, e8947 : RB1 : En:ENSBTAG00000006640, c2fa8 : TFDP1 : En:ENSBTAG00000019645, a8c0e : E2F1 : En:ENSBTAG00000003971, fc998 : RB1 : En:ENSBTAG00000006640, e309d : SKP2 : En:ENSBTAG00000053625, b5094 : RB1 : En:ENSBTAG00000006640, bf04a : TFDP1 : En:ENSBTAG00000019645, f0177 : E2F2 : En:ENSBTAG00000014400, c2495 : ZNF655 : En:ENSBTAG00000030951, d50e0 : RB1 : En:ENSBTAG00000006640, cc189 : RB1 : En:ENSBTAG00000006640, aa7f9 : MDM2 : En:ENSBTAG00000055210, af6af : TFDP1 : En:ENSBTAG00000019645, dbace : E2F1 : En:ENSBTAG00000003971, a3fc8 : MDM2 : En:ENSBTAG00000055210, aab2a : RBP1 : En:ENSBTAG00000020028, a8820 : HDAC1 : En:ENSBTAG00000012698, c92a1 : TFDP1 : En:ENSBTAG00000019645, b9e0b : E2F1 : En:ENSBTAG00000003971, c0eb2 : RB1 : En:ENSBTAG00000006640, a1ca9 : RB1 : En:ENSBTAG00000006640, cbef7 : TFDP1 : En:ENSBTAG00000019645, d09ea : E2F1 : En:ENSBTAG00000003971, f6e62 : RB1 : En:ENSBTAG00000006640, c9fe9 : RB1 : En:ENSBTAG00000006640, d541f : RB1 : En:ENSBTAG00000006640, d97c4 : TP53 : En:ENSBTAG00000001069, e0d9d : E2F1 : En:ENSBTAG00000003971, e5d43 : E2F3 : En:ENSBTAG00000021045, be71e : TFDP1 : En:ENSBTAG00000019645, cf472 : TFDP1 : En:ENSBTAG00000019645, d63bc : E2F1 : En:ENSBTAG00000003971, a1f91 : TFDP1 : En:ENSBTAG00000019645, abd8b : E2F2 : En:ENSBTAG00000014400, e3222 : TFDP1 : En:ENSBTAG00000019645, f2f63 : E2F1 : En:ENSBTAG00000003971, bdc5b : TFDP2 : En:ENSBTAG00000006222, b7492 : E2F1 : En:ENSBTAG00000003971, f8653 : TFDP2 : En:ENSBTAG00000006222, fd486 : E2F2 : En:ENSBTAG00000014400, e131e : TFDP2 : En:ENSBTAG00000006222, b9623 : E2F1 : En:ENSBTAG00000003971, d0872 : RBP1 : En:ENSBTAG00000020028, dfc09 : HDAC1 : En:ENSBTAG00000012698, b5afb : TFDP1 : En:ENSBTAG00000019645, ef028 : E2F2 : En:ENSBTAG00000014400, bbf98 : RB1 : En:ENSBTAG00000006640, a6379 : RBP1 : En:ENSBTAG00000020028, c2357 : HDAC1 : En:ENSBTAG00000012698, daa1f : TFDP1 : En:ENSBTAG00000019645, f104c : E2F3 : En:ENSBTAG00000021045, b5842 : RB1 : En:ENSBTAG00000006640, a993e : RBP1 : En:ENSBTAG00000020028, d2b5b : HDAC1 : En:ENSBTAG00000012698, fd967 : TFDP2 : En:ENSBTAG00000006222, e4969 : E2F1 : En:ENSBTAG00000003971, dde27 : RB1 : En:ENSBTAG00000006640, db630 : RBP1 : En:ENSBTAG00000020028, e052a : HDAC1 : En:ENSBTAG00000012698, a2b68 : TFDP2 : En:ENSBTAG00000006222, dc61c : E2F2 : En:ENSBTAG00000014400, fdd40 : RB1 : En:ENSBTAG00000006640, bff29 : RBP1 : En:ENSBTAG00000020028, fc17c : HDAC1 : En:ENSBTAG00000012698, adc1b : TFDP2 : En:ENSBTAG00000006222, a3cba : E2F3 : En:ENSBTAG00000021045, b63c1 : RB1 : En:ENSBTAG00000006640, e6356 : RBP1 : En:ENSBTAG00000020028, e3e9e : HDAC1 : En:ENSBTAG00000012698, d7093 : TFDP2 : En:ENSBTAG00000006222, d3156 : E2F1 : En:ENSBTAG00000003971, a34d8 : RB1 : En:ENSBTAG00000006640, c7474 : E2F2 : En:ENSBTAG00000014400, aff9e : TFDP1 : En:ENSBTAG00000019645, e9928 : RB1 : En:ENSBTAG00000006640, f3f65 : E2F3 : En:ENSBTAG00000021045, ebde0 : TFDP1 : En:ENSBTAG00000019645, f3d21 : RB1 : En:ENSBTAG00000006640, a80d6 : CDK6 : En:ENSBTAG00000044023, b9fea : CCND1 : En:ENSBTAG00000017514]	[]	[b9932 : HMGB1 : L:3146, cbaca : POLD3 : L:10714]	[]	[]
Amyotrophic lateral sclerosis (ALS) (WP2447)	93.0	43	40	0	3	0	0	[a173c : PPP3CA : En:ENSBTAG00000016005, a22a5 : MAPK14 : En:ENSBTAG00000020783, aeb39 : NOS1 : En:ENSBTAG00000002023, b06fe : CST3 : En:ENSBTAG00000000598, b0f78 : PPP3CB : En:ENSBTAG00000019525, b4635 : RAB5A : En:ENSBTAG00000046385, c1091 : MAP2K6 : En:ENSBTAG00000001609, d1b7a : ALS2 : En:ENSBTAG00000007395, d3da2 : TNF : En:ENSBTAG00000025471, dae76 : CAT : En:ENSBTAG00000020980, dea3c : MAP2K2 : En:ENSBTAG00000024450, e81dd : RAC1 : En:ENSBTAG00000053390, ed0c3 : PPP3CC : En:ENSBTAG00000020133, ef623 : CCS : En:ENSBTAG00000004343, f4cf0 : GPX1 : En:ENSBTAG00000054195, f6282 : DAXX : En:ENSBTAG00000016830, fbdfc : MAP3K5 : En:ENSBTAG00000009065, fcde2 : NEFL : En:ENSBTAG00000021949, ffa60 : PRPH : En:ENSBTAG00000017864, c93d3 : SLC1A2 : En:ENSBTAG00000012628, b6e6e : TP53 : En:ENSBTAG00000001069, b676b : APAF1 : En:ENSBTAG00000021661, a20e1 : CASP3 : En:ENSBTAG00000015874, b7cd3 : CASP9 : En:ENSBTAG00000002472, a1e19 : DERL1 : En:ENSBTAG00000020693, e82f7 : CASP1 : En:ENSBTAG00000050239, e5005 : BID : En:ENSBTAG00000013988, fefdb : SOD1 : En:ENSBTAG00000018854, bdd14 : TOMM40 : En:ENSBTAG00000001781, d6fe8 : BCL2 : En:ENSBTAG00000019302, fd4bd : BCL2L1 : En:ENSBTAG00000006526, a0d6a : BAX : En:ENSBTAG00000013340, e66bb : BAD : En:ENSBTAG00000012511, c5456 : TNF : En:ENSBTAG00000025471, c620a : TNFRSF1A : En:ENSBTAG00000004211, f7616 : GRIA1 : En:ENSBTAG00000005800, a14b7 : SOD1 : En:ENSBTAG00000018854, f3615 : MAP3K5 : En:ENSBTAG00000009065, f8e7a : SOD1 : En:ENSBTAG00000018854, bcd7f : SOD1 : En:ENSBTAG00000018854]	[]	[c4c17 : NEFH : L:4744, d4a30 : NEFM : L:4741, e257e : CASP12 : En:ENSG00000204403]	[]	[]
Quercetin and Nf-kB / AP-1 induced apoptosis (WP2435)	90.0	22	20	0	0	1	1	[a002b : COX1 : En:ENSBTAG00000043561, a65ad : IKBKB : En:ENSBTAG00000007599, b7fb7 : NFKB1 : En:ENSBTAG00000020270, bd71e : MAFK : En:ENSBTAG00000019303, c7494 : MAFG : En:ENSBTAG00000000040, d39eb : ACOX2 : En:ENSBTAG00000004178, da2f9 : NFKBIA : En:ENSBTAG00000016683, ea043 : FOS : En:ENSBTAG00000004322, b6953 : NFKBIA : En:ENSBTAG00000016683, b3d1e : NOS1 : En:ENSBTAG00000002023, fdd62 : VEGFA : En:ENSBTAG00000005339, c30a8 : NFKB1 : En:ENSBTAG00000020270, e9b91 : JUN : En:ENSBTAG00000004037, f8256 : MMP1 : En:ENSBTAG00000015818, ee40d : CYP2A6 : En:ENSBTAG00000047815, d06ca : NFE2L2 : En:ENSBTAG00000019255, d2797 : KEAP1 : En:ENSBTAG00000003543, e67af : NFE2L2 : En:ENSBTAG00000019255, dd341 : NFE2L2 : En:ENSBTAG00000019255, b03fd : PTGS2 : En:ENSBTAG00000014127]	[]	[]	[c1eb5 : Phospholipase A2 : E:3.1.1.4]	[a9854 : Phase 2 enzyme  : :]
Folate-alcohol and cancer pathway hypotheses (WP1589)	100.0	12	12	0	0	0	0	[ad1b0 : ALDH1A1 : En:ENSBTAG00000008103, b06ca : MTR : En:ENSBTAG00000012251, bc141 : ALDH1A1 : En:ENSBTAG00000008103, bfd2b : CEBPB : En:ENSBTAG00000051972, d0d43 : CYP2E1 : En:ENSBTAG00000018365, df139 : ADH5 : En:ENSBTAG00000016007, e07a6 : CREB1 : En:ENSBTAG00000005474, e3213 : CYP2E1 : En:ENSBTAG00000018365, e7315 : ALDH1L1 : En:ENSBTAG00000014470, f0200 : MTHFR : En:ENSBTAG00000020698, fa615 : ALDH1L1 : En:ENSBTAG00000014470, fd150 : CBS : En:ENSBTAG00000000160]	[]	[]	[]	[]
Dopamine metabolism (WP2436)	92.0	14	13	0	1	0	0	[dfece : TYR : En:ENSBTAG00000011813, c2161 : SOD1 : En:ENSBTAG00000018854, b496b : DDC : En:ENSBTAG00000020869, b6fce : DDC : En:ENSBTAG00000020869, c3b60 : NQO1 : En:ENSBTAG00000020632, c6b80 : TH : En:ENSBTAG00000026768, b64a9 : PRKACA : En:ENSBTAG00000006642, cd881 : PRKACB : En:ENSBTAG00000011953, f4e0d : PPP2CA : En:ENSBTAG00000000469, a97fa : PPP2CB : En:ENSBTAG00000009245, ae37d : MAOA : En:ENSBTAG00000016206, d4a71 : COMT : En:ENSBTAG00000019516, f4f6e : MAOB : En:ENSBTAG00000001288]	[]	[fec1d : PRKACG : L:5568]	[]	[]
Type II diabetes mellitus (WP1584)	92.0	25	23	0	2	0	0	[a27c1 : KCNJ11 : En:ENSBTAG00000016170, a6465 : TNF : En:ENSBTAG00000025471, a8f54 : INSR : En:ENSBTAG00000012687, aa054 : MAPK1 : En:ENSBTAG00000010312, ab37e : MAFA : En:ENSBTAG00000026344, aedad : SLC2A4 : En:ENSBTAG00000009190, af9ea : SLC2A2 : En:ENSBTAG00000005386, b8c9e : PRKCZ : En:ENSBTAG00000014119, c4cd4 : PIK3R5 : En:ENSBTAG00000005978, c7fef : ADIPOQ : En:ENSBTAG00000052213, ca6d2 : PHKA2 : En:ENSBTAG00000015355, d5a0e : MAPK8 : En:ENSBTAG00000007876, dc8a7 : GK : En:ENSBTAG00000008124, def02 : IKBKB : En:ENSBTAG00000007599, e17a4 : CACNA1A : En:ENSBTAG00000014828, e9385 : SOCS4 : En:ENSBTAG00000021988, eab9c : MAPK8 : En:ENSBTAG00000007876, ee078 : IRS1 : En:ENSBTAG00000021308, f79f5 : MTOR : En:ENSBTAG00000015325, f8821 : PDX1 : En:ENSBTAG00000010690, f92d0 : PRKCD : En:ENSBTAG00000008719, fbecd : SURF1 : En:ENSBTAG00000030384, ffd77 : IRS1 : En:ENSBTAG00000021308]	[]	[bee2d : INS : En:ENSG00000129965, e4bc9 : INS : En:ENSG00000129965]	[]	[]
