Gene stable ID	Gene name
ENSCAFG00845000150	AMFR
ENSCAFG00845000151	
ENSCAFG00845000152	CEBPG
ENSCAFG00845000153	
ENSCAFG00845000154	OPTN
ENSCAFG00845000155	
ENSCAFG00845000156	
ENSCAFG00845000157	ZNF461
ENSCAFG00845000158	
ENSCAFG00845000159	
ENSCAFG00845000160	OPRM1
ENSCAFG00845000161	U4
ENSCAFG00845000162	ZNF470
ENSCAFG00845000163	
ENSCAFG00845000164	
ENSCAFG00845000165	CEMIP2
ENSCAFG00845000166	CCDC3
ENSCAFG00845000167	ZNF575
ENSCAFG00845000168	SLC7A10
ENSCAFG00845000169	
ENSCAFG00845000170	
ENSCAFG00845000171	
ENSCAFG00845000172	
ENSCAFG00845000173	U6
ENSCAFG00845000174	
ENSCAFG00845000175	
ENSCAFG00845000176	
ENSCAFG00845000177	KDM1A
ENSCAFG00845000178	ZFP28
ENSCAFG00845000179	
ENSCAFG00845000180	
ENSCAFG00845000181	TRPM4
ENSCAFG00845000182	
ENSCAFG00845000183	
ENSCAFG00845000184	
ENSCAFG00845000185	
ENSCAFG00845000186	
ENSCAFG00845000187	
ENSCAFG00845000188	
ENSCAFG00845000189	
ENSCAFG00845000190	
ENSCAFG00845000191	SALL3
ENSCAFG00845000192	
ENSCAFG00845000193	MCCC2
ENSCAFG00845000194	CAMK1D
ENSCAFG00845000195	LRP3
ENSCAFG00845000196	
ENSCAFG00845000197	
ENSCAFG00845000198	
ENSCAFG00845000199	
ENSCAFG00845000200	UBE2M
ENSCAFG00845000201	
ENSCAFG00845000202	
ENSCAFG00845000203	SLC6A16
ENSCAFG00845000204	ZNF146
ENSCAFG00845000205	CNKSR3
ENSCAFG00845000206	CHMP2A
ENSCAFG00845000207	
ENSCAFG00845000208	ZNF565
ENSCAFG00845000209	WDR88
ENSCAFG00845000210	CDC123
ENSCAFG00845000211	ZNF667
ENSCAFG00845000212	PJA2
ENSCAFG00845000213	TMEM129
ENSCAFG00845000214	
ENSCAFG00845000215	MSANTD4
ENSCAFG00845000216	CARTPT
ENSCAFG00845000217	MAP10
ENSCAFG00845000218	
ENSCAFG00845000219	COX7A1
ENSCAFG00845000220	ZBTB16
ENSCAFG00845000221	
ENSCAFG00845000222	CBL
ENSCAFG00845000223	TRIM28
ENSCAFG00845000224	
ENSCAFG00845000225	
ENSCAFG00845000226	MAP1B
ENSCAFG00845000227	
ENSCAFG00845000228	
ENSCAFG00845000229	
ENSCAFG00845000230	ZNF583
ENSCAFG00845000231	
ENSCAFG00845000232	
ENSCAFG00845000233	WDR37
ENSCAFG00845000234	CPLX2
ENSCAFG00845000235	
ENSCAFG00845000236	
ENSCAFG00845000237	
ENSCAFG00845000238	U6
ENSCAFG00845000239	PHLDB3
ENSCAFG00845000240	
ENSCAFG00845000241	
ENSCAFG00845000242	
ENSCAFG00845000243	
ENSCAFG00845000244	
ENSCAFG00845000245	
ENSCAFG00845000246	HTR3A
ENSCAFG00845000247	HRC
ENSCAFG00845000248	
ENSCAFG00845000249	U6
ENSCAFG00845000250	
ENSCAFG00845000251	
ENSCAFG00845000252	U6
ENSCAFG00845000253	
ENSCAFG00845000254	
ENSCAFG00845000255	
ENSCAFG00845000256	TRMT11
ENSCAFG00845000257	GPATCH1
ENSCAFG00845000258	
ENSCAFG00845000259	CCDC153
ENSCAFG00845000260	
ENSCAFG00845000261	SLBP
ENSCAFG00845000262	
ENSCAFG00845000263	
ENSCAFG00845000264	
ENSCAFG00845000265	
ENSCAFG00845000266	ARL15
ENSCAFG00845000267	NUDT5
ENSCAFG00845000268	
ENSCAFG00845000269	SNORA70
ENSCAFG00845000270	
ENSCAFG00845000271	TEX46
ENSCAFG00845000272	ZSCAN5B
ENSCAFG00845000273	MRPS27
ENSCAFG00845000274	
ENSCAFG00845000275	GALR1
ENSCAFG00845000276	
ENSCAFG00845000277	
ENSCAFG00845000278	CAPNS1
ENSCAFG00845000279	GRIA4
ENSCAFG00845000280	MC4R
ENSCAFG00845000281	AGMAT
ENSCAFG00845000282	
ENSCAFG00845000283	LACTBL1
ENSCAFG00845000284	GALP
ENSCAFG00845000285	
ENSCAFG00845000286	PPFIA3
ENSCAFG00845000287	RHPN2
ENSCAFG00845000288	PFAS
ENSCAFG00845000289	HTR3B
ENSCAFG00845000290	
ENSCAFG00845000291	
ENSCAFG00845000292	
ENSCAFG00845000293	
ENSCAFG00845000294	SCAF8
ENSCAFG00845000295	RHCG
ENSCAFG00845000296	
ENSCAFG00845000297	IDI1
ENSCAFG00845000298	
ENSCAFG00845000299	U6
ENSCAFG00845000300	
ENSCAFG00845000301	
ENSCAFG00845000302	FAM53A
ENSCAFG00845000303	
ENSCAFG00845000304	PMAIP1
ENSCAFG00845000305	Metazoa_SRP
ENSCAFG00845000306	U6
ENSCAFG00845000307	ZNF444
ENSCAFG00845000308	ZBTB45
ENSCAFG00845000309	
ENSCAFG00845000310	HRH2
ENSCAFG00845000311	
ENSCAFG00845000312	U4
ENSCAFG00845000313	
ENSCAFG00845000314	
ENSCAFG00845000315	DNAJC16
ENSCAFG00845000316	SIPA1L2
ENSCAFG00845000317	NKX1-1
ENSCAFG00845000318	
ENSCAFG00845000319	GNAO1
ENSCAFG00845000320	PDZD3
ENSCAFG00845000321	GTPBP4
ENSCAFG00845000322	
ENSCAFG00845000323	EPHB2
ENSCAFG00845000324	U6
ENSCAFG00845000325	
ENSCAFG00845000326	
ENSCAFG00845000327	CENPW
ENSCAFG00845000328	
ENSCAFG00845000329	ZNF787
ENSCAFG00845000330	PTCD2
ENSCAFG00845000331	FAAP24
ENSCAFG00845000332	
ENSCAFG00845000333	
ENSCAFG00845000334	
ENSCAFG00845000335	
ENSCAFG00845000336	U6
ENSCAFG00845000337	
ENSCAFG00845000338	SEC61A2
ENSCAFG00845000339	FER
ENSCAFG00845000340	LIN7B
ENSCAFG00845000341	TICRR
ENSCAFG00845000342	
ENSCAFG00845000343	U6
ENSCAFG00845000344	ADO
ENSCAFG00845000345	U6
ENSCAFG00845000346	
ENSCAFG00845000347	
ENSCAFG00845000348	UVSSA
ENSCAFG00845000349	
ENSCAFG00845000350	U6
ENSCAFG00845000351	
ENSCAFG00845000352	
ENSCAFG00845000353	MBP
ENSCAFG00845000354	NLRP5
ENSCAFG00845000355	
ENSCAFG00845000356	
ENSCAFG00845000357	FST
ENSCAFG00845000358	C1QB
ENSCAFG00845000359	U3
ENSCAFG00845000360	
ENSCAFG00845000361	
ENSCAFG00845000362	
ENSCAFG00845000363	
ENSCAFG00845000364	
ENSCAFG00845000365	
ENSCAFG00845000366	
ENSCAFG00845000367	TBCB
ENSCAFG00845000368	
ENSCAFG00845000369	
ENSCAFG00845000370	EGR2
ENSCAFG00845000371	CEP89
ENSCAFG00845000372	SNRNP70
ENSCAFG00845000373	
ENSCAFG00845000374	
ENSCAFG00845000375	CASP4
ENSCAFG00845000376	U6
ENSCAFG00845000377	EIF3L
ENSCAFG00845000378	C1QC
ENSCAFG00845000379	CASP9
ENSCAFG00845000380	NLRP8
ENSCAFG00845000381	
ENSCAFG00845000382	LCORL
ENSCAFG00845000383	ZNF366
ENSCAFG00845000384	TJP1
ENSCAFG00845000385	
ENSCAFG00845000386	U6
ENSCAFG00845000387	
ENSCAFG00845000388	
ENSCAFG00845000389	MAT2B
ENSCAFG00845000390	
ENSCAFG00845000391	USP28
ENSCAFG00845000392	LZIC
ENSCAFG00845000393	CAPSL
ENSCAFG00845000394	KIF7
ENSCAFG00845000395	POLR2I
ENSCAFG00845000396	
ENSCAFG00845000397	
ENSCAFG00845000398	
ENSCAFG00845000399	KCNA7
ENSCAFG00845000400	C1QA
ENSCAFG00845000401	DHTKD1
ENSCAFG00845000402	U2
ENSCAFG00845000403	NLRP13
ENSCAFG00845000404	NRBF2
ENSCAFG00845000405	
ENSCAFG00845000406	
ENSCAFG00845000407	
ENSCAFG00845000408	
ENSCAFG00845000409	
ENSCAFG00845000410	NTF4
ENSCAFG00845000411	TIAM2
ENSCAFG00845000412	ABCG4
ENSCAFG00845000413	SFXN1
ENSCAFG00845000414	TRPM3
ENSCAFG00845000415	SLC25A35
ENSCAFG00845000416	OVOL3
ENSCAFG00845000417	NMNAT1
ENSCAFG00845000418	U6
ENSCAFG00845000419	CCBE1
ENSCAFG00845000420	
ENSCAFG00845000421	NLRP9
ENSCAFG00845000422	
ENSCAFG00845000423	TNPO1
ENSCAFG00845000424	ZKSCAN2
ENSCAFG00845000425	RBP7
ENSCAFG00845000426	UPF2
ENSCAFG00845000427	PLIN1
ENSCAFG00845000428	SLC7A9
ENSCAFG00845000429	DIP2C
ENSCAFG00845000430	WDR62
ENSCAFG00845000431	
ENSCAFG00845000432	ITGA2
ENSCAFG00845000433	
ENSCAFG00845000434	RANGRF
ENSCAFG00845000435	
ENSCAFG00845000436	LYPD3
ENSCAFG00845000437	HINFP
ENSCAFG00845000438	
ENSCAFG00845000439	RUVBL2
ENSCAFG00845000440	PROSER2
ENSCAFG00845000441	
ENSCAFG00845000442	DRD1
ENSCAFG00845000443	LMAN1
ENSCAFG00845000444	
ENSCAFG00845000445	NCAPG
ENSCAFG00845000446	U6
ENSCAFG00845000447	
ENSCAFG00845000448	ZNF236
ENSCAFG00845000449	
ENSCAFG00845000450	MSX2
ENSCAFG00845000451	AQP8
ENSCAFG00845000452	
ENSCAFG00845000453	CES1
ENSCAFG00845000454	PEX11A
ENSCAFG00845000455	
ENSCAFG00845000456	C2CD2L
ENSCAFG00845000457	EPN1
ENSCAFG00845000458	RNF146
ENSCAFG00845000459	ECHDC3
ENSCAFG00845000460	TEX101
ENSCAFG00845000461	HMMR
ENSCAFG00845000462	
ENSCAFG00845000463	GYS1
ENSCAFG00845000464	FBXL17
ENSCAFG00845000465	
ENSCAFG00845000466	ZNF132
ENSCAFG00845000467	NSG2
ENSCAFG00845000468	
ENSCAFG00845000469	THAP8
ENSCAFG00845000470	
ENSCAFG00845000471	TDRD12
ENSCAFG00845000472	
ENSCAFG00845000473	ARHGEF15
ENSCAFG00845000474	
ENSCAFG00845000475	DISC1
ENSCAFG00845000476	U6
ENSCAFG00845000477	
ENSCAFG00845000478	TFB1M
ENSCAFG00845000479	DPAGT1
ENSCAFG00845000480	U2AF2
ENSCAFG00845000481	FTL
ENSCAFG00845000482	CASP12
ENSCAFG00845000483	CLDN25
ENSCAFG00845000484	LSM8
ENSCAFG00845000485	CLDN20
ENSCAFG00845000486	
ENSCAFG00845000487	C5orf47
ENSCAFG00845000488	CLIP3
ENSCAFG00845000489	LCMT1
ENSCAFG00845000490	WDR93
ENSCAFG00845000491	ECHDC1
ENSCAFG00845000492	MED28
ENSCAFG00845000493	
ENSCAFG00845000494	
ENSCAFG00845000495	RAC1
ENSCAFG00845000496	
ENSCAFG00845000497	H2AX
ENSCAFG00845000498	NUDCD2
ENSCAFG00845000499	IL7R
ENSCAFG00845000500	BAX
ENSCAFG00845000501	
ENSCAFG00845000502	
ENSCAFG00845000503	CCDC106
ENSCAFG00845000504	
ENSCAFG00845000505	TSNAX-DISC1
ENSCAFG00845000506	NOX3
ENSCAFG00845000507	ZW10
ENSCAFG00845000508	JMJD1C
ENSCAFG00845000509	EPHA8
ENSCAFG00845000510	LAP3
ENSCAFG00845000511	CPEB4
ENSCAFG00845000512	EFNA5
ENSCAFG00845000513	ALKBH6
ENSCAFG00845000514	
ENSCAFG00845000515	
ENSCAFG00845000516	NUDT19
ENSCAFG00845000517	ZMYND11
ENSCAFG00845000518	USP6NL
ENSCAFG00845000519	MOGAT3
ENSCAFG00845000520	U6
ENSCAFG00845000521	ITGA1
ENSCAFG00845000522	ARHGEF15
ENSCAFG00845000523	FCHO2
ENSCAFG00845000524	
ENSCAFG00845000525	U6
ENSCAFG00845000526	DHDH
ENSCAFG00845000527	
ENSCAFG00845000528	
ENSCAFG00845000529	CPLX4
ENSCAFG00845000530	
ENSCAFG00845000531	CCNG1
ENSCAFG00845000532	MESP1
ENSCAFG00845000533	ZNF581
ENSCAFG00845000534	
ENSCAFG00845000535	
ENSCAFG00845000536	ODF4
ENSCAFG00845000537	
ENSCAFG00845000538	CLRN2
ENSCAFG00845000539	
ENSCAFG00845000540	
ENSCAFG00845000541	U6
ENSCAFG00845000542	U1
ENSCAFG00845000543	ZNF580
ENSCAFG00845000544	RAX
ENSCAFG00845000545	
ENSCAFG00845000546	TARS3
ENSCAFG00845000547	RGS9BP
ENSCAFG00845000548	
ENSCAFG00845000549	U4
ENSCAFG00845000550	MESP2
ENSCAFG00845000551	
ENSCAFG00845000552	
ENSCAFG00845000553	UBE4B
ENSCAFG00845000554	U2
ENSCAFG00845000555	FHAD1
ENSCAFG00845000556	
ENSCAFG00845000557	
ENSCAFG00845000558	
ENSCAFG00845000559	U12
ENSCAFG00845000560	NUCB1
ENSCAFG00845000561	VGF
ENSCAFG00845000562	
ENSCAFG00845000563	ZNF784
ENSCAFG00845000564	
ENSCAFG00845000565	U2
ENSCAFG00845000566	
ENSCAFG00845000567	U6
ENSCAFG00845000568	ALKBH6
ENSCAFG00845000569	HMBS
ENSCAFG00845000570	GRP
ENSCAFG00845000571	
ENSCAFG00845000572	SPRTN
ENSCAFG00845000573	CEACAM1
ENSCAFG00845000574	U6
ENSCAFG00845000575	
ENSCAFG00845000576	ZNF865
ENSCAFG00845000577	ZNF584
ENSCAFG00845000578	KRBA2
ENSCAFG00845000579	AP1S1
ENSCAFG00845000580	ARHGAP17
ENSCAFG00845000581	TULP2
ENSCAFG00845000582	
ENSCAFG00845000583	
ENSCAFG00845000584	U6
ENSCAFG00845000585	ZNF524
ENSCAFG00845000586	SEC11C
ENSCAFG00845000587	
ENSCAFG00845000588	U6
ENSCAFG00845000589	ANKRD27
ENSCAFG00845000590	ZNF516
ENSCAFG00845000591	U4
ENSCAFG00845000592	RNF225
ENSCAFG00845000593	
ENSCAFG00845000594	
ENSCAFG00845000595	SPEF2
ENSCAFG00845000596	KIAA0408
ENSCAFG00845000597	FIZ1
ENSCAFG00845000598	
ENSCAFG00845000599	PPP1R15A
ENSCAFG00845000600	QDPR
ENSCAFG00845000601	
ENSCAFG00845000602	
ENSCAFG00845000603	U2
ENSCAFG00845000604	EXOC8
ENSCAFG00845000605	STC2
ENSCAFG00845000606	U6
ENSCAFG00845000607	SERPINE1
ENSCAFG00845000608	RPL26
ENSCAFG00845000609	
ENSCAFG00845000610	
ENSCAFG00845000611	SDHAF1
ENSCAFG00845000612	
ENSCAFG00845000613	
ENSCAFG00845000614	
ENSCAFG00845000615	C6orf58
ENSCAFG00845000616	ZNF579
ENSCAFG00845000617	
ENSCAFG00845000618	GABRG2
ENSCAFG00845000619	TMPRSS5
ENSCAFG00845000620	
ENSCAFG00845000621	
ENSCAFG00845000622	
ENSCAFG00845000623	LRFN3
ENSCAFG00845000624	
ENSCAFG00845000625	RPS5
ENSCAFG00845000626	U6
ENSCAFG00845000627	PDGFD
ENSCAFG00845000628	KLF9
ENSCAFG00845000629	KIF22
ENSCAFG00845000630	
ENSCAFG00845000631	TRIM56
ENSCAFG00845000632	RNF222
ENSCAFG00845000633	
ENSCAFG00845000634	NKX2-5
ENSCAFG00845000635	PLEKHA4
ENSCAFG00845000636	ARID1B
ENSCAFG00845000637	
ENSCAFG00845000638	TSHZ1
ENSCAFG00845000639	ANPEP
ENSCAFG00845000640	
ENSCAFG00845000641	
ENSCAFG00845000642	GNPAT
ENSCAFG00845000643	
ENSCAFG00845000644	
ENSCAFG00845000645	ISL1
ENSCAFG00845000646	
ENSCAFG00845000647	SBK2
ENSCAFG00845000648	
ENSCAFG00845000649	TYROBP
ENSCAFG00845000650	DDI1
ENSCAFG00845000651	
ENSCAFG00845000652	
ENSCAFG00845000653	
ENSCAFG00845000654	
ENSCAFG00845000655	
ENSCAFG00845000656	
ENSCAFG00845000657	TM2D3
ENSCAFG00845000658	PAIP2
ENSCAFG00845000659	TMEM171
ENSCAFG00845000660	
ENSCAFG00845000661	
ENSCAFG00845000662	
ENSCAFG00845000663	
ENSCAFG00845000664	ZADH2
ENSCAFG00845000665	
ENSCAFG00845000666	
ENSCAFG00845000667	
ENSCAFG00845000668	
ENSCAFG00845000669	DYNC2H1
ENSCAFG00845000670	ZBTB40
ENSCAFG00845000671	THEMIS
ENSCAFG00845000672	
ENSCAFG00845000673	ZNF532
ENSCAFG00845000674	TMEM174
ENSCAFG00845000675	
ENSCAFG00845000676	
ENSCAFG00845000677	
ENSCAFG00845000678	
ENSCAFG00845000679	HCST
ENSCAFG00845000680	PDCD5
ENSCAFG00845000681	
ENSCAFG00845000682	
ENSCAFG00845000683	HSD17B14
ENSCAFG00845000684	U6
ENSCAFG00845000685	
ENSCAFG00845000686	VPS11
ENSCAFG00845000687	
ENSCAFG00845000688	
ENSCAFG00845000689	A1BG
ENSCAFG00845000690	
ENSCAFG00845000691	
ENSCAFG00845000692	NDEL1
ENSCAFG00845000693	C1orf131
ENSCAFG00845000694	SLC23A1
ENSCAFG00845000695	
ENSCAFG00845000696	RPS24
ENSCAFG00845000697	ACHE
ENSCAFG00845000698	ZNF407
ENSCAFG00845000699	U6
ENSCAFG00845000700	DRD2
ENSCAFG00845000701	CXCL17
ENSCAFG00845000702	
ENSCAFG00845000703	MAZ
ENSCAFG00845000704	
ENSCAFG00845000705	C16orf96
ENSCAFG00845000706	BNIP1
ENSCAFG00845000707	MAMDC2
ENSCAFG00845000708	LDB2
ENSCAFG00845000709	SLC6A2
ENSCAFG00845000710	SLC5A11
ENSCAFG00845000711	NFKBID
ENSCAFG00845000712	SSC5D
ENSCAFG00845000713	
ENSCAFG00845000714	
ENSCAFG00845000715	ZSCAN22
ENSCAFG00845000716	TRIM67
ENSCAFG00845000717	BTF3
ENSCAFG00845000718	
ENSCAFG00845000719	
ENSCAFG00845000720	U4
ENSCAFG00845000721	LIPE
ENSCAFG00845000722	DCAF16
ENSCAFG00845000723	
ENSCAFG00845000724	
ENSCAFG00845000725	
ENSCAFG00845000726	
ENSCAFG00845000727	CREBRF
ENSCAFG00845000728	
ENSCAFG00845000729	ANKK1
ENSCAFG00845000730	U6
ENSCAFG00845000731	RABGEF1
ENSCAFG00845000732	DCUN1D5
ENSCAFG00845000733	
ENSCAFG00845000734	MZB1
ENSCAFG00845000735	
ENSCAFG00845000736	SRRT
ENSCAFG00845000737	
ENSCAFG00845000738	
ENSCAFG00845000739	
ENSCAFG00845000740	
ENSCAFG00845000741	ZNF8
ENSCAFG00845000742	MALT1
ENSCAFG00845000743	ANKRA2
ENSCAFG00845000744	BCAT2
ENSCAFG00845000745	U6
ENSCAFG00845000746	
ENSCAFG00845000747	
ENSCAFG00845000748	PROB1
ENSCAFG00845000749	CNFN
ENSCAFG00845000750	
ENSCAFG00845000751	CNDP1
ENSCAFG00845000752	
ENSCAFG00845000753	
ENSCAFG00845000754	
ENSCAFG00845000755	WNT4
ENSCAFG00845000756	TAPT1
ENSCAFG00845000757	TRIP6
ENSCAFG00845000758	ATP6V0E1
ENSCAFG00845000759	PCSK6
ENSCAFG00845000760	AP3S2
ENSCAFG00845000761	MMP13
ENSCAFG00845000762	C1H9orf135
ENSCAFG00845000763	GABRA1
ENSCAFG00845000764	FAM89A
ENSCAFG00845000765	CDIP1
ENSCAFG00845000766	TMEM51
ENSCAFG00845000767	TTC12
ENSCAFG00845000768	
ENSCAFG00845000769	MEGF8
ENSCAFG00845000770	NUDT12
ENSCAFG00845000771	
ENSCAFG00845000772	
ENSCAFG00845000773	SPATA24
ENSCAFG00845000774	PRLR
ENSCAFG00845000775	
ENSCAFG00845000776	SLC12A9
ENSCAFG00845000777	CNDP2
ENSCAFG00845000778	
ENSCAFG00845000779	ARV1
ENSCAFG00845000780	NAT14
ENSCAFG00845000781	
ENSCAFG00845000782	TMEM242
ENSCAFG00845000783	PTAR1
ENSCAFG00845000784	RGS11
ENSCAFG00845000785	APLP1
ENSCAFG00845000786	HMOX2
ENSCAFG00845000787	ARPIN
ENSCAFG00845000788	FGF21
ENSCAFG00845000789	DPY19L3
ENSCAFG00845000790	U6
ENSCAFG00845000791	
ENSCAFG00845000792	ZNF628
ENSCAFG00845000793	ZNF274
ENSCAFG00845000794	
ENSCAFG00845000795	MYH10
ENSCAFG00845000796	CDC42
ENSCAFG00845000797	
ENSCAFG00845000798	MMP12
ENSCAFG00845000799	HYOU1
ENSCAFG00845000800	
ENSCAFG00845000801	
ENSCAFG00845000802	UTP15
ENSCAFG00845000803	
ENSCAFG00845000804	C19orf85
ENSCAFG00845000805	
ENSCAFG00845000806	
ENSCAFG00845000807	
ENSCAFG00845000808	NMRAL1
ENSCAFG00845000809	TMEM145
ENSCAFG00845000810	
ENSCAFG00845000811	DNAJC18
ENSCAFG00845000812	ZDHHC14
ENSCAFG00845000813	
ENSCAFG00845000814	
ENSCAFG00845000815	LPCAT2
ENSCAFG00845000816	EPHB4
ENSCAFG00845000817	DIPK1C
ENSCAFG00845000818	CELF2
ENSCAFG00845000819	
ENSCAFG00845000820	GABRA6
ENSCAFG00845000821	ZNF329
ENSCAFG00845000822	
ENSCAFG00845000823	
ENSCAFG00845000824	
ENSCAFG00845000825	TMEM248
ENSCAFG00845000826	
ENSCAFG00845000827	PAGR1
ENSCAFG00845000828	PRR19
ENSCAFG00845000829	TTC13
ENSCAFG00845000830	ALPK2
ENSCAFG00845000831	RASIP1
ENSCAFG00845000832	
ENSCAFG00845000833	PARP8
ENSCAFG00845000834	
ENSCAFG00845000835	
ENSCAFG00845000836	ISOC2
ENSCAFG00845000837	
ENSCAFG00845000838	AGXT2
ENSCAFG00845000839	PTPRK
ENSCAFG00845000840	
ENSCAFG00845000841	REEP3
ENSCAFG00845000842	MMP3
ENSCAFG00845000843	ZNF710
ENSCAFG00845000844	MVP
ENSCAFG00845000845	APBA1
ENSCAFG00845000846	CIC
ENSCAFG00845000847	
ENSCAFG00845000848	FAM234A
ENSCAFG00845000849	ZSCAN18
ENSCAFG00845000850	MAMSTR
ENSCAFG00845000851	KAZN
ENSCAFG00845000852	ERGIC1
ENSCAFG00845000853	
ENSCAFG00845000854	GABRB2
ENSCAFG00845000855	
ENSCAFG00845000856	ZNF135
ENSCAFG00845000857	MACIR
ENSCAFG00845000858	FUT2
ENSCAFG00845000859	C18orf63
ENSCAFG00845000860	
ENSCAFG00845000861	
ENSCAFG00845000862	
ENSCAFG00845000863	ZSCAN1
ENSCAFG00845000864	
ENSCAFG00845000865	MMP2
ENSCAFG00845000866	
ENSCAFG00845000867	
ENSCAFG00845000868	SHISA7
ENSCAFG00845000869	DNAJA3
ENSCAFG00845000870	
ENSCAFG00845000871	MMP1
ENSCAFG00845000872	U4
ENSCAFG00845000873	
ENSCAFG00845000874	
ENSCAFG00845000875	ECSCR
ENSCAFG00845000876	ERF
ENSCAFG00845000877	DNAJC21
ENSCAFG00845000878	SNX9
ENSCAFG00845000879	ZNF606
ENSCAFG00845000880	ZNF507
ENSCAFG00845000881	
ENSCAFG00845000882	FAM189A2
ENSCAFG00845000883	
ENSCAFG00845000884	
ENSCAFG00845000885	U1
ENSCAFG00845000886	
ENSCAFG00845000887	CDIPT
ENSCAFG00845000888	HSPG2
ENSCAFG00845000889	CA11
ENSCAFG00845000890	U6
ENSCAFG00845000891	
ENSCAFG00845000892	BRIX1
ENSCAFG00845000893	SELENOS
