Gene stable ID	Gene name
ENSDARG00000069537	si:dkey-238c7.16
ENSDARG00000044457	gfi1ab
ENSDARG00000087798	pdyn
ENSDARG00000101106	si:ch73-109d9.3
ENSDARG00000093521	b3gnt3.3
ENSDARG00000045443	agtr1b
ENSDARG00000058958	trim35-7
ENSDARG00000019293	tfdp1a
ENSDARG00000094455	CR293531.1
ENSDARG00000097849	BX927395.1
ENSDARG00000078167	si:dkeyp-100h4.1
ENSDARG00000115890	si:dkey-1b17.9
ENSDARG00000101085	ss18l2
ENSDARG00000007250	use1
ENSDARG00000113690	si:ch211-223g7.6
ENSDARG00000011449	fes
ENSDARG00000099200	zgc:123103
ENSDARG00000040250	si:ch211-132g1.1
ENSDARG00000044753	idh3b
ENSDARG00000006560	irf4a
ENSDARG00000099086	BX511142.1
ENSDARG00000074302	gpr183b
ENSDARG00000061371	cdh18a
ENSDARG00000063574	mtg2
ENSDARG00000086471	pkig
ENSDARG00000002377	mief2
ENSDARG00000052129	boka
ENSDARG00000098029	si:ch211-129o18.4
ENSDARG00000097268	CU929145.2
ENSDARG00000059773	SRCIN1
ENSDARG00000095453	si:rp71-17i16.6
ENSDARG00000097673	FP016235.1
ENSDARG00000056740	tmeff1b
ENSDARG00000033446	tap2t
ENSDARG00000099899	si:dkeyp-51g9.4
ENSDARG00000077253	alkbh6
ENSDARG00000096836	AL807792.1
ENSDARG00000105063	si:ch211-64i20.3
ENSDARG00000100694	tnnt2b
ENSDARG00000093799	setbp1
ENSDARG00000092995	BX294113.1
ENSDARG00000052851	golph3
ENSDARG00000009844	dusp23a
ENSDARG00000018871	henmt1
ENSDARG00000102608	zgc:109986
ENSDARG00000003818	prkag1
ENSDARG00000019156	haus5
ENSDARG00000038615	pip4p1a
ENSDARG00000092774	tars3
ENSDARG00000092082	BX649639.1
ENSDARG00000087457	ecscr
ENSDARG00000034734	med6
ENSDARG00000079283	si:ch211-247j9.1
ENSDARG00000021913	ak9
ENSDARG00000105120	gab2
ENSDARG00000098157	CR792416.1
ENSDARG00000102929	C18H19orf12
ENSDARG00000073688	nav2a
ENSDARG00000103180	CU467880.1
ENSDARG00000090814	si:dkey-18a10.3
ENSDARG00000027141	ube2l3b
ENSDARG00000102434	si:dkey-13m1.2
ENSDARG00000099967	CU929143.1
ENSDARG00000095872	CR352226.3
ENSDARG00000052142	acvr1bb
ENSDARG00000093111	si:ch211-209l18.2
ENSDARG00000069758	si:dkey-189g17.2
ENSDARG00000039218	gpr101
ENSDARG00000010717	chchd10
ENSDARG00000020449	yipf3
ENSDARG00000038792	klf17
ENSDARG00000095204	AL935117.1
ENSDARG00000017163	sinup
ENSDARG00000044015	gfra2b
ENSDARG00000101456	acp5b
ENSDARG00000076801	arap3
ENSDARG00000003206	chchd6a
ENSDARG00000105543	BX323797.2
ENSDARG00000078686	arl8a
ENSDARG00000017835	brf1a
ENSDARG00000044318	itgb7
ENSDARG00000076025	dgkzb
ENSDARG00000009253	rtraf
ENSDARG00000062549	acmsd
ENSDARG00000037262	cdkn2a/b
ENSDARG00000075855	adgre10
ENSDARG00000037555	atoh8
ENSDARG00000038976	pdcd7
ENSDARG00000039349	qrfpra
ENSDARG00000036588	mhc1zba
ENSDARG00000098257	pcdh15a
ENSDARG00000059351	hnrnpa3
ENSDARG00000105553	CU041319.3
ENSDARG00000078717	itga8
ENSDARG00000024219	cdk5rap2
ENSDARG00000102612	slc15a4
ENSDARG00000075818	dok2
ENSDARG00000063006	cacng7a
ENSDARG00000097115	si:dkey-27l15.1
ENSDARG00000055560	p2ry8
ENSDARG00000099099	CABZ01015815.1
ENSDARG00000024771	slc24a5
ENSDARG00000052846	fsta
ENSDARG00000092855	SRBD1
ENSDARG00000014024	ms4a17a.4
ENSDARG00000100531	abhd14b
ENSDARG00000101319	si:ch73-299h12.6
ENSDARG00000055445	slc22a15
ENSDARG00000089750	si:dkey-26g8.5
ENSDARG00000078529	adgrb1b
ENSDARG00000094550	BX649490.2
ENSDARG00000091169	tor4ab
ENSDARG00000052010	ciao2b
ENSDARG00000098075	sh3bgrl3
ENSDARG00000093164	si:rp71-23d18.8
ENSDARG00000093780	BX548078.1
ENSDARG00000069595	si:ch211-214c7.4
ENSDARG00000093621	si:dkey-27b3.4
ENSDARG00000045070	itgb3b
ENSDARG00000055901	steap4
ENSDARG00000093608	ccl34b.1
ENSDARG00000023111	plg
ENSDARG00000020197	rpl5a
ENSDARG00000040930	deptor
ENSDARG00000099685	gnb5a
ENSDARG00000051729	nfatc3b
ENSDARG00000098514	si:ch211-59d8.3
ENSDARG00000077778	adamts9
ENSDARG00000057227	si:dkey-222b8.4
ENSDARG00000092014	BX294129.1
ENSDARG00000043431	b3gntl1
ENSDARG00000029905	phyhd1
ENSDARG00000077082	agtrap
ENSDARG00000077581	zzz3
ENSDARG00000018593	parp16
ENSDARG00000079455	nlgn4xa
ENSDARG00000071648	zgc:113298
ENSDARG00000095337	CR318646.3
ENSDARG00000097225	si:dkey-79d12.6
ENSDARG00000097063	sparcl2
ENSDARG00000094616	zgc:113984
ENSDARG00000002509	zgc:153911
ENSDARG00000027826	pudp
ENSDARG00000010408	igsf9b
ENSDARG00000054031	mxd4
ENSDARG00000062987	tyw1
ENSDARG00000004296	ambp
ENSDARG00000039880	arpp19b
ENSDARG00000035860	rps28
ENSDARG00000041078	chka
ENSDARG00000023298	rps27.1
ENSDARG00000104332	cdh28
ENSDARG00000075112	tacr3a
ENSDARG00000002219	si:dkey-103j14.5
ENSDARG00000098889	si:zfos-128g4.2
ENSDARG00000079391	mrpl42
ENSDARG00000074306	ctslb
ENSDARG00000093010	BX511259.1
ENSDARG00000096588	adgre15
ENSDARG00000105603	BX957276.1
ENSDARG00000093645	BX294113.2
ENSDARG00000040021	ebag9
ENSDARG00000036893	f13a1b
ENSDARG00000013266	colec11
ENSDARG00000042937	si:dkey-256e7.5
ENSDARG00000111173	si:dkeyp-67e1.2
ENSDARG00000094473	si:dkey-163f12.6
ENSDARG00000071377	hsd11b1la
ENSDARG00000025671	grm6b
ENSDARG00000092630	CR954294.1
ENSDARG00000035018	thy1
ENSDARG00000039173	ctslb
ENSDARG00000037196	arid5b
ENSDARG00000032264	mybl2b
ENSDARG00000025325	ccsapa
ENSDARG00000097542	CU633855.1
ENSDARG00000054184	btr06
ENSDARG00000056331	ahcyl1
ENSDARG00000102080	mif4gda
ENSDARG00000069888	cldna
ENSDARG00000038363	drd4a
ENSDARG00000010472	atp1a2a
ENSDARG00000040643	ccr10
ENSDARG00000075673	arhgap21b
ENSDARG00000017422	apmap
ENSDARG00000095804	CT027631.1
ENSDARG00000077318	CR376737.1
ENSDARG00000097032	si:ch211-256a21.4
ENSDARG00000092535	si:dkey-242h9.5
ENSDARG00000096638	BX510992.2
ENSDARG00000063390	pvrl2l
ENSDARG00000026403	hephl1b
ENSDARG00000062108	iffo1b
ENSDARG00000076830	si:dkey-65b12.6
ENSDARG00000042726	grb7
ENSDARG00000075030	stx10
ENSDARG00000103155	ext1a
ENSDARG00000019235	sema3aa
ENSDARG00000075952	mbd2
ENSDARG00000055472	nubp1
ENSDARG00000088293	doc2b
ENSDARG00000101050	tmc8
ENSDARG00000097953	BX469902.2
ENSDARG00000030867	opn7c
ENSDARG00000053383	rprma
ENSDARG00000056921	ankk1
ENSDARG00000042057	trmt1l
ENSDARG00000105459	CU457819.5
ENSDARG00000100906	hist1h2a11
ENSDARG00000088764	lyplal1
ENSDARG00000033754	rbm48
ENSDARG00000002184	igbp1
ENSDARG00000093450	si:dkey-78l4.10
ENSDARG00000015681	gsk3ab
ENSDARG00000092078	AL954134.1
ENSDARG00000105359	FP325123.1
ENSDARG00000079665	gpr158b
ENSDARG00000021702	pdcd4a
ENSDARG00000096968	BX004812.1
ENSDARG00000070846	dazap1
ENSDARG00000070507	trpc4a
ENSDARG00000009754	zc3h11a
ENSDARG00000077124	si:ch211-255p10.4
ENSDARG00000101124	BX649345.2
ENSDARG00000067828	olfce1
ENSDARG00000004184	nf1b
ENSDARG00000063155	dcaf12
ENSDARG00000096606	si:ch73-94k4.4
ENSDARG00000033444	map4k6
ENSDARG00000088861	znf1021
ENSDARG00000079453	atp8b4
ENSDARG00000042825	rnf169
ENSDARG00000100423	BX323994.2
ENSDARG00000060036	aimp1a
ENSDARG00000020926	creb3l3l
ENSDARG00000104656	si:dkeyp-97a10.3
ENSDARG00000091901	CR388209.2
ENSDARG00000019098	cd82a
ENSDARG00000016897	fbxo15
ENSDARG00000037962	psmb7
ENSDARG00000096996	BX005392.2
ENSDARG00000003533	col8a1b
ENSDARG00000015566	dnmt3ab
ENSDARG00000115281	hist1h4l
ENSDARG00000114405	zgc:194989
ENSDARG00000020788	sla2
ENSDARG00000098428	asic1c
ENSDARG00000097460	CU929339.2
ENSDARG00000069245	matn3a
ENSDARG00000004597	lrrc4ba
ENSDARG00000009350	atg3
ENSDARG00000010956	sh3glb1b
ENSDARG00000098260	si:dkeyp-85h7.1
ENSDARG00000099535	si:ch73-379j16.2
ENSDARG00000100139	si:ch211-113d22.2
ENSDARG00000076966	pagr1
ENSDARG00000042252	eif4h
ENSDARG00000042151	skia
ENSDARG00000018898	zfand5a
ENSDARG00000004274	zgc:112496
ENSDARG00000018008	mdh1b
ENSDARG00000103802	si:ch73-389b16.2
ENSDARG00000052164	znf507
ENSDARG00000071548	josd1
ENSDARG00000046141	zgc:162025
ENSDARG00000036080	cd81a
ENSDARG00000041802	rnf141
ENSDARG00000096747	BX296562.2
ENSDARG00000071679	mydgf
ENSDARG00000079438	pkp3b
ENSDARG00000086457	tnfaip8l1
ENSDARG00000032552	march5
ENSDARG00000097736	CR628365.1
ENSDARG00000101910	pcdh20
ENSDARG00000058815	ihhb
ENSDARG00000013076	bmi1b
ENSDARG00000044626	ccdc90b
ENSDARG00000015862	rpl5b
ENSDARG00000096017	BX649337.1
ENSDARG00000014790	g3bp2
ENSDARG00000071396	timm23a
ENSDARG00000061791	nyx
ENSDARG00000068993	zgc:153631
ENSDARG00000075072	rpap1
ENSDARG00000097687	CT573316.3
ENSDARG00000056531	nutf2
ENSDARG00000011240	ift46
ENSDARG00000061185	nat15
ENSDARG00000095132	si:ch211-227e10.6
ENSDARG00000059423	prune2
ENSDARG00000036787	tap2a
ENSDARG00000079221	si:ch211-162k9.6
ENSDARG00000045857	cebpz
ENSDARG00000094301	BX537274.1
ENSDARG00000114873	BX681417.14
ENSDARG00000103707	traj59
ENSDARG00000097437	AL928908.1
ENSDARG00000077299	yars2
ENSDARG00000115333	BX681417.18
ENSDARG00000115584	BX681417.20
ENSDARG00000033134	ndufaf7
ENSDARG00000004433	btk
ENSDARG00000002994	itpkca
ENSDARG00000022177	ddx59
ENSDARG00000036382	ponzr6
ENSDARG00000030311	tmc2b
ENSDARG00000003420	chrna5
ENSDARG00000060124	timm17b
ENSDARG00000045874	yeats4
ENSDARG00000075666	tsc22d3
ENSDARG00000044895	fmoda
ENSDARG00000041546	gypc
ENSDARG00000045691	zcrb1
ENSDARG00000098652	pcdh11
ENSDARG00000100468	znf1182
ENSDARG00000101459	si:dkey-279j5.1
ENSDARG00000017675	utp4
ENSDARG00000089513	si:ch211-198e20.10
ENSDARG00000096118	ost4
ENSDARG00000087814	mfrp
ENSDARG00000101715	arsg
ENSDARG00000095555	si:ch211-163g19.2
ENSDARG00000022918	tbcc
ENSDARG00000094135	BX936305.1
ENSDARG00000068602	dalrd3
ENSDARG00000002912	adipor1a
ENSDARG00000103395	si:ch73-281i18.7
ENSDARG00000079377	arhgef38
ENSDARG00000016345	ncoa5
ENSDARG00000091317	hunk
ENSDARG00000096726	hspa12a.2
ENSDARG00000070847	trim35-20
ENSDARG00000096678	si:dkey-263j23.1
ENSDARG00000004034	arhgdig
ENSDARG00000000474	tnni1a
ENSDARG00000054597	cnot6l
ENSDARG00000097891	CR751227.2
ENSDARG00000058695	ddr2b
ENSDARG00000099189	CU856516.1
ENSDARG00000012467	spint1b
ENSDARG00000073950	cd4-2.2
ENSDARG00000067566	sftpbb
ENSDARG00000058696	tbl1xr1a
ENSDARG00000007383	kcnk6
ENSDARG00000095291	CU595864.1
ENSDARG00000063036	psd2
ENSDARG00000093079	proca
ENSDARG00000019004	smarcd1
ENSDARG00000073704	si:dkeyp-72g9.4
ENSDARG00000057887	nts
ENSDARG00000045378	pi15a
ENSDARG00000099469	BX000985.1
ENSDARG00000043757	ptbp3
ENSDARG00000097342	AL845550.2
ENSDARG00000017537	prkag3a
ENSDARG00000094146	pimr134
ENSDARG00000012942	itgb5
ENSDARG00000068934	cyp1b1
ENSDARG00000104129	si:dkey-23n7.10
ENSDARG00000074156	sgca
ENSDARG00000052019	si:ch73-109d9.1
ENSDARG00000101668	BX681417.2
ENSDARG00000058587	terb1
ENSDARG00000017860	rgs5b
ENSDARG00000075996	znfl1b
ENSDARG00000067507	kctd8
ENSDARG00000070644	ttpal
ENSDARG00000037935	aldh16a1
ENSDARG00000103815	BX950855.1
ENSDARG00000093180	CR354547.1
ENSDARG00000043664	BDKRB2
ENSDARG00000101047	rtcb
ENSDARG00000005754	ptprfb
ENSDARG00000103165	AL929057.1
ENSDARG00000101217	fam78aa
ENSDARG00000062142	stoml1
ENSDARG00000088402	rubcnl
ENSDARG00000052361	il15
ENSDARG00000004580	nmnat2
ENSDARG00000078558	si:dkey-22i16.10
ENSDARG00000087469	F2R
ENSDARG00000038066	kpna2
ENSDARG00000001933	prkag2b
ENSDARG00000055713	fmnl1a
ENSDARG00000040352	crot
ENSDARG00000040705	glsb
ENSDARG00000095863	afp4
ENSDARG00000040985	itgbl1
ENSDARG00000020610	tnnt2a
ENSDARG00000093781	lrriq1
ENSDARG00000035471	si:dkey-220k22.1
ENSDARG00000116254	pimr104
ENSDARG00000074166	birc6
ENSDARG00000091633	si:dkey-177p2.18
ENSDARG00000096359	eppk1
ENSDARG00000002333	fam102bb
ENSDARG00000070626	cacng8b
ENSDARG00000071143	si:dkey-208m12.2
ENSDARG00000052701	smpd2b
ENSDARG00000058127	hcfc2
ENSDARG00000100823	selenok
ENSDARG00000055855	kcnc3a
ENSDARG00000105665	FO704741.1
ENSDARG00000043697	nefmb
ENSDARG00000077609	elfn2a
ENSDARG00000054331	ccn4a
ENSDARG00000038793	ccdc24
ENSDARG00000063677	ccny
ENSDARG00000076748	ntn2
ENSDARG00000001559	csmd2
ENSDARG00000044059	lft2
ENSDARG00000008200	ugp2b
ENSDARG00000024189	pnocb
ENSDARG00000103498	epd
ENSDARG00000059459	C5H2orf68
ENSDARG00000042000	si:ch211-63o20.7
ENSDARG00000010601	mtmr10
ENSDARG00000078474	myo15ab
ENSDARG00000057863	dnmt3bb.3
ENSDARG00000095894	BX511250.1
ENSDARG00000013110	dmtn
ENSDARG00000097001	FP245462.1
ENSDARG00000098228	thrap3b
ENSDARG00000059196	CU467633.1
ENSDARG00000038967	cul3a
ENSDARG00000009372	diras1b
ENSDARG00000021811	calm1a
ENSDARG00000036064	cnep1r1
ENSDARG00000077040	RIN2
ENSDARG00000098934	rrp7a
ENSDARG00000095851	CR352226.2
ENSDARG00000110915	pimr101
ENSDARG00000005772	tsr2
ENSDARG00000103226	dhcr7
ENSDARG00000021590	magi2a
ENSDARG00000101190	cyp2k8
ENSDARG00000033950	lamb2l
ENSDARG00000097644	CU571091.1
ENSDARG00000005271	zc3h12a
ENSDARG00000094370	si:ch211-125e6.13
ENSDARG00000070755	ccr11.1
ENSDARG00000021369	mc3r
ENSDARG00000100590	BX649421.1
ENSDARG00000009748	dffb
ENSDARG00000096546	nrp2a
ENSDARG00000044264	pimr71
ENSDARG00000002194	rhd
ENSDARG00000101222	oscp1a
ENSDARG00000069199	zgc:172120
ENSDARG00000057869	cdc42l2
ENSDARG00000103024	zgc:175136
ENSDARG00000016811	ints3
ENSDARG00000006370	atp6v1h
ENSDARG00000089885	slc16a12b
ENSDARG00000068221	zmp:0000000729
ENSDARG00000075853	sh3kbp1
ENSDARG00000092299	CT027772.1
ENSDARG00000093546	si:ch73-56d11.5
ENSDARG00000075560	kmt2cb
ENSDARG00000098744	BX548018.1
ENSDARG00000094958	CR392341.3
ENSDARG00000092463	rhbdd2
ENSDARG00000035741	slc25a11
ENSDARG00000076530	jac6
ENSDARG00000070787	jupa
ENSDARG00000007024	uox
ENSDARG00000094709	arl8
ENSDARG00000069765	syngap1b
ENSDARG00000058503	flt3
ENSDARG00000062521	atp9b
ENSDARG00000020656	prkg1a
ENSDARG00000074815	mxra5a
ENSDARG00000067824	cntnap3
ENSDARG00000068894	nrip1b
ENSDARG00000090106	slc17a7b
ENSDARG00000088639	cdca9
ENSDARG00000069515	bbs10
ENSDARG00000022718	casp8ap2
ENSDARG00000105292	CT573239.2
ENSDARG00000033144	psme2
ENSDARG00000070513	brpf3a
ENSDARG00000021021	trim35-28
ENSDARG00000077877	znfl1h
ENSDARG00000062995	si:dkey-14o18.2
ENSDARG00000014053	olfm1b
ENSDARG00000077560	grin2cb
ENSDARG00000086699	smim15
ENSDARG00000099448	sh3d21
ENSDARG00000086034	nectin1b
ENSDARG00000043554	mrpl40
ENSDARG00000103494	usp43a
ENSDARG00000099174	BX666065.1
ENSDARG00000104472	si:ch211-39i2.2
ENSDARG00000061191	plekho1a
ENSDARG00000025693	tmem9b
ENSDARG00000090676	si:ch211-166i24.1
ENSDARG00000068261	pros1
ENSDARG00000017294	gnai2b
ENSDARG00000012353	vipr2
ENSDARG00000007825	map2k1
ENSDARG00000095636	cycsa
ENSDARG00000012586	fmnl2a
ENSDARG00000043643	ehbp1
ENSDARG00000034309	cox10
ENSDARG00000002285	mcoln1a
ENSDARG00000103358	CU467856.1
ENSDARG00000015921	pwp1
ENSDARG00000091624	ugt2a7
ENSDARG00000102363	si:ch73-138e16.4
ENSDARG00000094538	CT027623.1
ENSDARG00000062951	meak7
ENSDARG00000103224	si:ch73-350k19.1
ENSDARG00000007804	gas6
ENSDARG00000016439	slc7a1a
ENSDARG00000103659	bco1l
ENSDARG00000103245	BX324224.1
ENSDARG00000060991	mief1
ENSDARG00000105505	CT574585.2
ENSDARG00000014348	stk17b
ENSDARG00000045913	mrps10
ENSDARG00000058005	hgd
ENSDARG00000026753	grik4
ENSDARG00000012776	smarca1
ENSDARG00000061603	sorbs2b
ENSDARG00000038321	zgc:172053
ENSDARG00000043635	cmc2
ENSDARG00000016598	ckmt1
ENSDARG00000097499	CR450813.2
ENSDARG00000101067	shoc1
ENSDARG00000011605	dennd6b
ENSDARG00000075441	vwa2
ENSDARG00000017658	gmppb
ENSDARG00000045541	gcc1
ENSDARG00000078245	gal3st1b
ENSDARG00000101206	zgc:113363
ENSDARG00000105771	BX957362.4
ENSDARG00000094442	si:dkeyp-73g8.5
ENSDARG00000087254	si:dkeyp-3f10.17
ENSDARG00000079805	tagln3a
ENSDARG00000093877	si:zfos-2330d3.7
ENSDARG00000006283	waslb
ENSDARG00000094232	BX908395.1
ENSDARG00000076981	zgc:198329
ENSDARG00000107511	lyn
ENSDARG00000094302	BX296552.1
ENSDARG00000012297	cnga3b
ENSDARG00000043010	camk2d1
ENSDARG00000055416	serpinb1
ENSDARG00000007149	l1cama
ENSDARG00000095825	ftr92
ENSDARG00000055429	kat6b
ENSDARG00000003749	polb
ENSDARG00000101675	zgc:123107
ENSDARG00000089681	btf3l4
ENSDARG00000078578	fam222bb
ENSDARG00000078807	paxx
ENSDARG00000041602	zgc:92335
ENSDARG00000103971	si:ch73-173p19.2
ENSDARG00000102264	trim35-22
ENSDARG00000058011	arxa
ENSDARG00000103979	calr3a
ENSDARG00000007842	MCHR2
ENSDARG00000027391	ccnd3
ENSDARG00000089217	ubap1la
ENSDARG00000045025	ift52
ENSDARG00000103663	NINJ1
ENSDARG00000060854	kctd3
ENSDARG00000096843	zgc:193593
ENSDARG00000035852	cart3
ENSDARG00000114894	znf1026
ENSDARG00000016721	sdha
ENSDARG00000099518	si:ch211-119e14.1
ENSDARG00000100524	abca3b
ENSDARG00000088318	ubap2a
ENSDARG00000102058	si:dkeyp-11e3.1
ENSDARG00000043986	setd6
ENSDARG00000043857	ufm1
ENSDARG00000038405	zgc:153921
ENSDARG00000099920	zgc:163040
ENSDARG00000079779	radil
ENSDARG00000096616	si:ch211-255p10.3
ENSDARG00000097637	si:ch211-246i5.5
ENSDARG00000079731	kif13ba
ENSDARG00000013207	zeb1b
ENSDARG00000100620	taok2b
ENSDARG00000114534	hist1h4l
ENSDARG00000102543	CR762475.2
ENSDARG00000004167	zgc:110366
ENSDARG00000094819	or133-10
ENSDARG00000037097	slc7a2
ENSDARG00000011246	krr1
ENSDARG00000097292	slc26a6
ENSDARG00000102998	taf6
ENSDARG00000015998	wdhd1
ENSDARG00000073810	thbs2b
ENSDARG00000097906	CR387921.1
ENSDARG00000018968	acvr1ba
ENSDARG00000057410	rxfp3
ENSDARG00000079219	mfn1b
ENSDARG00000058960	otol1b
ENSDARG00000100235	CU929203.2
ENSDARG00000092892	si:dkey-23c22.5
ENSDARG00000099295	BX511034.4
ENSDARG00000068820	h2az2a
ENSDARG00000043404	rpp21
ENSDARG00000076765	ddhd2
ENSDARG00000037545	mtnr1aa
ENSDARG00000097648	si:dkey-35i13.1
ENSDARG00000100666	ep300a
ENSDARG00000068822	purba
ENSDARG00000095674	tmem123
ENSDARG00000078233	ctnnd1
ENSDARG00000003449	pde10a
ENSDARG00000053340	si:ch211-138g9.3
ENSDARG00000099065	BX323051.1
ENSDARG00000087740	BX664618.1
ENSDARG00000096913	BX005129.1
ENSDARG00000055381	bambia
ENSDARG00000091215	rpz2
ENSDARG00000018270	olfm1a
ENSDARG00000088895	si:dkeyp-98a7.7
ENSDARG00000070600	dyrk3
ENSDARG00000006891	kcns3a
ENSDARG00000058801	rev3l
ENSDARG00000102256	si:dkey-157e10.6
ENSDARG00000077467	sox10
ENSDARG00000006849	asic2
ENSDARG00000113712	si:dkey-31m5.5
ENSDARG00000098644	si:ch211-126j24.1
ENSDARG00000032820	rxfp2a
ENSDARG00000019920	lft1
ENSDARG00000096850	BX957346.1
ENSDARG00000021346	pdhb
ENSDARG00000037373	ephb2a
ENSDARG00000062919	tceanc2
ENSDARG00000008818	hsf1
ENSDARG00000042285	atp8b3
ENSDARG00000094450	BX571945.2
ENSDARG00000078659	tmem176
ENSDARG00000055920	olfcq18
ENSDARG00000060338	trmt12
ENSDARG00000057039	si:ch211-191j22.8
ENSDARG00000090778	ttll1
ENSDARG00000002971	phc1
ENSDARG00000097089	BX120006.1
ENSDARG00000074754	si:dkey-188i13.9
ENSDARG00000032246	tmtopsb
ENSDARG00000098800	znf1156
ENSDARG00000099384	si:dkey-238k10.1
ENSDARG00000105375	si:ch211-285c6.5
ENSDARG00000100223	gpa33a
ENSDARG00000005057	dimt1l
ENSDARG00000077710	nlgn1
ENSDARG00000016085	mbnl3
ENSDARG00000092908	si:dkey-201l21.2
ENSDARG00000115889	BX681417.22
ENSDARG00000113555	traj23
ENSDARG00000062811	p2ry10
ENSDARG00000038570	BX548047.1
ENSDARG00000102408	traj46
ENSDARG00000070757	si:ch211-155i14.1
ENSDARG00000056625	trpc6a
