Gene stable ID	Gene name
ENSRNOG00000070448	
ENSRNOG00000063062	
ENSRNOG00000036303	Mir343
ENSRNOG00000067171	
ENSRNOG00000065290	Olr220
ENSRNOG00000065800	
ENSRNOG00000065902	
ENSRNOG00000055366	Gm24154
ENSRNOG00000008463	Rundc3b
ENSRNOG00000008121	Slc13a1
ENSRNOG00000063706	
ENSRNOG00000052293	SNORD15
ENSRNOG00000027582	Dpysl4
ENSRNOG00000010595	Rbm45
ENSRNOG00000070096	Olr20
ENSRNOG00000062311	Olr530
ENSRNOG00000064522	SNORD115
ENSRNOG00000035532	Mir101-2
ENSRNOG00000009830	Fam204a
ENSRNOG00000069707	
ENSRNOG00000066257	
ENSRNOG00000012742	Irx2
ENSRNOG00000063184	Olr221
ENSRNOG00000020337	Sla2
ENSRNOG00000069617	
ENSRNOG00000069837	
ENSRNOG00000070569	RGD1563562
ENSRNOG00000069135	
ENSRNOG00000064137	
ENSRNOG00000016408	Kirrel1
ENSRNOG00000071210	U2
ENSRNOG00000019455	Ap4b1
ENSRNOG00000067491	
ENSRNOG00000065122	Hypk
ENSRNOG00000064435	SNORD116
ENSRNOG00000065990	Mir344a-2
ENSRNOG00000065939	U6
ENSRNOG00000069092	
ENSRNOG00000070655	Olr532
ENSRNOG00000013767	Ccdc61
ENSRNOG00000063387	Olr310
ENSRNOG00000013790	Mfsd1
ENSRNOG00000052521	AABR07001573.1
ENSRNOG00000067619	
ENSRNOG00000062759	
ENSRNOG00000015184	Clic3
ENSRNOG00000062791	SNORD115
ENSRNOG00000020893	Snx27
ENSRNOG00000064203	Olr825
ENSRNOG00000032699	Ttyh1
ENSRNOG00000035616	Mir3574
ENSRNOG00000069698	
ENSRNOG00000070996	Spred1
ENSRNOG00000063324	Snora20
ENSRNOG00000062446	
ENSRNOG00000058041	U7
ENSRNOG00000063227	
ENSRNOG00000062864	
ENSRNOG00000027016	Cobll1
ENSRNOG00000018408	RGD1307554
ENSRNOG00000064960	SNORD115
ENSRNOG00000030782	Olr283
ENSRNOG00000016421	Tyr
ENSRNOG00000068207	
ENSRNOG00000058299	U6
ENSRNOG00000065756	Mfap1a
ENSRNOG00000018334	Ctu1
ENSRNOG00000070685	U6
ENSRNOG00000060004	Mir3572
ENSRNOG00000013074	Wt1
ENSRNOG00000069399	
ENSRNOG00000067907	
ENSRNOG00000014726	Acsm4
ENSRNOG00000063196	
ENSRNOG00000004967	Snrpb2
ENSRNOG00000060273	AABR07006093.2
ENSRNOG00000070216	SNORD115
ENSRNOG00000068917	
ENSRNOG00000051969	AABR07071864.1
ENSRNOG00000065221	Amy2a3
ENSRNOG00000023407	Mrpl36
ENSRNOG00000035654	Mir99b
ENSRNOG00000061890	Ust5r
ENSRNOG00000010529	Thbs2
ENSRNOG00000053392	AC095678.2
ENSRNOG00000012684	Bloc1s2
ENSRNOG00000069040	
ENSRNOG00000014258	Rab32
ENSRNOG00000010918	
ENSRNOG00000030825	Olr533
ENSRNOG00000063357	
ENSRNOG00000066483	SNORD116
ENSRNOG00000014617	Tgoln2
ENSRNOG00000051780	AC129234.1
ENSRNOG00000067027	
ENSRNOG00000035560	Mir150
ENSRNOG00000008980	Rbm48
ENSRNOG00000019416	
ENSRNOG00000017366	Olr192
ENSRNOG00000007608	Fezf1
ENSRNOG00000066968	
ENSRNOG00000053012	AABR07006451.2
ENSRNOG00000059864	Gm24794
ENSRNOG00000053838	SNORD115
ENSRNOG00000068567	
ENSRNOG00000066506	
ENSRNOG00000015294	Paxx
ENSRNOG00000063945	Mir6317-1
ENSRNOG00000056110	Olr500
ENSRNOG00000028721	Otor
ENSRNOG00000067832	
ENSRNOG00000066101	Gm9999
ENSRNOG00000057261	Metazoa_SRP
ENSRNOG00000070161	
ENSRNOG00000065242	
ENSRNOG00000063217	Rrlt
ENSRNOG00000064622	
ENSRNOG00000036631	Ptgdr2
ENSRNOG00000066494	SNORD116
ENSRNOG00000062875	
ENSRNOG00000016659	Habp2
ENSRNOG00000059820	AC110837.2
ENSRNOG00000049846	Mir344g
ENSRNOG00000014946	Thumpd1
ENSRNOG00000067771	
ENSRNOG00000070965	
ENSRNOG00000009468	Il12a
ENSRNOG00000065570	
ENSRNOG00000063736	
ENSRNOG00000069752	
ENSRNOG00000069390	
ENSRNOG00000020318	Pnkp
ENSRNOG00000047406	RGD1308544
ENSRNOG00000070104	
ENSRNOG00000009135	1700109H08Rik
ENSRNOG00000050445	Gde1
ENSRNOG00000067778	Olr514
ENSRNOG00000069614	SNORD116
ENSRNOG00000069896	U6
ENSRNOG00000067200	
ENSRNOG00000035565	Mir330
ENSRNOG00000031110	Olr53
ENSRNOG00000010628	Sec13
ENSRNOG00000058224	RNaseP_nuc
ENSRNOG00000067930	
ENSRNOG00000022491	Wdr76
ENSRNOG00000051199	Fsip2
ENSRNOG00000016597	AABR07006081.1
ENSRNOG00000064367	SNORD115
ENSRNOG00000064092	U6
ENSRNOG00000064252	
ENSRNOG00000067132	Mir344i
ENSRNOG00000068454	U6
ENSRNOG00000067999	
ENSRNOG00000028095	Lcn6
ENSRNOG00000018953	Cblc
ENSRNOG00000069628	
ENSRNOG00000062564	
ENSRNOG00000065292	
ENSRNOG00000018940	Slc28a1
ENSRNOG00000068976	
ENSRNOG00000052649	AABR07008309.1
ENSRNOG00000013945	Itpkc
ENSRNOG00000068179	
ENSRNOG00000068368	
ENSRNOG00000070203	SNORD115
ENSRNOG00000065397	U6
ENSRNOG00000067004	
ENSRNOG00000040447	Mir708
ENSRNOG00000033706	Klk14
ENSRNOG00000031947	AABR07071986.1
ENSRNOG00000016565	
ENSRNOG00000066104	
ENSRNOG00000065362	Olr443
ENSRNOG00000066508	
ENSRNOG00000061455	Olr354
ENSRNOG00000009172	Cpvl
ENSRNOG00000000096	Pdzk1
ENSRNOG00000014385	Wnt2b
ENSRNOG00000019138	Clec11a
ENSRNOG00000015424	Olr51
ENSRNOG00000011135	Gtf2b
ENSRNOG00000013198	Olr377
ENSRNOG00000056351	U7
ENSRNOG00000065052	SNORD115
ENSRNOG00000035572	Mir125a
ENSRNOG00000022511	tGap1
ENSRNOG00000066793	
ENSRNOG00000069359	
ENSRNOG00000021695	Hyal6
ENSRNOG00000069866	
ENSRNOG00000068014	
ENSRNOG00000065728	
ENSRNOG00000065452	
ENSRNOG00000006731	Spc25
ENSRNOG00000066286	
ENSRNOG00000065649	Zfp94
ENSRNOG00000066961	
ENSRNOG00000068275	SNORD115
ENSRNOG00000053559	Olr357
ENSRNOG00000067357	Olr444
ENSRNOG00000065871	
ENSRNOG00000035553	Mir202
ENSRNOG00000065021	Naaladl2
ENSRNOG00000056667	AC109741.1
ENSRNOG00000064785	U2
ENSRNOG00000050663	Olfr572
ENSRNOG00000014753	Tcf7l1
ENSRNOG00000064423	
ENSRNOG00000063455	
ENSRNOG00000016574	Fiz1
ENSRNOG00000069279	
ENSRNOG00000062826	Gm17651
ENSRNOG00000055971	AABR07000544.1
ENSRNOG00000068157	SNORD116
ENSRNOG00000032137	Foxb2
ENSRNOG00000050364	Mir3569
ENSRNOG00000060473	AC098942.1
ENSRNOG00000068108	U7
ENSRNOG00000055608	
ENSRNOG00000008282	Elf5
ENSRNOG00000064687	
ENSRNOG00000048436	Olfr574
ENSRNOG00000013641	Myo7a
ENSRNOG00000020347	Nup98
ENSRNOG00000064568	
ENSRNOG00000062622	
ENSRNOG00000052014	Olr510
ENSRNOG00000068500	
ENSRNOG00000065259	
ENSRNOG00000011052	Gars
ENSRNOG00000035588	Mir194-2
ENSRNOG00000053464	AC123083.1
ENSRNOG00000016837	Ckm
ENSRNOG00000069139	SNORD115
ENSRNOG00000068222	
ENSRNOG00000025953	
ENSRNOG00000009792	Zbbx
ENSRNOG00000011758	Fkbp7
ENSRNOG00000052367	AABR07009634.1
ENSRNOG00000066571	
ENSRNOG00000068350	
ENSRNOG00000061525	RGD1562011
ENSRNOG00000046704	Mir3099
ENSRNOG00000034083	Olr67
ENSRNOG00000057516	U6
ENSRNOG00000053512	AABR07005790.2
ENSRNOG00000015821	Cd2
ENSRNOG00000016608	Zfp579
ENSRNOG00000027112	MGC114499
ENSRNOG00000069192	SNORD115
ENSRNOG00000004679	Fign
ENSRNOG00000012730	Lrrk1
ENSRNOG00000068539	
ENSRNOG00000052903	AABR07009634.2
ENSRNOG00000052937	AABR07006585.1
ENSRNOG00000037833	Olr563
ENSRNOG00000018117	Ndufv1
ENSRNOG00000049017	Mir6316
ENSRNOG00000051561	AABR07005790.1
ENSRNOG00000069848	
ENSRNOG00000067136	SNORD115
ENSRNOG00000063952	Olr372
ENSRNOG00000022837	Slc25a40
ENSRNOG00000068720	
ENSRNOG00000016362	Gpr4
ENSRNOG00000026055	Neurod6
ENSRNOG00000056231	U6
ENSRNOG00000063054	Vom1r51
ENSRNOG00000010616	Ndor1
ENSRNOG00000069366	
ENSRNOG00000067565	
ENSRNOG00000013671	Vom2r9
ENSRNOG00000017307	Prss23
ENSRNOG00000065133	
ENSRNOG00000066105	
ENSRNOG00000064098	SNORD115
ENSRNOG00000035580	Mir3597-3
ENSRNOG00000014000	Kif2a
ENSRNOG00000056252	AABR07005801.1
ENSRNOG00000067915	
ENSRNOG00000037356	Dph6
ENSRNOG00000015649	Olr68
ENSRNOG00000067235	
ENSRNOG00000064348	
ENSRNOG00000054785	U4
ENSRNOG00000020942	Plekha4
ENSRNOG00000070165	Olr483
ENSRNOG00000018441	Ggt7
ENSRNOG00000069629	
ENSRNOG00000065481	SNORD115
ENSRNOG00000008738	Tp53i11
ENSRNOG00000032600	Olr375
ENSRNOG00000070892	
ENSRNOG00000067951	U6
ENSRNOG00000067817	
ENSRNOG00000061080	Kmt2c
ENSRNOG00000017749	Nkg7
ENSRNOG00000061288	U6
ENSRNOG00000017079	Pgm2l1
ENSRNOG00000017795	Hspbp1
ENSRNOG00000052745	Met
ENSRNOG00000061338	SNORD115
ENSRNOG00000065787	Mir3584
ENSRNOG00000070333	
ENSRNOG00000068787	Olr311
ENSRNOG00000028120	AABR07011698.1
ENSRNOG00000007979	Phospho2
ENSRNOG00000015657	Olr69
ENSRNOG00000064243	
ENSRNOG00000052607	Gm24336
ENSRNOG00000040275	Tmem210
ENSRNOG00000062792	Olr483
ENSRNOG00000069588	
ENSRNOG00000052788	Gm25410
ENSRNOG00000062674	
ENSRNOG00000063641	SNORD115
ENSRNOG00000004852	Sel1l2
ENSRNOG00000046320	Mir6315
ENSRNOG00000042133	AABR07006275.1
ENSRNOG00000031648	Olr340
ENSRNOG00000016580	Rps23
ENSRNOG00000064592	5S_rRNA
ENSRNOG00000016189	Frmd5
ENSRNOG00000069350	
ENSRNOG00000054005	U6
ENSRNOG00000069982	5S_rRNA
ENSRNOG00000052319	AABR07004881.1
ENSRNOG00000035639	Mir107
ENSRNOG00000027542	D7Ertd443e
ENSRNOG00000067371	SNORD115
ENSRNOG00000065909	
ENSRNOG00000009548	Fpgt
ENSRNOG00000065457	
ENSRNOG00000008758	Tspan18
ENSRNOG00000009748	Olr262
ENSRNOG00000037333	Cldnd2
ENSRNOG00000063106	
ENSRNOG00000061755	Gm25635
ENSRNOG00000064493	U6
ENSRNOG00000009258	Cdk6
ENSRNOG00000021478	Tpd52l1
ENSRNOG00000017330	AC103221.1
ENSRNOG00000062409	Olr312
ENSRNOG00000009764	Olr488
ENSRNOG00000065302	Mir344b-1
ENSRNOG00000018090	Ppp6r1
ENSRNOG00000069157	
ENSRNOG00000068228	SNORD115
ENSRNOG00000066263	
ENSRNOG00000069767	Vom2r6
ENSRNOG00000070519	
ENSRNOG00000067269	
ENSRNOG00000057952	Gm23130
ENSRNOG00000052180	Metazoa_SRP
ENSRNOG00000059329	U1
ENSRNOG00000015230	Ermard
ENSRNOG00000011830	Plekha3
ENSRNOG00000017069	Mark4
ENSRNOG00000070507	Olr781
ENSRNOG00000021013	Stx3
ENSRNOG00000066830	
ENSRNOG00000033009	Olr12
ENSRNOG00000065333	Mir344b-2
ENSRNOG00000067419	Olr75
ENSRNOG00000061678	Snord100
ENSRNOG00000065748	
ENSRNOG00000059948	SNORD115
ENSRNOG00000018677	Akt2
ENSRNOG00000059640	Ccl28
ENSRNOG00000057111	U2
ENSRNOG00000069344	Olr341
ENSRNOG00000066688	U6
ENSRNOG00000070554	
ENSRNOG00000016878	Plppr5
ENSRNOG00000063734	Olfr1161
ENSRNOG00000054517	Snora33
ENSRNOG00000063145	
ENSRNOG00000020420	Pklr
ENSRNOG00000070241	
ENSRNOG00000069038	SNORD115
ENSRNOG00000056439	U6
ENSRNOG00000069280	Mir344b-3
ENSRNOG00000066733	U2
ENSRNOG00000064096	
ENSRNOG00000019207	Shank1
ENSRNOG00000063312	
ENSRNOG00000065294	U6
ENSRNOG00000018394	Chrdl2
ENSRNOG00000056660	AABR07025928.1
ENSRNOG00000004645	Galnt5
ENSRNOG00000015760	Olr78
ENSRNOG00000011145	Crhr2
ENSRNOG00000070234	Zfp141
ENSRNOG00000053284	U1
ENSRNOG00000068834	
ENSRNOG00000030326	Olr344
ENSRNOG00000063681	U7
ENSRNOG00000065437	SNORD115
ENSRNOG00000063850	
ENSRNOG00000013520	Mat2a
ENSRNOG00000063629	
ENSRNOG00000049574	Mir3102
ENSRNOG00000058157	Ldlrad3
ENSRNOG00000033028	
ENSRNOG00000016714	Nrap
ENSRNOG00000062953	U6
ENSRNOG00000018755	Acss2
ENSRNOG00000052956	U6
ENSRNOG00000005921	Olr606
ENSRNOG00000070270	
ENSRNOG00000068102	SNORD115
ENSRNOG00000035648	Mir211
ENSRNOG00000067645	
ENSRNOG00000062789	Olr313
ENSRNOG00000015764	Olr79
ENSRNOG00000067256	
ENSRNOG00000015734	Ube3a
ENSRNOG00000070505	Olr782
ENSRNOG00000067158	U3
ENSRNOG00000065842	U6
ENSRNOG00000056404	U6
ENSRNOG00000061046	AABR07059632.3
ENSRNOG00000063252	
ENSRNOG00000066619	Olr13
ENSRNOG00000052832	AABR07006673.2
ENSRNOG00000011653	Washc2c
ENSRNOG00000065226	Ufm1
ENSRNOG00000056469	Mir290
ENSRNOG00000070625	
ENSRNOG00000068800	
ENSRNOG00000064644	
ENSRNOG00000066170	
ENSRNOG00000021472	Ermn
ENSRNOG00000066949	
ENSRNOG00000006753	Tgm3
ENSRNOG00000062681	
ENSRNOG00000039466	Hyal5
ENSRNOG00000067889	Y_RNA
ENSRNOG00000066931	Olr347
ENSRNOG00000019023	Tars1
ENSRNOG00000066273	SNORD115
ENSRNOG00000066991	
ENSRNOG00000069276	
ENSRNOG00000059393	U6
ENSRNOG00000015769	Olr80
ENSRNOG00000013711	AABR07004681.1
ENSRNOG00000060327	Gm26422
ENSRNOG00000063784	Olr610
ENSRNOG00000068287	
ENSRNOG00000062961	
ENSRNOG00000069666	
ENSRNOG00000056619	U12
ENSRNOG00000001589	Evx2
ENSRNOG00000054452	AABR07000497.1
ENSRNOG00000051537	AABR07006673.1
ENSRNOG00000064145	
ENSRNOG00000052091	U6
ENSRNOG00000057094	Olr349
ENSRNOG00000068142	U2
ENSRNOG00000055112	U6
ENSRNOG00000062973	
ENSRNOG00000062771	SNORD115
ENSRNOG00000024213	Golim4
ENSRNOG00000027808	Lilra5
ENSRNOG00000052454	AABR07052350.1
ENSRNOG00000070396	Olr785
ENSRNOG00000033200	Olr82
ENSRNOG00000068411	Olfr1162
ENSRNOG00000060056	U6
ENSRNOG00000055997	U6
ENSRNOG00000038176	Ufm1
ENSRNOG00000052444	Samd9
ENSRNOG00000070611	U6
ENSRNOG00000069419	
ENSRNOG00000063442	U2
ENSRNOG00000069337	
ENSRNOG00000067530	
ENSRNOG00000013102	Npdc1
ENSRNOG00000049772	Gemin7
ENSRNOG00000069285	
ENSRNOG00000058310	AABR07052148.1
ENSRNOG00000053859	Ranbp6
ENSRNOG00000066647	
ENSRNOG00000054388	U6
ENSRNOG00000066887	
ENSRNOG00000053929	RNaseP_nuc
ENSRNOG00000030275	Olr84
ENSRNOG00000063685	Olr674
ENSRNOG00000064365	
ENSRNOG00000018915	Tagap
ENSRNOG00000051409	AABR07004442.1
ENSRNOG00000020358	Ptov1
ENSRNOG00000067379	U6
ENSRNOG00000068758	U6
ENSRNOG00000025214	AC099360.1
ENSRNOG00000063955	SNORD115
ENSRNOG00000066355	
ENSRNOG00000066028	
ENSRNOG00000064903	Scgb1b24
ENSRNOG00000065819	
ENSRNOG00000070468	
ENSRNOG00000054102	AABR07004450.2
ENSRNOG00000058869	AABR07006740.1
ENSRNOG00000064667	Tmem86b
ENSRNOG00000058919	AABR07052159.1
ENSRNOG00000053502	Arhgef17
ENSRNOG00000065888	U6
ENSRNOG00000021442	Hddc2
ENSRNOG00000050321	Zzz3
ENSRNOG00000020307	RGD1309139
ENSRNOG00000064160	
ENSRNOG00000015785	Olr85
ENSRNOG00000017291	Sord
ENSRNOG00000069815	
ENSRNOG00000065725	
ENSRNOG00000068866	U2
ENSRNOG00000062610	Olr623
ENSRNOG00000066023	
ENSRNOG00000068643	
ENSRNOG00000014278	Zfp710
ENSRNOG00000009571	Wipf3
ENSRNOG00000049605	Zfp296
ENSRNOG00000024016	Cyp2c6v1
ENSRNOG00000008663	Nat10
ENSRNOG00000063622	U6
ENSRNOG00000055316	Mir1839
ENSRNOG00000063802	SNORD116
ENSRNOG00000064940	
ENSRNOG00000057140	U6
ENSRNOG00000022921	Dact2
ENSRNOG00000054856	Olr327
ENSRNOG00000037360	AABR07003173.1
ENSRNOG00000015902	Cpxm2
ENSRNOG00000000009	Tmco5b
ENSRNOG00000069542	
ENSRNOG00000065017	
ENSRNOG00000020624	Acadsb
ENSRNOG00000069696	
ENSRNOG00000060363	U6
ENSRNOG00000069765	U1
ENSRNOG00000065994	SNORD115
ENSRNOG00000058025	AABR07006540.1
ENSRNOG00000013981	Ptpn5
ENSRNOG00000065346	
ENSRNOG00000069407	Olr652
ENSRNOG00000021290	Olr87
ENSRNOG00000062884	
ENSRNOG00000067311	
ENSRNOG00000015928	Dhx35
ENSRNOG00000019942	Fbxo17
ENSRNOG00000021912	Gpr152
ENSRNOG00000059083	AABR07006536.3
ENSRNOG00000059239	AABR07004481.2
ENSRNOG00000030818	RGD1561034
ENSRNOG00000069031	
ENSRNOG00000065632	SNORD115
ENSRNOG00000065843	
ENSRNOG00000053212	AABR07052161.1
ENSRNOG00000000091	Smad9
ENSRNOG00000070760	
ENSRNOG00000062307	AABR07002209.1
ENSRNOG00000065363	
ENSRNOG00000071202	
ENSRNOG00000068808	
ENSRNOG00000043114	Tomm7
ENSRNOG00000053939	AABR07010787.1
ENSRNOG00000056693	U1
ENSRNOG00000055223	AABR07001379.1
ENSRNOG00000067758	Slc10a5
ENSRNOG00000064515	
ENSRNOG00000017930	Lpcat1
ENSRNOG00000068161	Olr625
ENSRNOG00000043280	Vom2r37
ENSRNOG00000065092	
ENSRNOG00000070663	
ENSRNOG00000060826	Olr88
ENSRNOG00000066535	
ENSRNOG00000068810	Olr329
ENSRNOG00000071163	
ENSRNOG00000070274	Olr16
ENSRNOG00000006397	Chrm5
ENSRNOG00000009388	Sptssb
ENSRNOG00000063371	
ENSRNOG00000060965	AC117118.1
ENSRNOG00000052241	U6
ENSRNOG00000006803	Dnajc10
ENSRNOG00000068809	
ENSRNOG00000049057	Znrf2
ENSRNOG00000058946	AC116250.2
ENSRNOG00000051665	AABR07052406.1
ENSRNOG00000019869	Lrfn1
ENSRNOG00000062374	
ENSRNOG00000068664	Gm23168
ENSRNOG00000063801	
ENSRNOG00000067318	
ENSRNOG00000013208	Olr382
ENSRNOG00000065468	
ENSRNOG00000059321	AABR07001406.2
ENSRNOG00000066808	
ENSRNOG00000052179	AC116250.1
ENSRNOG00000006408	Olr693
ENSRNOG00000050189	Olr89
ENSRNOG00000007234	Cyp51
ENSRNOG00000059732	AABR07052402.1
ENSRNOG00000067212	U6
ENSRNOG00000055161	AABR07001406.1
ENSRNOG00000065356	
ENSRNOG00000023411	Vsig10l
ENSRNOG00000046005	Scd2
ENSRNOG00000054718	U6
ENSRNOG00000062585	U7
ENSRNOG00000018686	Atxn2l
ENSRNOG00000019671	Rsbn1
ENSRNOG00000066942	
ENSRNOG00000067229	
ENSRNOG00000063261	
ENSRNOG00000068139	Samd4b
ENSRNOG00000066980	U6
ENSRNOG00000070788	Olfr1417
ENSRNOG00000066529	
ENSRNOG00000058906	Ptprh
ENSRNOG00000010342	Zfand1
ENSRNOG00000066097	U6
ENSRNOG00000064878	Olr698
ENSRNOG00000055168	AABR07051827.1
ENSRNOG00000067397	
ENSRNOG00000069563	
ENSRNOG00000007416	Clp1
ENSRNOG00000062703	
ENSRNOG00000070309	
ENSRNOG00000048810	Olr91
ENSRNOG00000053089	AABR07005004.1
ENSRNOG00000057890	U4
ENSRNOG00000052503	U6
ENSRNOG00000065602	
ENSRNOG00000009176	Mkrn2
ENSRNOG00000016179	Acoxl
ENSRNOG00000025141	Kiz
ENSRNOG00000069177	
ENSRNOG00000057910	U7
ENSRNOG00000017408	Fhip1b
ENSRNOG00000037393	Wdr88
ENSRNOG00000021794	Znhit2
ENSRNOG00000069938	
ENSRNOG00000069504	
ENSRNOG00000070568	Vom2r3
ENSRNOG00000018964	Gss
ENSRNOG00000013949	Idh2
ENSRNOG00000046734	Evx1
ENSRNOG00000064463	U6
ENSRNOG00000067383	
ENSRNOG00000052712	AABR07000900.1
ENSRNOG00000065858	
ENSRNOG00000016387	Rpl34
ENSRNOG00000033543	Olr442
ENSRNOG00000057796	U7
ENSRNOG00000067740	
ENSRNOG00000016103	Nkd2
ENSRNOG00000034012	Klk12
ENSRNOG00000070335	
ENSRNOG00000065589	U2
ENSRNOG00000069900	Ypel4
ENSRNOG00000068668	
ENSRNOG00000013282	Mctp1
ENSRNOG00000033164	Cyp2b3
ENSRNOG00000036811	Olr94
ENSRNOG00000055001	AABR07005004.3
ENSRNOG00000064826	
ENSRNOG00000067782	
ENSRNOG00000009555	Lrriq3
ENSRNOG00000020643	Bub3
ENSRNOG00000018217	Syt5
ENSRNOG00000069943	
ENSRNOG00000064778	
ENSRNOG00000063292	
ENSRNOG00000058615	U6
ENSRNOG00000065642	
ENSRNOG00000033863	Ajm1
ENSRNOG00000063898	
ENSRNOG00000070200	
ENSRNOG00000006419	Aven
ENSRNOG00000057923	Snora23
ENSRNOG00000064386	
ENSRNOG00000058790	Fam120b
ENSRNOG00000069125	
ENSRNOG00000032712	Olr631
ENSRNOG00000062616	
ENSRNOG00000063149	5S_rRNA
ENSRNOG00000064646	Olr95
ENSRNOG00000047508	AC112350.1
ENSRNOG00000020371	Pgap2
ENSRNOG00000064021	U1
ENSRNOG00000043106	Btbd18
ENSRNOG00000061803	Olr298
ENSRNOG00000064115	
ENSRNOG00000014996	Katna1
ENSRNOG00000067296	
ENSRNOG00000063887	
ENSRNOG00000058641	SNORA70
ENSRNOG00000069797	
ENSRNOG00000064765	Snora30
ENSRNOG00000018742	Klk11
ENSRNOG00000067148	
ENSRNOG00000006675	Fabp1
ENSRNOG00000069709	Tmem167b
ENSRNOG00000058967	U6
ENSRNOG00000017914	Cavin3
ENSRNOG00000067830	
ENSRNOG00000071136	
ENSRNOG00000061806	AABR07000158.2
ENSRNOG00000014705	Rbm20
ENSRNOG00000016993	Olr148
ENSRNOG00000069097	U4
ENSRNOG00000055479	U1
ENSRNOG00000029732	AABR07006451.1
ENSRNOG00000062733	
ENSRNOG00000063130	
ENSRNOG00000057436	U1
ENSRNOG00000013886	Fyb1
ENSRNOG00000068071	Olr634
ENSRNOG00000047137	Erbin
ENSRNOG00000070027	
ENSRNOG00000016812	Adamts16
ENSRNOG00000009932	Mctp2
ENSRNOG00000066288	
ENSRNOG00000035046	5S_rRNA
ENSRNOG00000071197	U7
ENSRNOG00000063143	
ENSRNOG00000000095	Gpr89b
ENSRNOG00000011195	Prkra
ENSRNOG00000022353	Klk13
ENSRNOG00000026059	Paqr6
ENSRNOG00000026440	RGD1559891
ENSRNOG00000058324	
ENSRNOG00000067894	
ENSRNOG00000067997	
ENSRNOG00000067291	
ENSRNOG00000036807	RGD1562433
ENSRNOG00000018997	Myh7b
ENSRNOG00000020865	Ano1
ENSRNOG00000065706	
ENSRNOG00000058965	Gm22506
ENSRNOG00000069287	U7
ENSRNOG00000020714	Trpm4
ENSRNOG00000015825	Aurkc
ENSRNOG00000066623	
ENSRNOG00000064711	
ENSRNOG00000013069	Sapcd2
ENSRNOG00000066089	Olr636
ENSRNOG00000050343	Jmy
ENSRNOG00000009152	Caprin1
ENSRNOG00000062901	
ENSRNOG00000070787	
ENSRNOG00000069475	U6
ENSRNOG00000070182	
ENSRNOG00000058927	U6
ENSRNOG00000018491	Chchd5
ENSRNOG00000006030	Ptprz1
ENSRNOG00000013314	Avl9
ENSRNOG00000031086	AABR07006504.1
ENSRNOG00000057950	Gm25345
ENSRNOG00000067315	
ENSRNOG00000016872	Plppr4
ENSRNOG00000067561	
ENSRNOG00000017016	Ubqlnl
ENSRNOG00000070889	Vom1r1
ENSRNOG00000064500	
ENSRNOG00000070820	
ENSRNOG00000065873	
ENSRNOG00000014840	Gna14
ENSRNOG00000064970	Zfp939
ENSRNOG00000058110	AABR07004733.2
ENSRNOG00000068593	U3
ENSRNOG00000062632	Olr673
ENSRNOG00000057480	U1
ENSRNOG00000004784	Ndufaf5
ENSRNOG00000065683	
ENSRNOG00000067598	
ENSRNOG00000059637	AC096311.2
